review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_emotion
Lyon,airport,N Polson,2024-03-04,No food or beverages options after pm everything is closed This is an international airport Literally everything is closed not even the the relay shop so cant even get a sandwich I think this is appalling,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Chicago Midway,airport,Angela Taylor,2024-10-15,TSA Precheck staff were beyond rude My husbands pen went missing I had to put my wallet by itself through the security belt Oh and they made me take off my boots too The food options had poor reviews so we went to the bistro that had the highest reviews hamburger and additional for fries I have had better fast food burgers Gate had way too many seats for the volume of passengers I will fly to Ohare next time,4.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Gibraltar,airport,Ann Morris,2017-05-17,I visit Gibraltar airport regularly for trips backwards and forwards to the UK and to pick up friends and relatives who are visiting I am appalled by the condition of the glass screens on the viewing tower and stairs leading to the viewing tower the glass screens gave not been cleaned since the airport opened and are now at the stage where you cannot see through them Equally the stairs are dusty dirty and litter ridden,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Turin,airport,Alec Don,2019-12-29,Turin does passport checks for departing passengers The service is absolutely appallingly slow Please get your act together Turin airport border service,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Wings Air,airline,Doris Reichelt,2023-05-03,I was flying with my two little Kids Although according to Boarding Pass Boarding should have started at the Crew announced the final Call at When we asked why the rush they screamed at US If we want to fly we should get Info the Plne right now No Service at all by Ground Crew and very rude to all passengers,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Maya Island Air,airline,Deb Straw,2021-09-08,We cancelled our flight tickets because of Covid and the increasing numbers in Belize months in advance of our trip The airline would only offer usage of our tickets for a year period rather than fully refunding the ticket price I can understand this for a late cancellation but not in this situation Thieves,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Frankfurt Main,airport,E Garner,2025-01-13,Arrival from IAH took an hour to get our luggage Sign counted down expected in and then just saying delayed please be patience hour Rest of the airport is kinda under construction with leaking ceilings mouse traps and blue fences There use to be a moving walkway between terminal and the long distance railway station gone Out with the convenience and service in with more greedy retail space,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Perpignan,airport,Margaret Rhatigan,2016-09-11,I would not advise anyone to use this airport as there is no shuttle bus to the train station If you are in any way feeble or have young children I would advise you to get a taxi as the no bus that services the airport stops in the middle of Perpignan and its a minute walk to the station carrying luggage The taxis are like vultures waiting to overcharge you for a few miles Maybe try hiring a car but here again the weekly charge for a modest car is overpriced,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Scoot,airline,Ho Keong,2024-11-26,On this route Singapore Miri Singapore delay at least min Today is more than hours Avoid taking this route besides it is more expensive after AirAsia pull out of this route,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Libreville,airport,8 reviewsH Blumenthal,2015-11-27,Libreville Airport is certainly not the worst airport in the region but not the best either Staff very civil servant minded with a lot of arrogance vis a vis passengers A good point is that on arrival luggage is quick to be on the belts A bad one is that air conditioning is not efficient at all and we are in a tropical country,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Air Serbia,airline,F Keale,2024-11-14,Oslo to Belgrade delay hours without information Belgrade to Athens on time boarding for both sectors chaotic checkin bags delayed for days bag totalled hardcase cracked near wheel Claim filed with air serbia without response Total compensation paid by air serbia Never again,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Memmingen,airport,Robert Miles,2019-02-05,I have used this airport for over years as a regular visitor to family in Landsberg Staff on reception desks security and passport control were excellent Unfortunately the Fellowes catering operation on the st floor is appalling I submitted a complaint regarding filled bagels on my last trip in December regarding dry tough bread unbuttered chicken and avocado filling devoid of filling Unable to complain at time as take away for flight Complained to Chief Exec Customer services and still awaiting a reply,1.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Positive
Hobart,airport,Christine Sarandis,2016-09-29,I think the airport itself is absolutely fine but the food choices are absolutely appalling if you are traveling after We had a delay and a hour wait and all that was available was one cafe selling pizza pasta and toasted sandwiches which were exhorbitantly expensive and not very nice There was no fresh food and no choice A disappointing end to an absolutely brilliant day road trip around that lovely state,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Bahamasair,airline,Anil Korpinar,2024-01-21,Long check in process Delay flight without a reason Not working online reservation system Consistently lying personnel Wrong baggage information at their website,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Crown Point Tobago,airport,Marc de Verteuil,2008-08-02,Outdated tiny airport If a large plane is either disembarking or embarking the facilities are stretched beyond capacity The staff are not properly trained and often rude The Caribbean Airlines flights to Trinidad can be a hit and miss affair and if one if using Tobago Crown Point to transfer from an international flight to a Trinidad bound flight or vice versa be prepared to be told that your flight is overbooked delayed cancelled,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Austral,airline,James Perry,2023-11-03,A feeder flight from Madagascar to Runion was delayed by hours because it was held over to pick up corresponding passengers in Mayotte and I missed by corresponding flight to Paris The Paris flight need have only waited minutes to allow our connection I am now delayed hours until the next flight Unbelievable,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Preveza,airport,S Cadero,2022-06-07,Airport with the slowest and least professional staff ever Greece is beautiful I love its rhythms but here we are absurd planes in one day and the ability to wait hours to check in your baggage Once I got to the checkin desk I was asked to wait a moment am flight at am I waited minutes and asked what the problem was and the lady told to go to a colleague at another checkin desk Slow disorganized unprofessional staff Bad experience,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Kish Airlines,airline,JuYoung Han,2013-05-04,MehrabadKish not the best airline i have ridden After a long delay we were all put in a little bus that took us to an ancient plane The plane was very old seats were cramped seatbelts were broken and the plane itself was very small I was very surprised to see food but it wasnt very wonderful However Iranian standards arent very high,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Air Canada rouge,airline,Jason Hunt,2024-09-30,Delayed on both ends due to ACs scheduling Then on top of that sat on tarmac for minutes for an unplanned maintenance issue Then they deboarded and told us we would leave in an hour Then than became hours So a pm flight was delayed to at least am Nothing open so no food or water not even vending machines in the airport,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tulsa International,airport,K Max,2020-11-20,I have been going to college in Tulsa for years and have yet to have a flight home that didnt get delayed Ive missed more connection flights then I can count because of this mess of an airport If you can try to fly or connect out of literally anywhere else,2.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Solomon Airlines,airline,Juan Rubio García,2023-05-15,I bought a flight months away and the next day they canceled it I had to accept the alternative that they proposed because I had no other option and without any type of compensation they wont even pay me for the hotel night that I am forced to stay in Honiara Very disappointed with this company,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Nok Air,airline,Valeria Lopez,2024-12-03,The flight price was good The carry on was free but when we started boarding they told us we couldnt have both a carry on and a personal item so they charged us The trays in the plane were dirty The flight attendants prohibited us from using phones during the flight,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
PAL Express,airline,A Paul,2013-12-20,The Manila Dubai flight was unceremoniously switched to Manila Abu Dhabi at the point of passenger Checkin on December th You have to swallow their attitude of Were sorry our flight to Dubai is not operational today we will be rerouting you to Abu Dhabi and get you to Dubai in a Shuttle Bus Drop off point not known Sorry,0.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Quebec City,airport,Mary Johns,2013-09-30,Arriving from the US was easy and fast No long walks not monorails no buses You get off the plane go to customs get your suitcase change some money and grabbed a taxi all with a minimum of traipsing around Most efficient arrival anywhere Departure not so good Airlines staff was late opening checkin lines Baggage check man ridiculed my attempts to speak French and the woman operating the Xray was rude to passengers Furthermore the airport offers little in the way of food for purchase and dutyfree items,6.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
New Orleans,airport,Kelly Odom,2022-05-19,The wait for the rental car bus is unbearably long No organization This airport is a total chaotic mess The rental car situation adds at least an hour on to your trip whether you are arriving or departing They need to get their act together,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Hamilton,airport,B Kemp,2018-03-03,I am a year old girl and this is my first time using this airport as well as flying anywhere by myself I arrived and got confused on where to go for my luggage I asked a security guard for help and he was honestly the rudest person I have ever met He sounded so annoyed that he had to tell me where to go instead of listening to me he got mad at me and wouldnt let me speak and began to yell at me Flying by yourself for the first time is hard enough without the airport personnel making it even harder,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Miami,airport,Le Anne Flores,2024-10-28,A lot of staff were aggressive rude and condescending even those who are in the restaurants Signages and Instructions for the queues are not available Not enough seating areas Wifi is good though,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Spirit Airlines,airline,Chris Freeze,2025-03-04,Our departing flight was delayed ten hours Spirit refused to try to get anyone on another airlines or reimburse for any out of pocket expenses except for a meal voucher We missed the first day of our vacation Then our return flight was delayed hours and this time no meal voucher New arrival time am Definitely never flying Spirit again,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Prague,airport,C Scott,2024-11-24,Queue for passport control took an hour despite not a huge amount of people to handle Only open for non EU and including machines open for EU Most the guys on EU had a nice hour break Bags on time but you expect so after an hour delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Puerto Vallarta,airport,Jamie Mahn,2020-03-10,The airport is hot and sticky They have AC but only use it to keep the temperature at around degrees There is a serious lack of information about flight delays and gate changes,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Jordan Aviation,airline,Khaldun Alqaysi,2023-08-19,Bag did not arrive My wife travelled on Jordan Aviation flight on August But the bag remained in Amman airport and arrived after a week meanwhile I called several times to inquire about the bag that has important stuff like clothes It was a bad experience for my family Moreover the flight was very costly I will not use this airline anymore,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Bristol,airport,Mark Cupit,2023-07-17,Longest wait for security I have ever experienced Very poor information not telling us the flight was delayed until half an hour after it was meant to depart Then trapped in an aircraft for an hour waiting for busses to unload us I wont be back,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Aegean Airlines,airline,George Spyrou,2024-12-08,This is in reality a low cost airline see Ryanair only with high prices Prepare for the shortest pitch you have experienced especially if youre seated in any row behind the first emergency exit Aircrafts are old and dirty food which is a actually a snack is inedible in economy Wifi is almost always not working Customer support is non existent You cannot cancel your ticket online You have to call their support center and get a euro cancellation fee Avoid at all costs,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
CSA Czech Airlines,airline,E Jalerova,2022-03-28,My ticket was cancelled by CSA more than a month ago and I still cant get money back for that On my requests they answer that I need to wait When I ask how long to wait no answer On top of that my two previous flights were delayed for more than hours with no reasons Do not book flights with them,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Wings Air,airline,Doris Reichelt,2023-05-03,I was flying with my two little Kids Although according to Boarding Pass Boarding should have started at the Crew announced the final Call at When we asked why the rush they screamed at US If we want to fly we should get Info the Plne right now No Service at all by Ground Crew and very rude to all passengers,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Vietnam Airlines,airline,E Bates,2025-03-31,The flight was just hours delayed but this was the smallest issue At the arrival I recognised my luggage is damaged a Samsonite USD one As a compensation they offered me USD I heard many people had issues with damaged luggage but compensation is actually nothing Cannot recommend to hand any luggage to them After checking with their customer service they insist on VND USD Never again Vietnam Airlines,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Austin,airport,T Kemp,2023-03-11,Im from Austin and the bathrooms didnt used to be this dirty Since Covid Ive traveled per year and the bathrooms have consistently been getting dirtier Even just now theres water all over the floor multiple stalls have no toilet paper theres one stall that was too gross to mention soap and water all over the sinks and mirrors Please fix this so Austinites can go back to being proud of our airport,7.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Banjul,airport,Jessica Wickham,2023-03-12,Staff are unpleasant like they dont really want you to come to their country Staff dont communicate with their colleagues in English instead they speak their local language throughout and that is disturbing and completely wrong in a work setting Staff are not friendly and helpful very aggressive The customer service at Banjul Airport is appalling,1.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
AJet,airline,Arman Omidi,2024-09-17,Never fly with this irresponsible airline I am a travel agent and unfortunately I had to book many tickets with this new unprofessional Airline of their flights get canceled or delayed and no one is responsible either in the call centre or any office they dont have offices in most of countries,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Kittila,airport,Nadine Hawkins,2022-12-04,Small airport Lack of ground staff so long delays with baggage reclaim Not much seating Not many facilities Staff not particularly helpful Staff not sure which belt our luggage will even be on when it finally arrives Not a good start to our holiday Toilets have run out of toilet paper Avoid if possible,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Air Astana,airline,S Goeminne,2024-07-27,days ago we already had a delay of hours from Almaty to Astana where we had to offboard the plane and change planes Now going back to Almaty we already got mails telling us the flight will be delayed already more than hours I am getting the idea we will not fly today What a bad first experience with Air Astana,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tunisair,airline,E Karsten,2025-02-03,Flight more than hrs delayed which information only given in pieces of h long after the promised departure time despite already long before visible on Flightradar Meal voucher worth given basically enough for a bottle of water Not in line with EU regulations No online checkin No excuse no explanation Friendliness of cabin crew nonexistent,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Batik Air,airline,K Narang,2025-03-19,Terbang ke Manado kena delay pulang dari Manado kena delay lagi dari jam jadi jam Tibatiba jam dikabari lagi delat sampe jam Flying to Manado was delayed returning from Manado was delayed again from to Suddenly at it was announced that it was delayed again until,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Mahon,airport,M James,2017-10-16,On going through security at Mahon airport we were met with security staff who could clearly see we were traveling with a young baby Never encountered this type of bad attitude before no respect rude and complete lack of care There is no need for this attitude,1.0,Negative,Positive,Negative,NEGATIVE,Negative,,2/4,Neutral
PAL Express,airline,A Paul,2013-12-20,The Manila Dubai flight was unceremoniously switched to Manila Abu Dhabi at the point of passenger Checkin on December th You have to swallow their attitude of Were sorry our flight to Dubai is not operational today we will be rerouting you to Abu Dhabi and get you to Dubai in a Shuttle Bus Drop off point not known Sorry,0.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Coffs Harbour,airport,T Milne,2021-03-29,The security are rubbish no customer service at all they need retraining or sacking I was traveling with no luggage only had my phone in pocket of shorts and Tshirt They scanned my whole body like I was a criminal Avoid this stupid airport at any cost personally I will never ever come back,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Arkia Israeli Airlines,airline,V Levy,2023-08-24,The flight got delayed over hours The gate was changed times without clear updates The flight attendants took rudeness and careless to a whole new level Unfortunately I have my return flight scheduled with them I have sent them a huge complaint and a refund request I prefer to fly any other airline with layovers to get to my destination than setting a foot again on an Arkia flight,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Crown Point Tobago,airport,Andre Franca,2012-03-22,I have been once to this airport as others said the place is tiny I wonder how it looks when BA and Virgin are around Boarding into small propeller planes is already a mess they search your bags at the boarding area even though you have already had your carryon xrayed,7.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Privilege Style,airline,Ndulue Yauri,2020-01-28,Vienna to Lagos The flight was okay and the crew was eager This flight was chartered for the deportation of rejected asylum seekers from Germany and Austria After my asylum application was rejected by Austria I was deported to Nigeria The airplane was aged but all in all okay It was a little bit delayed,5.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Bogota,airport,T Carter,2023-01-24,All staff pretty rude and didnt speak any English Nobody seemed to want to help in any way Thats fine but I get to security and basically all I have is my wallet and a water bottle They snatch my water bottle and throw it away Very wasteful and rude Would have chugged it right there no problem Extremely annoying and frustrating way to end my time here in Colombia,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tashkent,airport,1 reviewsT Francis,2019-09-30,Strict levels of security bordering on the obsessive Luggage is scanned twice You are searched even if the metal detector does not go off as you pass through it It is understandable Beware of possible ripoffs at the DutyFree Shop They can give you the wrong conversions from euros to Uzbek sums if you want to pay in local currency,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Savannah,airport,K Edwards,2018-08-19,I loved Savannah but will never return because I never want to step foot in this airport again Not only was every single food option closed at pm the vending machines were broken as well Literally the worst airport ever Never coming back to Savannah,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Aerocaribbean,airline,R Ryder,2010-11-25,Holguin to Havana last week Okay apart from issuing duplicate boarding cards to different passengers Return was in a turbo prop plane which was hour late and was infested by cockroaches running along the floor overhead lockers and electrical ducts The plane was generally dirty Obvious lack of maintenance,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Transaero Airlines,airline,Haji Murat,2015-08-14,A long check in line at Domodedovo airport in Moscow Flight was delayed for hours while the plane B was repaired Inside the plane was a small distance between the seats The ticket price was very cheap so I cannot complain Food service was only water with cookies and there was no entertainment system,6.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Azerbaijan Airlines,airline,P Mafed,2024-09-09,The airline staff at Baku airport were not friendly and their mismanagement resulted in missing one of our original flights They did not bother if we stayed in the Baku airport the next days as the other flights were booked So the ground staff charged us double for another closer city Tbilisi We used this airline for our summer travels from London to Baku and Baku to Batumi and return Overall we flew four times and were very disappointed with ground staff and old aircraft eg faulty entertainment screens,2.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Skopje,airport,G Brown,2014-11-12,The new terminal is just a large barn A few shops and very little duty free Airport staff disinterested rude and officious Border police just as rude demanding some sort of photocopied form from me which I did not have Yes I do speak Macedonian and I still could not work out what he was after Just as well we were leaving,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Lagos,airport,T Laniyti,2022-10-30,This was my first time visiting my homeland and my experiences both on arrival and departure were disappointing The staff were all asking me for bribery starting from the carrier staffs till the immigration officers What baffled be was on my departure time the purposely didnt tag my luggage leaving it behind had to send my sister to retrieve my bag,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Uzbekistan Airways,airline,Madi Sha,2023-07-15,Extremely rude cabin supervisor I explained her that was pregnant and and needed cabin crew assistance to stow my hand luggage into overhead stowage To what she replied with extremely aggressive body language my male cabin crew are not your concierge boys I fly very often and it is scary to observe as I am excabin crew how often cabin crew do not follow safety rules It is scary and unpleasant to fly with them always,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
TAAG Angola Airlines,airline,Guy Stehlik,2023-12-18,Do not under any circumstances fly this airline I have wasted close to a hundred hours of my time to no avail having submitted all requested documentation after months still nothing You may think youre saving money Youre not They will cancel or delay their flights at the drop of a hat and youll be left in the dark I am an African tourism stakeholder and can assure TAAG that their reputation is rapidly deteriorating and will soon be at the point of no return,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
American Airlines,airline,K Marson,2025-03-23,My flight was originally for am this flight was delayed I was issued a new ticket that required me to be stranded in Phoenix Arizona for hours I was originally supposed to arrive at my destination Minneapolis at pm My hour trip turned into an all day event Also I just got word that my flight to Phoenix is once again delayed I spent a lot of money for this trip this may as well be a greyhound station,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Chambery,airport,Iona Mcallister,2020-01-12,Avoid this airport Our inbound flight was a hour delay and our return flight is currently hours delayed but could be longer The inbound pilot blamed it on the weather but this was a lie and its being blamed on a technical issue for our return flight This is a regular occurrence according to the flight attendant I will not be travelling here again at any cost,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
SkyWest Airlines,airline,T Waters,2018-06-03,Portland to Seattle Their policy counted a fishing rod as an extra item requiring me to check a bag through my final destination jeapordizing the contents of in the bag The lady scanning tickets was very rude and challenged the validity of my final destination I would never book a flight with Sky West,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Zagreb,airport,I Garlen,2023-05-11,Arrogant unprofessional and rude passport control police officers without a smile or greeting Do not expect anything better Welcome to the Balkans Although they think highly about them selves being western European country with western standards they are far far away from the west,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Fly540.com,airline,M Jamayda,2020-03-17,Mombasa to Nairobi Delayed hours so I didnt get in the plane because I needed to be on time in Nairobi for the next flight In the counter they gave me the email contact details so that I ask for a reimbursement They never replied,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tulsa International,airport,K Max,2020-11-20,I have been going to college in Tulsa for years and have yet to have a flight home that didnt get delayed Ive missed more connection flights then I can count because of this mess of an airport If you can try to fly or connect out of literally anywhere else,2.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Punta Gorda,airport,Marlene Reilly,2018-04-09,They should spend more money on putting gates in the airport instead of a multi million dollar resort Plus there isnt any place to eat and minimal places to sit When a full plane comes in and you have to stand for a minimum of hour it gets pretty bad at least for seniors,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Eastar Jet,airline,K Tan,2019-04-10,Seoul to Jeju Firstly the flight delay more than half an hour Secondly very bad experience of turbulence The airline should announced the weather condition,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Kish Airlines,airline,Amthony Lerona,2015-10-18,First Time to ride this plane heading to Kish Iran an island in a Persian Gulf DC is an older plane so expect for a rough and noisy takeoffs and landing I also know that this is the only airline having a flight to the said island It was delayed for half an hour and I observed that the plane was in poor condition Since it is a to minutes ride the cabin crew served as with a snacks composed of a packed juices cookies nuts and sandwich The cabin crew are polite and the captain is welcoming,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Loganair,airline,Francis Colborn-Veitch,2023-01-03,I use this airline frequently because it is the only airline serving Orkney If you are coming to Orkney and are able to use the ferries then do so this airline is a disgrace frequently delayed and cancelled and a total absence of customer service However I would say that the cabin staff are fantastic it is just a shame they are stuck working for this airline,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Tashkent,airport,1 reviewsT Francis,2019-09-30,Strict levels of security bordering on the obsessive Luggage is scanned twice You are searched even if the metal detector does not go off as you pass through it It is understandable Beware of possible ripoffs at the DutyFree Shop They can give you the wrong conversions from euros to Uzbek sums if you want to pay in local currency,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Memmingen,airport,Robert Miles,2019-02-05,I have used this airport for over years as a regular visitor to family in Landsberg Staff on reception desks security and passport control were excellent Unfortunately the Fellowes catering operation on the st floor is appalling I submitted a complaint regarding filled bagels on my last trip in December regarding dry tough bread unbuttered chicken and avocado filling devoid of filling Unable to complain at time as take away for flight Complained to Chief Exec Customer services and still awaiting a reply,1.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Positive
AeroItalia,airline,N Busen,2023-04-03,Only checkin desk open for a full plane and impossible to check in online Amazingly bad Flight crew is friendly Pilot flying into Milano on April st did a very bad landing,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Positive
Azerbaijan Airlines,airline,P Mafed,2024-09-09,The airline staff at Baku airport were not friendly and their mismanagement resulted in missing one of our original flights They did not bother if we stayed in the Baku airport the next days as the other flights were booked So the ground staff charged us double for another closer city Tbilisi We used this airline for our summer travels from London to Baku and Baku to Batumi and return Overall we flew four times and were very disappointed with ground staff and old aircraft eg faulty entertainment screens,2.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Warsaw Modlin,airport,N Maranka,2023-08-10,This review is about the security staff which is being particularly rude during luggage check I forgot to put the perfume into a seethrough bag so when I got it out of the backpack he took it and started screaming at me what is this as if I was committing and offence then he threw it against the tray on the counter which could have easily brake the glass bottle I consider this behaviour as unprofessional and unacceptable,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Chengdu,airport,H Bartlett,2013-06-26,Arrived at Chengdu on domestic flight from Shenzhen No problems getting to town on the bus A dew days later I had to depart on a domestic flight to Jiuzhaigou Beware there are two terminals both a distance from each other I got off at the wrong terminal no sign of a transfer bus so I had walk Not much fun in the rain,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
PLAY,airline,E Karynova,2024-09-29,On our way to Iceland our flight was hours delayed with the hours advance notice However our flight back we received a notice hours before our departure that the flight is delayed for hours No other option flights no help,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Fly540.com,airline,M Jamayda,2020-03-17,Mombasa to Nairobi Delayed hours so I didnt get in the plane because I needed to be on time in Nairobi for the next flight In the counter they gave me the email contact details so that I ask for a reimbursement They never replied,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Akasa Air,airline,M Anitha,2025-03-01,Akasa Air staff was very rude I had worn warm clothes during my on going journey as February is winter my return flight was afternoon I had put warm clothes in cabin bag had food water with me they asked me to place purse along with cabin bag weight was one kg more I requested to consider but they never did I took away food had to throw they were ok with it charged me for kg Staff is very rude and not cooperative,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Astana,airline,Olzhas Adil,2023-07-15,I fly this airline weekly for AlmatyBakuAlmaty and I have never ever had the flight on time minutes delay is routine for Air Astana They have to reassess their attitude and schedule because those repetitive delays are not acceptable for what they call star airline The airline prices are not on level of service they provide either Disappointing service to be honest,5.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
T'Way Air,airline,Sharifuddin Mohamed Ali,2023-12-06,Kept on delaying but passengers were kept in the dark Announcements made only in Korean language til we have to ask ourselves what was going on when the flight will be departing etc Supposed to be a memorable family day trip to Jeju but got ruined at the end of the day Thanks to Tway,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Davao,airport,S Fletcher,2015-03-17,Davao City airport in the Philippines is spacious queues are minimal pre check in After check in you head upstairs to the departure area pay your departure tax and pass through security You then find yourself in a the domestic departure area where there is plenty of seating and TV screens Flight announcements are limited my flight was delayed by hours yet there was no announcement to advise,8.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
AirAsia,airline,G Han,2025-02-21,I booked five AirAsia flights for a trip across Southeast Asia and regret it Their hidden fees constant delays and lack of service make it not worth the hassle Every flight was delayed by at least an hour They enforce a kg lb carryon limit and charge per bag per flight if you exceed it which most travelers will Expect lastminute gate changes long lines bus transfers to the tarmac and boarding via stairs,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
AirSWIFT,airline,D Rijcke,2025-02-10,Flight delayed was hours No prior communication they were well aware that our flight was delayed We will never use this unreliable airline ever again,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Istanbul,airport,Fredrik Haglund,2025-02-18,Ridiculous prices on everything Tired staff Will avoid or bring my own food and drink in the future Tax free more expensive than with taxes for many things Perfume store without any spray deodorant for men Generic design Too bad as flight with Turkish was good,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Manchester,airport,M Devlin,2025-02-21,I know terminal due for closure but do it now Whole departure experience appalling Easyjet now confined to the basement Scanner rejected both carryon and no reason The exit doors for security closed and no one around to alert to the issue Most of duty free was closing up at pm departure gate again in the basement with a flight delay,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
