review_name,review_type,passenger_name,review_date,review_text,rating_value,review_classification
AJet,airline,S Ghaem Maghami,2024-11-13,"My wife and I flew from Istanbul to Antalya on October 10, 2024 at 7:10 p.m. Turkey time. Unfortunately, the departure gate number 208B was incorrectly printed on our flight card - the original and the image of the card are available. At 6:50 p.m., my wife and I realized that gate number 208B belonged to a flight to another city The second mistake of this company is that there was no departure gate listed on the online website indicating the flights for our flight - No. VF3032, and the airport flight information board was written as Gate No. 409. God knows that if the help of a kind person at the airport We couldn't make it to the flight, we sped through several floors of the airport until all but the last four passengers were on a separate bus with delays. Let's get to the flight, when we boarded, the angry and bad-tempered flight attendant put me and my wife in two separate seats, while we had two chairs next to each other - according to the flight card - one flight.",1.0,
AJet,airline,S Danez,2024-09-19,"Would not recommend it to anyone. They lost our suitcase and for one month there were no updates. After one month they called to notify us that they found the suitcase. They pretended like that nothing is wrong, unbelievable. Worst experience ever.",1.0,
AJet,airline,Arman Omidi,2024-09-17,"Never fly with this irresponsible airline. I am a travel agent and unfortunately I had to book many tickets with this new unprofessional Airline. 90% of their flights get canceled or delayed, and no one is responsible either in the call centre or any office (they don't have offices in most of countries).",1.0,
AJet,airline,Michael Asher,2024-08-16,"I was looking on Turkish Airlines' website for a return flight from Istanbul to Diyarbakir. The outward flight at the time I wanted was on Ajet. Although shown in the Turkish Airlines' computer, it made me go to Ajet site to book. So I did that and then came back to Turkish Airlines to book my return ticket. Entering the aircraft was like stepping back in time. Old fashioned ceiling and wall panels, small luggage bins, no video screens. After take-off there was a line of people waiting for the toilet until the crew realized it had been locked during departure, but had not been unlocked after take-off. A Turkish Airlines cart was brought through the cabin from which cold snacks and soft drinks were available for sale. I bought a sandwich and drink. One bite of the sandwich told it was cold, dry and stodgy. I looked inside and as you can see in the photo there was a miniscule amount of butter (maybe not even butter) on both sides of the bread. It was undoubtedly the worst catering I have had from Turkish Airlines in 27 years flying on them. Later I saw what were obviously hot crew meal entrees being taken to the rear galley. I hope they at least had something good to eat! Adding the cost of my sandwich and drink, I paid more on Ajet than for my flight back on Turkish Airlines. The crew were polite, with a few smiles. One of the crew 'uniforms' was navy blue and green, another all red and a third all grey. I only saw three of the crew. The recorded announcements were clear and understandable, but live ones were at double speed and mostly unintelligible. Credit where credit is due, the flight departed on time and arrived slightly early. I had worried about this when I saw that the preceding Tehran flight on the same aircraft was over nine hours delayed. Will I fly Ajet again? Probably not unless there is no other option.",3.0,
AJet,airline,D Cahlun,2024-08-02,"My ADB/SAW flight which was made on AJet July 18, was changed much earlier than notified to me (at the new time is 10:25 in the morning (16:10).) When I arrived at the airport because the agency approved it without notifying me, I naturally applied to the AJet sales office because my flight has already left. I cannot use my SAW/DXB flight because the sales office did not notify me of the change made by the agency. I can't make free changes and the first SAW/DXB flight is on 05.08.2024. I lost my money and my work",1.0,
AJet,airline,Wahab El Hajj Hassan,2024-08-02,"My experience was very smooth, no flight changes or surprises in the departure flight. In the arrival flight there was a security threat in Beirut Airport resulting in flight delays for ALL airlines. The way Ajet dealt with the situation was outstanding and professional. Given the unintended delays, we missed the next flight. Without even asking and as soon as we arrived to their desk, they fixed the flight for the next day and offered us free transport, hotel, and meals. The air and ground crew is very nice and helpful. The only setback is in communicating with the Airport employees in English. Until this improves, communicate with a smile and nice attitude, and you'll get what you want eventually.",10.0,
Akasa Air,airline,Nakib Parkar,2025-04-03,"I am not satisfied with the way they handle passengers luggage. It was very frustrating when received my luggage bag at Mumbai airport with big cracks in it, so here we buy expensive and strong bags just to make sure our things in it remains safe and due to this irresponsible baggage handling policy we have to think twice before we buy such expensive bags again.",4.0,
Akasa Air,airline,Lalitha Sam,2025-03-30,"I recently traveled with Akasa Air from Bengaluru to Abu Dhabi as part of my Etihad Airways booking. This was one of the worst airline experiences I have ever had due to poorly trained staff, unprofessional behavior, and unfair baggage policies. Harassment at Check-in Over Name Format At the Bengaluru airport, I was held up for 45 minutes because my middle name was part of my last name in my passport (which is a common format in Indian passports). This same name format was used in my UK visa and all my documents, yet Akasa staff acted as if my passport was incorrect and interrogated me unnecessarily. They completely lacked basic knowledge of name formats and international travel documents. I had 2 kg excess baggage, and instead of allowing me to remove or adjust my items, they forced me to pay ₹11,000!  This was completely unreasonable and felt like a scam.  The ground staff was arrogant, unhelpful, and had no sense of customer service. Instead of assisting passengers, they were rude and dismissive. The way they handled my check-in added unnecessary stress to my journey. If you are flying with Etihad Airways, avoid routes that involve Akasa Air—it will completely ruin your travel experience. I do not recommend Akasa Air to anyone who values professionalism, fairness, and stress-free travel.",1.0,
Akasa Air,airline,K Sargan,2025-03-21,"From the moment I boarded, the crew exuded warmth and professionalism. Junu and Reeza provided assistance wherever needed. The in-flight service was impeccable. Bhoomi and Nisha managed the meal service efficiently. The crew went above and beyond to ensure passenger comfort. Whether it was providing extra blankets, assisting with luggage, or attending to special requests, they were attentive and proactive. Their kindness and willingness to help truly stood out. Looking forward to flying with Akasa Air again!",10.0,
Akasa Air,airline,Harshil Pabari,2025-03-18,"Good Airline to fly with. Good staff, and services, there were no delays in departure and arrival. The luggage at the belt came very fast. Only the problem was: Seat was not comfortable.",7.0,
Akasa Air,airline,M Anitha,2025-03-01,"Akasa Air staff was very rude, I had worn warm clothes during my on going journey as February is winter, my return flight was afternoon I had put warm clothes in cabin bag & had food water with me & they asked me to place purse along with cabin bag & weight was one kg more, I requested to consider but they never did I took away food & had to throw they were ok with it & charged me 600/- for 1kg. Staff is very rude and not cooperative.",1.0,
Akasa Air,airline,J Reddy,2025-01-26,"We were running late due to high traffic in Ayodhya owing to Kumbh Mela 2025. Akasa helped us by providing 10 buffer minutes at boarding. This helped us in arriving to the flight in time. They have ensured that our boarding is faster so that overall flight time wont get delayed. As soon as we are seated, flight took off within 10 mins. This did not result in any delay.",10.0,
Akasa Air,airline,B Kiran,2025-01-26,"We were running late due to heavy unpredicted traffic in Ayodhya. It was a surprise to see even the airport route was blocked. We drive to airport and called Akasa Airlines and they helped us to wait for few min. Many thanks to ground staff where they waited for us and helped us to get in faster, Akasa accommodated my request and waited for me for boarding. Really appreciated the efforts!",10.0,
Akasa Air,airline,M Mahdin,2025-01-03,"I have Bad experience with Akasa Air with their staffs including emails team and customer care. I tried to book tickets on 19th December 2024 (total 6 family members) however several attempts transaction was failed finally 2nd last transaction payment was successful but tickets not booked and I saw on the screen money will get refund within 5 to 7 days however now more than 14 days and still money isn't refunded. Even I send email 5th times with transaction screenshot and bank statement, after 45 hrs they responded and requested again payment screenshot however bank statement was attached in the 1st emails even I shared again now almost 60 hrs and didn't get back any responses after calling customer care they said I have to wait how long they don't have any answers.",1.0,
Akasa Air,airline,Mayuri Patil,2024-12-26,"Extremely rude and unprofessional ground staff. I had a horrible first time flying experience with Akasa. I was travelling with my friend and our PNR's were different as we had booked the tickets based on the offer we got. Our check in luggages were 20 KG and 7 KG respectively and we had to make changes and then both our bags were below 15 KG then staff just to trouble me further started asking all sorts of questions like am I carrying any breakables? She made me sign a declaration and took my phone number, asked how many hand luggages I had? I never had to face this harassment with regards to our checkin luggages and was never asked these weird questions.",1.0,
Akasa Air,airline,Mohammad Riyaz,2024-12-25,"I am writing to express my disappointment and frustration with the service I experienced on my recent flight QP-1125 from CCU to BOM on 26/11/2024. My PNR number is L5GYGP. I was scheduled to fly from CCU at 21:35 and arrive at BOM at 00:30. However, I received an SMS notification that the flight was delayed by 35 minutes. When I informed the Akasa Air staff about my connecting international flight ET 611 from Mumbai T2 to Lilongwe at 04:05, they assured me that I would have sufficient time. Unfortunately, I received another SMS notification that the flight was delayed by 2 hours. Despite my concerns, the staff reassured me that someone would assist me in Mumbai. I arrived at Mumbai airport around 2:30 AM and waited for my luggage until 3:15 AM. By the time I reached T2, the check-in counter had closed, and I missed my connecting flight. Ethiopian Airlines was unable to accommodate me on the flight. I hold Akasa Air responsible for the missed connection and the resulting inconvenience. As a result, I will be advising my friends, colleagues, and relatives to avoid traveling with Akasa Air.",1.0,
Alaska Airlines,airline,Aarjun Malhotra,2024-11-28,"I recently flew with Alaska and had the best service. Comfortable seats, wifi and connectivity was excellent, there was no entertainment screen but I was able to watch movies on my laptop and the choices were excellent. Food was excellent, cabin was clean, landing/departure was on time and relaxing, the flight was on time, value for money was awesome, ground service was awesome. I had a fabulous experience with Alaska airlines and will fly with them again!",10.0,
Alaska Airlines,airline,Hugh Balsam,2024-11-14,"Mediocre. Planes from Chicago to Seattle are old with tiny overhead bins so if you have a backpack (which is all I carried on because I checked a bag), they make you shove it under the seat in front of you. Flight attendants ok, not super friendly, in the four legs I took. Premium economy offers food for advance purchase - it wasn’t bad. Leg room decent in premium. $8 WiFi is a good deal and it worked nicely. Flights were all on time.",6.0,
Alaska Airlines,airline,M Obeid,2024-11-11,"I recently had a frustrating experience with Alaska Airlines. First, you can’t check in at their kiosk; instead, you have to sign in and scan a QR code. I paid baggage fees, but never received a receipt. To get it, you have to scan yet another QR code, but even after I did, it didn’t work. I’ve called customer service four times to resolve the issue, but each time I’m transferred or put on hold indefinitely with no resolution. As a frequent traveler for work, I can confidently say that Alaska Airlines' customer service is among the worst I’ve encountered. Very disappointing.",3.0,
Alaska Airlines,airline,Ethan Najar,2024-11-08,"I recently flew from Maui to San Francisco, and unfortunately, my experience was incredibly disappointing. The flight itself was a routine 4-hour trip, but midway through, I had boiling water spilled on me by a flight attendant. The burn caused significant pain, and I had to endure the rest of the flight in excruciating discomfort. What made this experience even worse was the complete lack of care or follow-up from the airline. Not only did I receive no apology, but I wasn’t offered any form of compensation, assistance, or even acknowledgment of the incident. To make matters worse, I was not refunded for the flight, despite the severe pain I endured. Flying should be a safe and comfortable experience, but unfortunately, this flight left me feeling ignored and mistreated. I sincerely hope the airline takes this seriously and improves their customer care and safety protocols in the future.",1.0,
Alaska Airlines,airline,J Weber,2024-10-04,"Our inbound flight from Seattle was delayed almost 30 minutes, we pushed back from the gate 50 minutes late. When we landed in Seattle we were told that we would be able to make our very tight connecting flight without issue. We made it to the connecting gate at 15:38- notably before the 15:40 scheduled departure of our flight to Missoula. Unfortunately our gate was already closed and we were informed the next flight was six hours later. The staff were all unfriendly, putting us in a loop of people deflecting the blame to the next people and leaving us without any options. We asked for any sort of compensation for the entire day they have wasted but were told there was nothing anyone could do. I genuinely pray that I never have to fly this airline again. T",1.0,
Alaska Airlines,airline,D Schiffner,2024-08-26,"The service on the flights is great. Free movies and texting. Pay for full wifi. The flight crew we're very friendly. However, our luggage was lost/delayed during our 11.25 hour overnight layover in Seattle. The Seattle-Tacoma Airport had issues with their sorting systems, but with so much time between flights and it being an overnight layover, the lost/delayed luggage seems rather unacceptable. Compensation was not offered upon arrival at our final destination until I asked about it. The airline sent an email telling us about the issues at the Seattle airport, 6 hours after we had already checked our bags and were enroute to Seattle. Extremely disappointed in the handling of our belongings which included gifts purchased while on vacation and medications.",3.0,
Alaska Airlines,airline,s Gerten,2024-08-19,"The worst experience I’ve ever had with an airline. We were set to fly out at 9am and we got notified around 4am our flight was canceled, not delayed, fully canceled. We immediately called customer support and it was a 4 hour wait. We got a call back around 11am and they said there are no other flights going out and they were not sure when another one would go out to Seattle. We tried later in the evening to check if any flights were available and there were a few but all $500+ per ticket (triple what we paid) and had a full day layover. We would waste half our trip trying to just catch a flight out. We had no other option but to cancel the entire trip and try to get refunds. Within their contract they are responsible to put us on the next outgoing flight and they failed to do so. Support was not any help and often rude about the situation. We’re still waiting on our refund from the airline and still trying to get a refund from our hotel we booked too.",1.0,
Alaska Airlines,airline,S Sanderson,2024-08-19,"I had a bad experience on the airplane. The seat is uncomfortable it can’t be adjusted, lavatory is dirty and stinky. The crews are unhelpful, comparing to other airlines, this airline is not worth paying at all.",1.0,
Alaska Airlines,airline,Redi Gjojdeshi,2024-08-02,"Worst experience ever accompanied by the highest negligence. Tried to take a weekend vacation and it was absolutely destroyed by this company. They put the wrong gate and destination name was reversed to what was on the board. I was sent to the other side of the airport to a gate they didn’t use that took a half hour dragging luggage, then running back with it after it was determined that they printed the wrong gate on the ticket. Name on the ticket for the destination was San Lucas Cabo while on the board was Los Cabo as you can imagine not under C nor S. Missed the flight and their customer service rep couldn’t help herself but to continue raising her voice although I reminded numerous times to lower it and keep it leveled with mine, after all she wasn’t the one that missed her flight and had to run around the airport. Charged me to rebook the flight the next day, wouldn’t cover or compensate hotel nor car rides for being stuck in a different city. Then found out that they had misspelled my name on the rebooked ticket that took over an hour on the phone to fix. But the fun didn’t stop there, while I had paid for premium that included checking bags, they didn’t have the same level the next day but while not willing to refund the difference even, charged a me for checking in the bag. Still not done with their shenanigans, the next day, after we waited in line to go through security, once we made it there, the flight they had assigned to my wife’s passport was different than the one showing on the app so couldn’t go through, had to get out of the line and go wait on the checking bag line to get it fixed then go back to the security line to go through. Proof of the ticket and events were provided to their customer service and a week after supposed review, they admitted the fault and their offer was $250 credit towards the next flight with them, my tickets were over $2,000 for both of us. You couldn’t pay me enough to fly with this company. If this is the last choice to fly, I’m staying home.",1.0,
Alaska Airlines,airline,Yiwon Joo,2024-07-21,I had a horrible experience with this airline. The seats were pretty standard and the legroom was very tight. The were not that friendly either. I would never fly this airline again,1.0,
Alitalia,airline,Giuseppe Baez,2023-11-02,"This was probably one of the worst experiences I ever had with an airline. I arrived at the Rome airport with a 3 hour layover which I spent mostly waiting on a line to get my boarding pass even though I checked in online many hours before. Boarding the plane was so disorganized it was painful. The plane was dirty, very dirty. The staff was so nasty and the food was deplorable. There was nothing cold to drink and the cabin was hot. My wife has severe breathing issues. We asked several times to do something about the lack of air with no success. This flight was a 9-hour nightmare for my wife. Flight 610 from Rome to New York was a disaster. I never fly with this airline.",1.0,
Alitalia,airline,D James,2021-10-07,"This airline is indeed a disgrace in the airline industry. I had the worst travel experience of my life in Italy. Upon arrival in Rome, we waited for 2 hours at the baggage claim area, no one did ever inform us that this airline had a strike and no one knows where our luggage was. We had to spend another 2 hours lining up at the customer service to fill out a claim form and we were told that someone will call us when they find our luggage. Ergo, we left the airline empty handed. 3 days had passed, no calls and no one was available to pick up our calls, we decided to go back to the airport. Hundreds of pieces of luggage were everywhere, anyone could freely get any luggage as no one was monitoring it. We only found one of the luggage and the other one went missing. We reported our missing bag via email since as we don't have time to line up for another couple of hours to declare our missing bag as we were headed to our our next destination. Only to be told that they are not responsible for our missing luggage, that it is our responsibility to report it to the police. We were really shocked on how these people handle this situation - as if they are really used to this kind of situation. Their defense is ignore complaints or concerns like there's nothing wrong. The missing bag is not fault of our own! Their crew went on strike, their passengers are innocent with what's going on with their company. It's not fair that they dragged us with their misery and screw up our holiday just like that. As soon as I came back home after our vacation, I immediately called their customer service, their agents were just hanging up on me whenever they hear the purpose of my call. This is truly unbelievable! Until now, no one hasn't gotten back to us about the status of our missing luggage.",1.0,
Alitalia,airline,T Ellison,2021-09-24,"A terrible experience. A disgrace. From the wifi not working (not as advertised) to the lack of service on flight (for over 9 hours we were left without drinks, no juices nor any other drink was served except for water that you had to get up and go ask for) to the 2 hostesses at the check-in making sexist comments about my husband being 20 years older than me. They literally gossiped in my face in Italian while checking my documents unaware that I speak Italian too. Needless to say, this happens only with Alitalia!",1.0,
Alitalia,airline,Angela DiRienzo,2021-09-21,"Will never fly Alitalia again - first they send me a message to check in and two hours later they email me to say the flight was cancelled. Not even 24 hours before the scheduled flight. They provided no alternative flights, only a request for reimbursement. Who knows how long that will take to finalize, in the meantime I'm at a resort scrambling to reschedule it for the same day with Alitalia - I find a flight out (not easy to do when you're on the island of Cagliari, and Alitalia is the only airline servicing Cagliari from Fiumicino airport in Rome) and pay for that one too, have to make it a round trip because the website doesn't per me choose just one-way. So I get that confirmation by email and think crisis averted, but 15 minutes later I receive another email from Alitalia cancelling that reservation too! I go online to see what is going on with the company, and apparently they're planning to strike two days after my scheduled flight. I call both customer service numbers and they don't answer, then the call gets disconnected, what utter hell they put their customers through without so much as an explanation, or a flight alternative! Never again will I use them, horrible example to set as a company.",1.0,
Alitalia,airline,D Cullus,2021-09-20,"I’ve never seen such a bad company. Rude people. No service at all. They lost my luggage. Well it has been on ""delivery"" for the last 2 days…. Terrible choice",1.0,
Alitalia,airline,M Rachel,2021-09-15,"Worst airline experience of my life. Alitalia workers were on strike when we landed in Rome from Olbia, Sardinia, and no one had bothered to tell passengers before we checked our bags to embark. We were told we could not have our luggage back due to the strike, and that it would be sitting on the tarmac for days. We had a flight home to Toronto the following day and did not have days to wait for our luggage. The staff was incredibly rude and unconcerned with the situation they had imposed on their customers. We have ZERO faith we will ever see our luggage again, which almost a week later is still sitting at Fiumicino airport with no response from Alitalia to my emailed inquiries about when we will have them returned to us or receive reimbursement for the lost items.  They are chaotic, rude, and will not be accountable for any costs they impose on you.",1.0,
Alitalia,airline,Mayra Carrero,2021-09-10,"Worst customer service ever! First they canceled our flight (no email to let us know ahead of time) they let us know when we were in the airport, Gladly we could change our flight, I saw a customer service not using a mask during a pandemic, they never asked us for COVID test during a pandemic, my passport last name and my married last were not the same and they made a huge deal about it and they would not let us get in the plane until I show a marriage certificate. Let alone I needed help and all the stuff and customer service looked at me like they don’t work there and pretty stressful experience.",1.0,
Alitalia,airline,Megan Marshall,2021-09-01,"We flew from Brindisi to Rome, service was trash everyone there is on a power trip, no customer service skills at all. Very rude. Then Rome to NY, the flight was fine, but they didn't pay Delta for our connecting flight to Atlanta. Delta found our name in the system but said the spots were only reserved and basically Alitalia owed them money, to actually book the flight. We didn’t find this out till we got to NY because none of the service desks/ppl at the gate were able to print us our ticket in Rome or brindisi and didn’t say why. So we get to NY Find this out and end up missing our flight. We’re still on the phone with the airline on hold to get this sorted out. I’m very disappointed with my overall experience with this airline. Unreliable airline and rude people working for them. These are only the issues we had on the way back home to ATL. We had issues otw to Rome too- again rude staff and terrible customer service.",4.0,
Alitalia,airline,Joanne Weilep,2021-08-15,"This is the worst airline ever! Starting with a website that is sooo Not user friendly. To the extremely rude and unprofessional staff on the phone and in the airport. Nothing like waiting to check in and only 2 people working the counter while 6 people stand around talking to one another’s door there’s about 60 people on line. Lazy doesn’t even cover how these people acted! The food on the plane was awful! You could only have water to drink - the food was served prison style. No one smiled or even pretended to be happy, you felt like they were doing you a favor just being there. They picked up the trays of uneaten food and that was the last you saw of these miserable people. I did ask why they weren’t serving and soft drinks I was told it was due to COVID restrictions which I found out was false. The inflight entertainment was a joke 9 hours of flying with movies from 1990. Never again will I fly Alitalia.",2.0,
Alitalia,airline,Phil Anthony,2021-08-09,"Very bad airline, I cancelled my trip in June 2020, they gave me a voucher to use in Europe only and never told me I had it, it only lasted for 6 months then it expired. I found out myself when I called. I couldn't use the voucher credit as travel in Australia is banned and we are in Lockdown. They wouldn't extend but can apply refund only for the tax part of the ticket. So I lost all the money for my ticket. Can only get a tiny bit back. But when I call them in Italy they are very rude they hang up when I asked them to repeat what they said.  Very rude and not helpful and greedy to keep peoples money. Absolutely horrible. Will never book with them again.",3.0,
Allegiant Air,airline,G Irving,2025-03-21,Allegiant cancelled when we were already at the airport. Worst customer service ever and anyone we talked to over the phone was rude. They cancelled our first flight on a round trip and then didn’t tell us the other one was cancelled until the day before. DO NOT FLY ALLEGIANT.,1.0,
Allegiant Air,airline,Jeremy B Bean,2025-03-20,"Worst customer service I ever experienced in my life. Flight was supposed to leave at 2:30 today they said it got canceled because of a plane issue. And then now they are saying it’s because of the weather. There weather is great over here. Not snowing, raining, or windy. I’m very upset because they do not want to accommodate anyone.  There’s me and 20 other people including children stranded at this airport without any food, water, or lodging. If they really cared about their passengers they would give them some type of voucher to get us by until we can get to our destination. I wouldn’t recommend this airline to anyone.",1.0,
Allegiant Air,airline,Dixie Bodenhamer,2025-02-24,I’m not used to so much entertainment and energy from the flight crew. Elissa and her crew (Holly) were phenomenal. They used a sense of humor to convey the dos and don’ts of flying. They made sure they had every passengers attention before giving us the safety run down. They kept unruly passengers from ruining the flights of others and kept us up to date regarding weather conditions and flying conditions. Other flight attendants are so stiff they seem robotic. Not true with Elisa and Holly. They were charismatic but stern when regarding safety issues. I would fly much more often if I could have this crew every time.,10.0,
Allegiant Air,airline,Natalia Rado,2025-02-20,"I would NEVER fly this airline again. Left yesterday and arrived to the airport 1 hour before my flight left, was told that they will not take my checked bag and the flight was already boarded up and ready to go. Spoke with the so called manager named “Mackenzie” that worked at flint airport, she continues to discriminate me and said I was late for the flight asking me why I was late when I was actually on time. 4 workers standing there and no one could assist the situation. Such an absolute joke. Needless to say I was told by them to go buy two duffle bags and use those as carry-on, yup let me just take all my personal belongings out of my suitcase and shove them in a duffle bag. Had to make my family member drive all the way back to the airport to pick up our suitcase. As we were running to the gate because we were told the flight is all boarded up we get through tsa and arrived at our gate and the plane is delayed and not even there yet. One unhappy customer. Plane was also a joke the manager came on board of the plane and warned the flight attendants about us? So unprofessional! Absolutely will never waste me time and money on the airline again. Also had to have my suitcase overnighted to me for $750.00.",1.0,
Allegiant Air,airline,Alex Montemayores,2025-01-04,"We had to turn back midway through the flight because of what I believe was an engine issue. I'm not sure what exactly occurred, as we were not informed. They didn’t communicate anything to us. Our next flight was scheduled for 3-4 hours later, but then it was announced that it would be rescheduled for the following day. They provided us with a $150 voucher to use for another flight with them and asked us to wait for another hour so they could arrange a hotel. They informed us that they had booked a room for us at South Point. We waited an hour and a half for the shuttle to take us there, and when we arrived, the front desk told us we had to pay for the room ourselves because Allegiant hadn’t covered it. It was a frustrating experience. Additionally, the check-in staff for Allegiant in Las Vegas wanted us to pay $210 for three small bags that I typically travel with for free. It was the worst experience I've had with them.",1.0,
Allegiant Air,airline,G Baker,2024-12-29,"Allegiant cancelled my flight without telling us the reasons. The next available flight is 2 days away, the customers have to pay for the extra cost from hotel, car rental etc. I tried to call the agent to reschedule, but I was put on a hold for 2 hours, still nobody picked up my call!",1.0,
Allegiant Air,airline,L Neal,2024-12-28,"Such a frustrating and disappointing flight experience. Expect long delays and an uncomfortable flight. Departure flight was delayed by 3 hours (plane and gate changes, mechancal issues). They also told us it would only be 2 hour delay and has us start boarding then we got to sit on the plane wating to take off for another hour. No updates provided in that last delayed hour. On the return flight we paid $50/seat extra for the ""extra"" leg room seats only to find out the space for our feet was half the size of the other 'extra' legroom seats, so we still had a cramped feel and my under the seat bag didnt fit. Our seats were two asile seats, 2c and 2d, in case that helps anyone. Brutal experience. Do not recommend and we will not be flying them again. 1 out of 10 since they did actually get us to our destinations.",1.0,
Allegiant Air,airline,Frances Rudd,2024-12-13,"I flew Allegiant round trip from Appleton, WI to Sanford, Florida and back and both trips were extremely frustrating. Both flights were delayed for over an hour and then we had to sit and wait for maintenance issues for additional time both times.",3.0,
Allegiant Air,airline,Jason Kibby,2024-12-07,"Allegiant is not much, if any, cheaper than major airlines once you factor all the stacked fees. And if you value your time, Allegiant is a loser. Allegiant Air's business model is the classic nickel and dime. If they could charge for air or light in the cabin, they would. I know planes are tens of millions and operation is terribly costly. Allegiant needs to make a profit. Their model is annoying and extremely wasteful of time negotiating ordering pitfalls, lack of customer service and persistently delayed flights. We were supposed to leave at 4 PM, at 7 PM we're still not off the ground.",2.0,
Allegiant Air,airline,Jamie Hubbard,2024-11-10,"I asked this question and was told no. I think it's reasonable considering the circumstances. This is my first time flying Allegiant. This flight was changed and now arrives just before midnight instead of 5pm. That's a pretty big difference. I'm traveling with my children and we had plans to drive up to Jacksonville for an appointment. I can change my plans, but I can't drive that late at night as it is unsafe for me to do so for many reasons. I looked into other options (other flights with Allegiant) and there aren't any. I get my girls on Friday 20th at 3:30pm and it's an hour to any airport from where we live. If I switch airlines at this point, it will cost me more than double to travel on the 20th or 21st. I am a single mom and can't afford to switch. I don't have a return flight with Allegiant because I had a discount with another airline that I used to make traveling during the holidays affordable for me. I'm just asking for either hotel accommodations, a similar price with another airline on 20th or 21st, or something to make up for the major change this is in our plans. I'd like to work something out that is fair to both of us since Allegiant changed their flight significantly.",2.0,
Alliance Air,airline,Padmesh Choudhary,2025-02-19,It cancels flights frequently this is my 6th time when Alliance Air has cancelled their flight from Rupsi to Kolkata for no reason. First time it was 7th Jan than 14th Jan than 6th March than 18th March 2025 and even 14th Jan money was not refunded till now.,1.0,
Alliance Air,airline,J Mayshir,2025-02-05,We had a flight booked with them Jan 17th 2025 from Mumbai to Keshod (17th Jan 2025). They Cancelled the flight after we arrived at the airport. No reason Given. We also Had a return trip on 20 Jan 2025. Since we cannot go were we wanted to be now we cancelled both the flights. The attendent at the airport said we will get our fares refunded. It is now 4th Feb 2025. We have not heard anything about refund. Nor have we seen refund on our credit card. Airline is a scam.,1.0,
Alliance Air,airline,C Anand,2024-12-19,The flight panels seemed like they might open up any moment. One can hear all those loose screws throughout the journey. I would suggest them to improve the quality of their airplanes a bit.,5.0,
Alliance Air,airline,A Ashutosh,2024-11-09,"Terrible experience. This airline is the most undependable, unreliable and unaccountable airline. You never know if the flight will remain operational or will be cancelled at the last moment. In short, don't opt for this airline unless you don't have a choice.",1.0,
Alliance Air,airline,K Dorsen,2024-10-11,"Excellent flight, left on time and arrived on time (Amritsar to Kullu). Small aircraft which was about 2/3 full. Great price - no complaints from me and would happily fly with them again.",10.0,
Alliance Air,airline,Yash Biyani,2024-07-23,"The airline unexpectedly cancelled the flight without any prior information. This not only caused inconvenience but further financial loss as we had to cancel our trip to Shimla last minute. However, the money that was already paid for hotel booking by then had become non-refundable. Will never recommend this airline to anyone. If they cannot ensure reliable operations, this shows there lack of professionalism and quality. It is really not worth it to waste your precious time and planning in order to save a few hundered rupees on their tickets. It seems more like a scam than anything.",1.0,
Alliance Air,airline,Pradeep Manyam,2024-04-29,This flight has some bad history of cancelling. Our flight got cancelled at last movement. Our relatives had to book another at high cost from Bangalore to Vijayawada. I booked for 19 Apr 24 marriage; as it was cheaper based on checking the history that it might not repeat again as it was only once cancelled in last month. But had a nightmare; i was in call with family till takeoff hoping we are good. Soon about 15 minutes of takeoff Captain announce technical problem in midair and will be returning back to Bangalore. Also asked to hold your children. But luckily we landed safely. The coordinator said will arrange the flight at 10.30 am. When we asked again; said its same flight upon repair; then in 30 mins; again another information that the flight is not suitable and hence cancelling for the day. So the same flight is repaired and lifted every day. If there was such problem in this old ATR700 aricraft they should have grounded it.,1.0,
Alliance Air,airline,S Karheen,2024-03-24,"I had the misfortune of booking my mother's first-ever flight journey with this airline, and it was an absolute disaster from start to finish. Despite her excitement and anticipation, the flight ended up being cancelled after an excruciatingly long wait. The sheer disappointment and frustration she experienced cannot be overstated. The complete lack of organization and communication from the airline only added insult to injury. I wouldn't wish this dreadful experience on my worst enemy, let alone someone I care about. Absolutely appalling service.",1.0,
Alliance Air,airline,T Markabu,2024-03-18,"It was the worst flight ever I used in my 17 years of air travel. No proper maintenance and no backup plan. In fact no proper information. Right after the flight took off from Benguluru, we noticed a free fall for few seconds. Then the Pilot took u turn and was able to land back in Benguluru. After land only pilot communicated all passenger that the engine #2 is not working. The communication from the airline is very bad, there were just mentioning they dont know what is going to happen no answer/decisions made and we had sit in the aircraft for an hour, and put on a bus for an hour then unloaded at airport. After that they said no backup flight, no alternate plan. They did mention we will get refund but we need to call their customer service for the refund.",1.0,
Alliance Air,airline,Ananya Arandula,2024-03-13,Worst airline ever. Our round trip flights got cancelled just like that - they don't care to explain the reason. We are traveling with an infant and we faced lot of problems with refund. Our trip cost a lot more because of this.,1.0,
Alliance Airlines,airline,Frederik Muller,2025-02-21,"Went to check in and was told flight is delayed. No emails no phone call. At the check in counter they could not even tell me until when. I was told to download the Flight Aware app and monitor it. I asked for a time, and was told anywhere between 4.30 to 6.30. Never fly this airline again. This airline often cancelled last minute. Avoid Alliance Airlines",1.0,
