review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,under_token_limit
Unknown,General,Anonymous,,the white trays to put your belongings in for checking at departure were filthy black greasy marks all over them i was required to put my light coloured summer jacket in one next time i will wear an old mac,,,,,,Neutral,True
Unknown,General,Anonymous,,quiet room with reclining chairs are actually somewhat loud since we get somewhat loud announcements on microphones personal announcements gate announcements for boarding etc,,,,,,Neutral,True
Unknown,General,Anonymous,,what an absolute shambles is taxi drop off and pick up they are now at the midterm car park where one is promised a shuttle bus that doesnt come on wednesday the st of february at pm there was a queue of people waiting for the bus it simply didnt come i had to make it by foot a good min walk if not more with a toddler and luggage to where our taxi was waiting the whole arrangement is chaotic and confusing the whole thing is in disarray same story when we arrived at the airport but it was raining so we had the privilege to walk to the terminal on the rain suitcase children and adults got soaked in the process i bet the ceo of the airport doesnt get to experience this what a mess this is i would give them stars if i could,,,,,,Neutral,True
Unknown,General,Anonymous,,the service and comfort is correct and equivalent to other companies in eco premium one advantage is the access to lounge food on board are same as eco and the only real difference is the seat a little bit more confortable but dont imagine you will have a good night on a hours flight in fact you will have more privacy and much less chance of having an impolite person behind you that is shaking and hitting your seat ana didnt transfer the miles for this trip to thai airways as requested i send many messages talk to the chatbot but after one month no news and impossible to talk to somebody,,,,,,Neutral,True
Unknown,General,Anonymous,,bdt to pac flights leave late both on outbound and inbound the atr plane was new and well kept the crew were not well dressed onboard service basic for hours flight would fly them again if air panama or copa are not available,,,,,,Neutral,True
Unknown,General,Anonymous,,siborongborong to jakarta hotline of this one is almost impossible to reach for kg extra luggage from dtb airport to jakarta they want million idr extra more than for the original flight if i prepay i dont want to know how much it is when i am paying at the airport already cancelled the second flight with them and booked a flight with airasia this was cheaper than to pay extra luggage stay away from this airline or just travel with max kg checkedin luggage we are doing months world trip so not possible for us,,,,,,Neutral,True
Unknown,General,Anonymous,,i traveled to the philippines with other scuba divers not one of our bags in the group made it to manila they were not loaded at jfk which we didnt learn until we arrived in manila we checked in almost hours to departure so timing was not an excuse of the bags arrived the following day but others took days plus to arrive airline in day of arrival could not give us an eta on bags so we had to buy clothes and rent gear,,,,,,Neutral,True
Unknown,General,Anonymous,,nice little airport but one drawback the luggage storage is discontinued that could cause a problem as berjaya flights have only kg of baggage allowance i was lucky not to pay for the other kg in my suit case but that might be due to the low season,,,,,,Neutral,True
Unknown,General,Anonymous,,batik airs airport staff closed the checkin counter earlier than scheduled when they reopened it it was already too late to check in the staff was unhelpful and falsely claimed to have called our names even though we were present and heard nothing we had to purchase another ticket to jakarta because of this also when we were heading to bangkok our flight was delayed by almost an hour with no notification or compensation provided overall i wouldnt recommend this airline its worth paying more for better service,,,,,,Neutral,True
Unknown,General,Anonymous,,somewhat small airport one baggage carousel somewhat quick customs and immigration line old russianstyle concrete architecture departure area similarly small there is a business class lounge but not much on offer there are a few stores in the departure area where you can get snacks drinks and souvenirs there is a small room for smokers somewhat basic but functional customs and immigration again somewhat quick on departure,,,,,,Neutral,True
Unknown,General,Anonymous,,went to doncaster airport and was told i had to stand outside in the rain when i was picking up and was not allowed into arrivals for some reason i am a taxi driver and have been to a lot of airports since the covid outbreak and not once have i been told that i am not allowed into the airport until doncaster,,,,,,Neutral,True
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,True
Unknown,General,Anonymous,,i flew from ft walton beach to minneapolis in august on sun country airlines at the sun country desk i put my bag in their holder to make sure i was legal with my bag the desk agent cleared me and said no violation a few weeks later i fled back on sun country while boarding at the gate the sun country employee grabbed my left arm and pulled he pulled me out of line he stated my bag with shorts and tshirts was in violation i informed it had less content than when i flew up with it and it was confirmed by a sun country employee he said i had to pay a fine i presented my delta american express card and be stated you should have flown delta being retired from law enforcement i kept reserved and didnt say anything he then said we dont take american express i used my bank card then i paid it and was the last one too board i overheard this sun country employee tell another one at the gate what an idiot move thinking he was going to get away with it i couldnt imagine working in this field talking to a customer like this i filed a complaint with sun country over two weeks ago and seldom received and feedback or correspondence from sun country,,,,,,Neutral,True
Unknown,General,Anonymous,,arrival experience was lengthy with long queues to go through the customs and maf clearance it took almost two and a half hours to come out of the airport after collecting the luggage the brisbane airport authorities should think about streamlining the arrival process especially with the olympics approaching in the near future,,,,,,Neutral,True
Unknown,General,Anonymous,,disgraceful toilet facilities somewhat long queues for both male and female in male toilets only urinals and stools available for the hundreds of people there,,,,,,Neutral,True
Unknown,General,Anonymous,,the new king shaka airport is roomy airy and thoughtfully planned there are a dozen or so retail outlets on the ground floor accessible to all and more retail outlets past security on the second floor where checkin occurs there was an airport shuttle service connecting the airport to downtown durban and some coastal points along the way that was reliable going into town but not coming back not sure if this is a regular service or if it was only during the world cup,,,,,,Neutral,True
Unknown,General,Anonymous,,is this an airport somewhat crowded regional airport for cheaper airlines but not really worth the savings no seating no signs under staffed queues for esomewhatthing noisy and not somewhat air conditioned the queue for our flight ended up in the gift shop and with little staff on hand arguments broke out after paying extra to get to tampere from the helsinki airport we would recommend paying extra money to use helsinki vantaa,,,,,,Neutral,True
Unknown,General,Anonymous,,london gatwick tripoli accra return tripoli to accra was delayed a little as only one scanner was working so when they started boarding about half the passengers were still on the wrong side of the security check the other flights were on time food good seats comfy checked luggage was where it should be price was excellent having read previous comments here i had to see how bad the loos at tripoli airport could be and was disappointed clean and even soap in the dispenser,,,,,,Neutral,True
Unknown,General,Anonymous,,plane holds people they overbooked the flight and peices of luggage made it on the aircraft the plane was an hour late half of the passengers had a pm international connecting flight to the usa the plane touched down at pm noone got there luggage somewhat unorganized but its the only access to little cayman,,,,,,Neutral,True
Unknown,General,Anonymous,,flew from tripoli to benghazi quite small airport but somewhat speedy bus from aircraft to arrivals shed which was about m from the plane a single baggage reclaim belt that was open to anyone from arriving passengers to wellwishers and anyone else no obvious security but a couple of guards departures domestically was a similar affair with a perfunctory scan of hand luggage and a check of boarding pass which then had to receive a stamp from another person before being lead into a seating area with a small place selling drinks and snacks and toilet and prayer room boarding was females first then male passengers by bus to the plane waiting on the tarmac somewhat few aircraft movements so departure was as soon as boarding was completed,,,,,,Neutral,True
Unknown,General,Anonymous,,arrivals to new terminal departures from old one heavy congestion could be at customs especially if there are flights there at the same time wifi is unreliable,,,,,,Neutral,True
Unknown,General,Anonymous,,almost all the socket outlets in the food court are not working passengers use these points to charge mobiles and this does not serve the purpose why do you have them there to show that you provide service,,,,,,Neutral,True
Unknown,General,Anonymous,,the domestic terminal of this airport remains crowded it doesnt have boarding bridge and thus passengers have to take bus services to the aircraft,,,,,,Neutral,True
Unknown,General,Anonymous,,bdt to pac flights leave late both on outbound and inbound the atr plane was new and well kept the crew were not well dressed onboard service basic for hours flight would fly them again if air panama or copa are not available,,,,,,Neutral,True
Unknown,General,Anonymous,,somewhat below average customer service i could talk to a real person and the one time i did i was given a number that goes straight to voicemail dont even bother leaving a message because they dont return calls and reply to your emails,,,,,,Neutral,True
Unknown,General,Anonymous,,i used to like heathrow because it was nice and expansive with a variety of shops our recent experience with connecting at this airport was a complete nightmare we got dropped off at terminal and had to haul over to terminal we were already on the verge of missing our transcontinental flight and we were dealing with highly incompetent and indifferent airport staff after taking the bus between terminals we had to run another miles inside the airport to get to our gate also having to go through another needless security check they were almost going to change seats on us even though we paid extra for more legroom one egregious staff member even poked his head in the middle of another staffer trying to help us just to chime in and tell her to drop our itinerary if we are arguing about seats a somewhat entitled bunch i will seldom again go through this airport whether it be for connecting or otherwise,,,,,,Neutral,True
Unknown,General,Anonymous,,arrivals to new terminal departures from old one heavy congestion could be at customs especially if there are flights there at the same time wifi is unreliable,,,,,,Neutral,True
Unknown,General,Anonymous,,disrespect to high level among the security staff i was not treated like a human but rather a criminal all i had was a short layover and still stood in an interrogation with different woman who were wielding their powers over me it took over an hour to answer questions and un pack and repack my bags i had good experiences previously but honestly that whole situation makes me not excited to travel back again,,,,,,Neutral,True
Unknown,General,Anonymous,,arrival experience was lengthy with long queues to go through the customs and maf clearance it took almost two and a half hours to come out of the airport after collecting the luggage the brisbane airport authorities should think about streamlining the arrival process especially with the olympics approaching in the near future,,,,,,Neutral,True
Unknown,General,Anonymous,,disgraceful toilet facilities somewhat long queues for both male and female in male toilets only urinals and stools available for the hundreds of people there,,,,,,Neutral,True
Unknown,General,Anonymous,,one of the suboptimal airlines i have ever encountered the unprofessional staff do not know how to speak in a respectful manner and have no manners at all they suddenly changed my reserved seat to give it to someone else without even asking in a professional manner they had done the same on a few previous occasions as well also some passengers not all who travel are thirdclass and do not know how to act in a decent manner toward other people if you want a good calm travel experience infrequently use this airline,,,,,,Neutral,True
Unknown,General,Anonymous,,plane holds people they overbooked the flight and peices of luggage made it on the aircraft the plane was an hour late half of the passengers had a pm international connecting flight to the usa the plane touched down at pm noone got there luggage somewhat unorganized but its the only access to little cayman,,,,,,Neutral,True
Unknown,General,Anonymous,,this review is in regards to the cabin crew for our flight ar on august from montevideo to buenos aires they frequently offer beverages and sandwiches or muffins in premium class the staff closed the curtain and started to eat and drink they did not offer even a glass of water the got the sandwiches that were supposed to be offered to u,,,,,,Neutral,True
Unknown,General,Anonymous,,cancelled the flight at last moment and ruined my honeymoon trip beware of this type of airlines as now i try to book another flight but rate increased too much,,,,,,Neutral,True
Unknown,General,Anonymous,,strict minimum no much to do no much space if you can prefer avianca vip lounge with snacks drinks and wifi,,,,,,Neutral,True
Unknown,General,Anonymous,,siborongborong to jakarta hotline of this one is almost impossible to reach for kg extra luggage from dtb airport to jakarta they want million idr extra more than for the original flight if i prepay i dont want to know how much it is when i am paying at the airport already cancelled the second flight with them and booked a flight with airasia this was cheaper than to pay extra luggage stay away from this airline or just travel with max kg checkedin luggage we are doing months world trip so not possible for us,,,,,,Neutral,True
Unknown,General,Anonymous,,we have arrived to be greeted by utter carnage due to the airports not great ability to deal with a bit of snow and slush we landed at and have now been waiting over mins waiting for buses this is scotland where it snows in winter right easyjet have not offered any water but hey feel free to use the loo fortunately we are not under a tight schedule but many passengers are so we should be compensated in some way if it was a train we could claim somewhat disappointed in our national airport,,,,,,Neutral,True
Unknown,General,Anonymous,,it is unbelievable how french authorities at lyon airport seem to have fun by creating difficulties and causing passengers to waste time at passport control it makes absolutely no sense leaving egates unavailable even for eu passport holders asking all passengers to queue and wait quite long time because there are only or officers available,,,,,,Neutral,True
Unknown,General,Anonymous,,plane holds people they overbooked the flight and peices of luggage made it on the aircraft the plane was an hour late half of the passengers had a pm international connecting flight to the usa the plane touched down at pm noone got there luggage somewhat unorganized but its the only access to little cayman,,,,,,Neutral,True
Unknown,General,Anonymous,,i felt this is a sort of makeshift airport a lot of missing and confusing information and works in progress somewhat somewhat limited seats after i cleared security which was quick i felt i was on a war scene with dozens and dozens of customers seating on the floor some of them even playing cards or having snacks seems they are used to this kind of situation gate is confusing the announcements in english are somewhat below average and one can almost not understand anything the only somewhat positive thing from this airport is that public transport is free on weekends both ways tip local cafes serve the same quality cafe latte and snacks for half of the price if compared to international brands,,,,,,Neutral,True
Unknown,General,Anonymous,,for an international airport davao international airport is really average theres almost no variety in shopping or food optionsif youre looking for anything beyond a basic snack youre out of luck its hard to believe an international hub can be so limited the seating situation is also badthere just isnt enough of it and during busy times youll find yourself standing around with nowhere to sit while the bathrooms are clean there are only two stalls per restroom which is ridiculous for an international airport long lines and unnecessary waiting are inevitable overall the airport needs serious improvement to meet even basic international standards for passenger comfort,,,,,,Neutral,True
Unknown,General,Anonymous,,plane holds people they overbooked the flight and peices of luggage made it on the aircraft the plane was an hour late half of the passengers had a pm international connecting flight to the usa the plane touched down at pm noone got there luggage somewhat unorganized but its the only access to little cayman,,,,,,Neutral,True
Unknown,General,Anonymous,,flew from tripoli to benghazi quite small airport but somewhat speedy bus from aircraft to arrivals shed which was about m from the plane a single baggage reclaim belt that was open to anyone from arriving passengers to wellwishers and anyone else no obvious security but a couple of guards departures domestically was a similar affair with a perfunctory scan of hand luggage and a check of boarding pass which then had to receive a stamp from another person before being lead into a seating area with a small place selling drinks and snacks and toilet and prayer room boarding was females first then male passengers by bus to the plane waiting on the tarmac somewhat few aircraft movements so departure was as soon as boarding was completed,,,,,,Neutral,True
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,True
Unknown,General,Anonymous,,new york jfk to rome via milan first ticketing counter somewhat not ideal counter locations at the airport the farthest counter from esomewhatthing around the corner and hidden behind all other counters that you actually have to ask someone to locate by the way they do not affiliate with air italy first i thought it was just at jfk but to my surprise it was the same setup in rome seems like they picked the cheapest counters at the airport second leg room lets start with tight seats with no leg room they do not meet the standard requirements once the seat in front of me is reclined i literally was trapped and could not get up i could not even close the food tray that was jammed on my lap wanted to reach out to flight attendant for help but obviously couldnt reach out the overhead help button no one walked by for hours until dinner time but even then she was not able to help as if people in economy do not matter at all i understand that they have to treat upper class customers better but they cannot ignore economy class to that level third baggage fee no charge for luggage from us to rome but they hit you with no luggage allowed policy for economy unless you pay euro each as if its not the same bag came on the flight in to rome why charge only one leg of the flight when i refused the pay they referred me to the supervisor who finally showed up after half an hour but was not helpful at all in fact she was quite rude and pretty much said to us this the way it is whether you like or not,,,,,,Neutral,True
Unknown,General,Anonymous,,no problem is that the immigration both exit and enter vietnam is operating on a capacity only quite long waiting times no problem is that there are no sockets to charge your mobile phone one i found with no seat nearby how is this possible no problem is only one water supply station for four gates you buy a bottle of water the prices are times higher just ridiculous,,,,,,Neutral,True
Unknown,General,Anonymous,,arnvbyarn soldmarketed under gotlandsflyg but operated by nextjet which claims to be swedens largest regional airline the visby flights were operated by a saab and load was about in the offseason rather exorbitant prices if booked through the website as much as ow cheaper if booked through gotlandsflyg and cheapest if booked at the airport on a standby price onboard service is nonexistent no drinks esomewhatthing for sale magazines of both nextjet and gotlandsflyg in the seatback pockets bob in both listed as cardonly but flight attendant only takes cash and offerings are completely different though good quality and cheap late on the outbound early on the inbound with subpar service this airline left a lot to be desired,,,,,,Neutral,True
Unknown,General,Anonymous,,one of the suboptimal airlines i have ever encountered the unprofessional staff do not know how to speak in a respectful manner and have no manners at all they suddenly changed my reserved seat to give it to someone else without even asking in a professional manner they had done the same on a few previous occasions as well also some passengers not all who travel are thirdclass and do not know how to act in a decent manner toward other people if you want a good calm travel experience infrequently use this airline,,,,,,Neutral,True
Unknown,General,Anonymous,,arrival people queuing up for customs control on the apron because terminal more limited more than hour waiting time yes in september out of peak season during covid departure at entry to security my selfprinted boarding pass was okay min waiting time at security then my boarding pass was checked again min waiting time at customs control then the customs officer said that selfprinted boarding passes are not okay and sent me back to checkin counter total time lost again more than hour probably europes suboptimal airport,,,,,,Neutral,True
Unknown,General,Anonymous,,had the misfortune to travel through this cow shed last week the small quantity of multitasking staff there are more than happy to do as little as possible and ensure that esomewhatone has an unpleasant experience the customs and security staff especially behave as if they are secret police in charge of the white house rather than some backwater airfield you have to queue too long for esomewhatthing if you have to check a bag in you will have to show your passport and boarding pass to separate people at different stages who are all within meters of each other what is the point of this just jobs for the boys no doubt when you have reached the departure lounge you find not enough seats small air conditioners which are all useless you will only find a couple of vending machines which dont accept notes only coins i had to go back out through security to get some change for the vending machines the security staff members i tried talking to refused to speak english to me when only minutes earlier i had heard them talking decent english with another passenger finally i found someone who would talk english and explained to them why i needed to return land side all in all a somewhat unpleasant experience i recommend anyone not to use this pathetic excuse of an airport,,,,,,Neutral,True
Unknown,General,Anonymous,,for an international airport davao international airport is really predictable theres almost no variety in shopping or food optionsif youre looking for anything beyond a basic snack youre out of luck its hard to believe an international hub can be so limited the seating situation is also badthere just isnt enough of it and during busy times youll find yourself standing around with nowhere to sit while the bathrooms are clean there are only two stalls per restroom which is ridiculous for an international airport long lines and unnecessary waiting are inevitable overall the airport needs serious improvement to meet even basic international standards for passenger comfort,,,,,,Neutral,True
Air Mauritius,airline,G Menvali,2024-07-31,Lousy application that didnt allow me to choose my seats before checkin and that required long loading times and unnecessary checks for each manoeuvre Chaotic boarding process with an announcement that boarding would start in twenty minutes only for boarding to start less than five minutes later forcing me to run back through the airport Id gone to buy a bottle of water The A was modern and clean with large bright screens and were provided with a plaid and headphones of mediocre quality bring your own as always while the seats lack a little comfort and legroom even though Im far from being very tall Basic tasteless meals deplorable service with a stewardess who seemed to be in a hurry even though it was a longhaul flight In fact she spilled tea all over me as she was trying to go too fast without any real apology and blaming the container when she was clearly at fault Rather decent choice of films but no French subtitles on offer its either original voices or french dub Its not too bad but its strange all the same Music selection of little interest and the same goes for the games some of which are unplayable Disembarkation at CDG in buses not necessarily the airlines fault but annoying to have to spend a good ten minutes in a bus after a longhaul flight,4.0,Neutral,Neutral,Neutral,Neutral,Neutral,True
Unknown,General,Anonymous,,airconditioning was not working on the first floor too hot and suffocating on first floor airport staff should monitor the temperature regularly this is the bare minimum standard,,,,,,Neutral,True
Unknown,General,Anonymous,,this review is in regards to the cabin crew for our flight ar on august from montevideo to buenos aires they regularly offer beverages and sandwiches or muffins in premium class the staff closed the curtain and started to eat and drink they did not offer even a glass of water the got the sandwiches that were supposed to be offered to u,,,,,,Neutral,True
Unknown,General,Anonymous,,we have arrived to be greeted by utter carnage due to the airports below average ability to deal with a bit of snow and slush we landed at and have now been waiting over mins waiting for buses this is scotland where it snows in winter right easyjet have not offered any water but hey feel free to use the loo fortunately we are not under a tight schedule but many passengers are so we should be compensated in some way if it was a train we could claim somewhat disappointed in our national airport,,,,,,Neutral,True
Unknown,General,Anonymous,,my sisterinlaw sister and yearold mother flew into orlando airport last night i picked them up the flight was on time but my yearold mother is unable to walk a young man came with a wheelchair to help us get her to the parking area he rushed ahead of us and got on an elevator as others crowded into the elevator behind him we were unable to get on so my sister jumped on the elevator with him with barely any room left for her to fit and my husband told him to wait on the second floor for us the rest of us got on the next elevator the young man took my mother and led my sister somewhere other than where we requested it took us two hours to find them and the airport staff were little help when we would ask anyone for help theyd just quickly tell us a location and go back to what they were doing by the time we found them we were all somewhat stressed out as my mothers health is not good and she suffers from alzheimers disease i will not recommend this airport to anyone again,,,,,,Neutral,True
Unknown,General,Anonymous,,airconditioning was not working on the first floor too hot and suffocating on first floor airport staff should monitor the temperature regularly this is the bare minimum standard,,,,,,Neutral,True
Unknown,General,Anonymous,,we bought tickets before the pandemic and cant have our money back since then since that time they write to us that we need to wait the regular flights to start operating according to their website they have been already flying all regular routes infrequently buy tickets in buta airways,,,,,,Neutral,True
Unknown,General,Anonymous,,on a scoot flight from d we could not find any food or drink outlets between d and d and that is a long way the airport has obviously grown so big that it has become unwieldy,,,,,,Neutral,True
Unknown,General,Anonymous,,on the evening flight a hot meal was ordered and added to the ticket for a year old lady when the meal arrived it was completely cold and not really appetizing when stewardess was asked to heat the meal it was answered that only for a business class passengers they can use the microwave airbaltic really,,,,,,Neutral,True
Unknown,General,Anonymous,,the immigration line was more than meters long the priority line for wheel chair and pregnant women had only one clerk the regular line really delayed also few clerks attending customers,,,,,,Neutral,True
Unknown,General,Anonymous,,the employees working baggage claim are all sitting in the customer seats including the disability seat charging their phones and will not move,,,,,,Neutral,True
Unknown,General,Anonymous,,went to doncaster airport and was told i had to stand outside in the rain when i was picking up and was not allowed into arrivals for some reason i am a taxi driver and have been to a lot of airports since the covid outbreak and not once have i been told that i am not allowed into the airport until doncaster,,,,,,Neutral,True
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,True
Unknown,General,Anonymous,,the airport seems to focus on appearance instead of focusing on problems with delays the parking at the airport is a challenge the machine sometimes does not take your credit card and infrequently gives out a receipt staff is friendly but cannot control the type or outdated equipment that they have to work with,,,,,,Neutral,True
Unknown,General,Anonymous,,usinsk to vilnius with utair aviation departure on time is about the only thing that is ok with this airline comfort onboard is non existant since there is no leg room whatsoever catering has been abolished and they only offer a glass of water for a hrs flight mind you this is not a low cost airline staff rarely showed up after the fa buzz button was activated by my neighbor overall unsurprising experience,,,,,,Neutral,True
Unknown,General,Anonymous,,pointe a pitre to paris we bought our business class tickets but actually we got only premium economy seats i think the reasonable way to deal with it is to return the price difference to us,,,,,,Neutral,True
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,True
Unknown,General,Anonymous,,on a scoot flight from d we could not find any food or drink outlets between d and d and that is a long way the airport has obviously grown so big that it has become unwieldy,,,,,,Neutral,True
Unknown,General,Anonymous,,germanwings operations have now been transferred to and taken over by eurowings you can read their reviews here eurowings customer reviews,,,,,,Neutral,True
Unknown,General,Anonymous,,is this an airport somewhat crowded regional airport for cheaper airlines but not really worth the savings no seating no signs under staffed queues for esomewhatthing noisy and not somewhat air conditioned the queue for our flight ended up in the gift shop and with little staff on hand arguments broke out after paying extra to get to tampere from the helsinki airport we would recommend paying extra money to use helsinki vantaa,,,,,,Neutral,True
Unknown,General,Anonymous,,allegiant air changed my ticket to wheelchair assistance per my request told to call customer assistance in indy and did to make sure id be picked up at curb because of disability i was to be there by and no curbside and sister went inside to get a wheelchair she told me no one there at desk or for wheelchair assistance waited and attendants showed at we disabled customers had to stand in the check in line finally wheelchair asst shows and all was well until we had to wait from pm until am with snack voucher offered and given drinks,,,,,,Neutral,True
Unknown,General,Anonymous,,plane holds people they overbooked the flight and peices of luggage made it on the aircraft the plane was an hour late half of the passengers had a pm international connecting flight to the usa the plane touched down at pm noone got there luggage somewhat unorganized but its the only access to little cayman,,,,,,Neutral,True
Unknown,General,Anonymous,,arrived three and a half hours early for flight check in was however a disaster massive queue despite being checked in online it took more than an hour to check in only when i had been in queue for minutes did a staff member arrive to see if i had checked in online the only aspect that was speedy was the actual boarding where unlike most airlines they didnt use the frustrating geoup system and let people board after business class once seated discovered my screen didnt work i alerted cabin crew on two different occasion before take off no apology and little explanation as screen didnt work i couldnt use entertainment system then discovered that power point didnt worn either so i couldnt use my phone as i needed power when i landed then discovered my light didnt work either as no power and finally discovered that my seat didnt recline i alerted egyptian the day i landed on the th and they came back to me today saying they would offer me a discount on my next flight semi automated reply and i dont actually believe they would honour the discount so i would say stay away if the ticket had been cheap it might have been worth it but it wasnt so avoid this unless you really have no other choice,,,,,,Neutral,True
Unknown,General,Anonymous,,arrived at night to santo domingo airport and absolutely nothing was open no shops no bars no food nothing for me and the other hungry tired people on the flight this was mediocre we had been on a flight for at least hours with little food served on the plane and then we landed in transit and there was nothing we could get to eat or drink here either ok it was night time but many airports have places open at night as airports should function the airport especially the toilets was filthy also the staff were quite friendly but they spoke no english whatsoever and the signs were not somewhat clear,,,,,,Neutral,True
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,True
Unknown,General,Anonymous,,siborongborong to jakarta hotline of this one is almost impossible to reach for kg extra luggage from dtb airport to jakarta they want million idr extra more than for the original flight if i prepay i dont want to know how much it is when i am paying at the airport already cancelled the second flight with them and booked a flight with airasia this was cheaper than to pay extra luggage stay away from this airline or just travel with max kg checkedin luggage we are doing months world trip so not possible for us,,,,,,Neutral,True
Unknown,General,Anonymous,,small airport that served its purpose lift was out of order shops and coffee shops it may be expanded should the flights picked up to and from this airport we arrived at international terminal and need to walk to domestic to pick up our hired car hire car costs about day,,,,,,Neutral,True
Unknown,General,Anonymous,,went to doncaster airport and was told i had to stand outside in the rain when i was picking up and was not allowed into arrivals for some reason i am a taxi driver and have been to a lot of airports since the covid outbreak and not once have i been told that i am not allowed into the airport until doncaster,,,,,,Neutral,True
Unknown,General,Anonymous,,stood on burger king line for over minutes to place an order then stood on pick up line for an additional minutes then had to stand up on the boarding line so about minutes,,,,,,Neutral,True
Germanwings,airline,SKYTRAX Editor,2016-02-08,Germanwings operations have now been transferred to and taken over by Eurowings You can read their reviews here Eurowings Customer Reviews,0.0,Neutral,Neutral,Neutral,Neutral,Neutral,True
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,True
Unknown,General,Anonymous,,a small and basic airport which is rather difficult for transit passengers due to the long wait times at security i flew through bishkek on a turkish airlines flight from istanbul to ulaanbaatar which has an hour stop in bishkek before you rejoin the same plane the problem with bishkek is it takes a good minutes to get though the security check as there is only one scanner once through though there is a smoking area several shops and a small bar but you wont get much time to avail of these facilities the departure screens dont seem to work and when it is time to board an airport staff member simply shouts the destination of the flight,,,,,,Neutral,True
Unknown,General,Anonymous,,i recently flew from montreal to halifax paying nearly for my ticket on my outbound flight there were no issues with my cabin baggage however on my return two flight attendants who stated they dont speak french and dont have to insisted i pay an extra fee for my backpack when i questioned the inconsistency they resorted to threats saying i wouldnt be allowed to board if i refused to pay the inconsistent baggage policy feels like a cash grab i expected better service professionalism and respect from this airline,,,,,,Neutral,True
Unknown,General,Anonymous,,i flew from ft walton beach to minneapolis in august on sun country airlines at the sun country desk i put my bag in their holder to make sure i was legal with my bag the desk agent cleared me and said no violation a few weeks later i fled back on sun country while boarding at the gate the sun country employee grabbed my left arm and pulled he pulled me out of line he stated my bag with shorts and tshirts was in violation i informed it had less content than when i flew up with it and it was confirmed by a sun country employee he said i had to pay a fine i presented my delta american express card and be stated you should have flown delta being retired from law enforcement i kept reserved and didnt say anything he then said we dont take american express i used my bank card then i paid it and was the last one too board i overheard this sun country employee tell another one at the gate what an idiot move thinking he was going to get away with it i couldnt imagine working in this field talking to a customer like this i filed a complaint with sun country over two weeks ago and seldom received and feedback or correspondence from sun country,,,,,,Neutral,True
Unknown,General,Anonymous,,a small and basic airport which is rather difficult for transit passengers due to the long wait times at security i flew through bishkek on a turkish airlines flight from istanbul to ulaanbaatar which has an hour stop in bishkek before you rejoin the same plane the problem with bishkek is it takes a good minutes to get though the security check as there is only one scanner once through though there is a smoking area several shops and a small bar but you wont get much time to avail of these facilities the departure screens dont seem to work and when it is time to board an airport staff member simply shouts the destination of the flight,,,,,,Neutral,True
