review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
Cyprus Airways,airline,Amir Sardari,2025-01-11,We had a challenge with checking due to a third party error Even so Sarah was super kind and efficient She made us feel at ease and resolved the issues we had promptly Thanks again,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Ernest Airlines,airline,Bartolomeo Daddario,2019-03-20,Milan Bergamo to Tirana Lot of comfort reclining seat big leg space cheap food prices on board cabin crew very professional Flight on time,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
fastjet,airline,K Sandler,2021-08-11,Its nothing too special but it was definitely an affordable price The inflight food and beverage was comprised of a juice box and bottled water The customer service is ok There was in issue with the website where it continually declined my card but it actually charged my card every time I attempted meaning with four attempts there were in false charges Fortunately the customer service could be reached by WhatsApp and they were able to refund me for the imaginary flight bookings,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Go First,airline,Priyanshi Jain,2023-04-22,I fainted in the flight and where some crew may have panicked in some cases this crew handled the situation very well Provided me with all the necessary assistance and first aid and was very kind and humble till the end,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Gol Transportes Aéreos,airline,33 reviewsNiels Petersen,2022-09-04,I took GOL twice for domestic flights during a recent trip to Brazil I chose the extra legroom seats which were available for a reasonable surcharge and offered plenty of legroom Overall the flights were comfortable and on time All passengers were offered a small snack and a drink I would choose GOL again,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Jetstar Airways,airline,R Layne,2024-12-27,Apart from a minute delay outbound it is hard to fault my SydneyAdelaide return trip Yes its a no frills carrier but most everything worked efficiently and I was impressed by how smiling and happy all the staff were,8.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Jin Air,airline,Dante Garcia,2023-07-21,I want to express my sincere thanks to Jin Air staff in Osaka I had a flight from Osaka to Seoul in May and had not completed the Keta for this reason I could not board However the checkin staff did everything possible to help me complete the documentation Despite not having completed it on time I missed my flight even so the staff offered me an available seat on the next flight I really value this collaboration I hope the staff is notified about this Thank you so much,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Kam Air,airline,Dave Stanley,2009-05-06,DubaiKabulDubai The price of tickets is very high It costs more to get to Kabul than to the UK from Dubai Kam Air were OK on this trip It was a MD both ways and were were almost on time The only problem was the return because of some stupid security procedures in the airport They apologised for that though it was not their fault Neither flight was full so was able to get a row to myself which helps Kam Air along with Safi is still the best way to get to Kabul from Dubai,3.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
KM Malta Airlines,airline,28 reviewsRobert Watson,2024-10-13,Superb This is by far the best business class product within Europe The meal was one of the best Ive eaten Cabin crew delightful Wine servings enormous and just nothing to correct in the product It is a shame that no other European airline comes close to this standard,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
LAM Mozambique,airline,24 reviewsS Gupta,2025-03-18,A comfortable nononsense flight which was delayed by about minutes while departing but made up for most of the time difference by the time one landed The crew was courteous and professional the seating comfortable and there was a snack service consisting of a packet of Lays Chips and a Juice which was quite ok for the short flight The luggage arrival was also fuss free and ontime Overall quite a nice flight,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Libyan Airlines,airline,Steve Flint,2010-07-31,TIPBEN on a nearly new Canadair regional jet with leather seats and decent pitch Very happy with the short flight New terminals are being built at both ends sorely needed Otherwise would fly them again,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Nepal Airlines,airline,M Harkajan,2023-07-02,We took Flight from Kathmandu to Bangkok by Nepal airlines for our Holiday trip Flight was on time meal provided during flight is delicious and have veg and non veg options Staff of airline were well behaved and professional I will use service of Nepal in future as well Highly recommended,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Norwegian,airline,M Billman,2025-03-05,I simply love Norwegian Its a no nonsense airline that has been incredibly reliable on of the legs that I have recently flown with them Seat pitch is sufficient pricing is fair and predictable and everything just works The service is fine and the onboard menu contains all you need for a few hours in the air I regard them much higher than most old airlines now saying this as a Lufthansa Senator,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Pakistan Intl Airlines,airline,L Wilton,2024-10-26,I had pretty low expectations for this airline but fortunately things turned out well and PIA delivered for me The flight was on time and bags arrived in a timely manner While the meal served was not exactly delicious it was nice to know they at least served some food on this hour flight The seats were standard and flight attendants polite and respectful Would consider using again,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Phuket Air,airline,Sarah Doughty,2005-04-12,I work on a consumer programme for ITV and would be interested in hearing from anyone who was on the Phuket Air flight which had a reported fuel leak during a routine stop at Sharjah on Sunday rd April We would be interested in hearing your story Please send your contact details using the Comment Form at the bottom of this page and Skytrax will put you in touch with Sarah,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Privilege Style,airline,B Carson,2019-08-17,Manchester to Tenerife On the morning of our flight TUI informed us that due to scheduling issues they have enlisted Privilege style as a charter airline The seat was comfortable only issues were my tray table was loose the window was in a position that caused pain on my neck to look out of it The interior felt somewhat tired Apart from this the flight was comfortable and landed safely,6.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Ravn Alaska,airline,S Laird,2008-03-27,ANCFAIANC Economy Open Seating Check in was difficult The checkin agent did not understand how to read my ticket and almost seemed to blame me for the error Once on board however the flight attendants both on the outbound and return were very nice especially on the return flight a definite sense of humor Era offers low fares between Anchorage and Fairbanks and I will be flying with them again Its also nice not to have to go to security when flying on the smaller planes,6.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sansa Airlines,airline,Georgios Vrontos,2018-04-19,Tambor to San Jos Regional airline Flight with Cessna clean and flight was on time Very basic airport but the staff were eager to operate it efficient They operate from San Jos domestic terminal which is basic but does the job They are trustworthy and I would recommend them,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Santa Barbara Airlines,airline,A Decolt,2011-08-18,Panama City to Caracas a journey of hrs There was very little legroom but we were served quite a decent meal and considering it was a short flight I was impressed We departed on time but arrived min late,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Shenzhen Airlines,airline,S Keller,2024-04-05,Pricequality is unbeatable Airplane was on the same standard as most European Airlines and Food and service as well Regarding the transfer in Shenzhen it works perfectly It is a huge modern international Airport I was advised that I could enjoy my time outside the aiport as Austria is one of EU countries that are now Visa free Went to the city with public transport and visited the KK Mall and St Regis Highly recommended Plane was empty that was nice as well,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Singapore Airlines,airline,1 reviewsAshish Gupta,2025-02-23,I recently flew in Singapore airlines Everything about the airline is premium Check in experience the gate allotted to them time performance crew Flying in A was itself unique experience Seating comfort could have been better though otherwise its a out of,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Singapore Airlines,airline,James Acerra,2025-02-05,This airline is world class and knows how to treat its customers with professionalism and respect Hands down the best airline Ive traveled with and Ive traveled a lot If their standards remain top notch Ill be a customer for life,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Skymark Airlines,airline,S Siauw,2016-01-18,Tokyo Haneda to Sapporo return with Skymark Airlines First leg on Boeing NG New cabin comfy seat and generous legroom for a lowcost airline Even though I didnt purchase any the drinks and snakcs are sold at a cheap price Departure and arrival on time Return leg delayed for mins due to congestion at destination airport Return aircraft was an older Boeing Very warm cabin temperature But overall worth the ticket price Definetely better than AirAsia and JetStar,7.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Skymark Airlines,airline,Farel Silalahi,2014-08-08,Flew Tokyo Narita Sapporo Tokyo Narita Flight from Narita was on time while from Sapporo to Narita was delayed for hour Overall flight was ok Ground staff very professional,8.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Spring Airlines,airline,25 reviewsAlain Kupferman,2024-11-20,I have read many negative reviews about this airline so I was not disappointed There was absolutely no service no water was offered no entertainment seats were standard but could not be reclined Checkin was efficient as well as boarding and the most positive point was that the plane left and arrived on time Given the price it was a reasonable option,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
StarFlyer,airline,F Endo,2008-04-29,KIXHND a stylish airline Cabin staff service efficient Cabin which is coordinated in white and black elegant and personal monitor is easy to use Seats are made of black leather and seat pitch is enough,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
StarFlyer,airline,Matthew Lubeck,2007-02-26,This airline has impressive cabin staff and a very efficient ground staff never need check in more than minutes before my flight even in Tokyo,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
TACA Airlines,airline,M Mendez,2013-10-10,My route was GUASALLAX and I like the attention and polite service of the flight attendants During the flight GUASAL operated by E we had candies and the departure and arrival to SAL was on time The service from SAL LAX operated by A and we departed on time The crew were very nice We got our dinner and a movie before the purser shut off the lights to let us sleep and they offered blankets For passengers that didnt sleep the crew offered beverages,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Thai Smile Airways,airline,N Wanasorn,2023-10-10,Thai smile offers convenient service through their app and self service at Suvarnabhumi Airport with staff support The time of flight is in time Staff gave service with hospitality,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Thomas Cook Airlines Scandinavia,airline,M Sommerville,2015-03-04,CPHHurghadaCPH Flew this airline as part of a charter flightholiday in the Red Sea Both flights I enjoyed immensely Credit for this goes to the cabin crew and their ability to generate such a happy atmosphere in cabin The food quality served was by far the best I have put my teeth into for economy class in more than years of flying around the world On top of this the plane was literally an all new A I had paid a little extra for a few extra centimetres of leg space thumbs up arrival on time at both ends,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Trigana Air,airline,47 reviewsL Garzler,2019-01-03,Yahukimo to Jayapura Flight was about an hour late quite normal in this remote place Plane was comfortable enough with reclining seats and even a box of tea provided unlike on the sole competitors flights on this route,7.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Tropic Air Belize,airline,Pat Kelly,2022-08-10,This company is horrific We had a cancelation of our flight back home and this airline refused to refund our money Fly Maya Island Air They are exceptional less expensive and very flexible The planes are also shady You will not regret flying Maya Island Air Have a wonderful and safe flight,1.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
V Air,airline,Helen Curreen,2016-07-09,I was really impressed with V Air flying from Bangkok to Taipei Easy to use website for booking Smiling staff at check in Very efficient even weighed and tagged cabin baggage Flight lifted off at exact departure time Plane seemed new We didnt preorder food but were able to buy some Cabin crew did a delightful safety demonstration smiling graciously and the passengers applauded Everything spotless efficient thoughtful,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Volotea,airline,Filippo La Rosa,2025-04-02,I have been flying with Volotea for years and have never had any problems I believe that the company is one of the best in existence This is due to all the staff and the company organization Sono anni che volo con Volotea non ho avuto mai problemi Ritengo che la compagnia sia una delle migliori tra quelle in essere Questo merito vs al personale tutto e allorganizzazione aziendale,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Clark,airport,K Gavino,2018-06-10,Clark Airport is well secured and accommodating for passengers and there are plenty of seats provided in the predeparture terminal There are also small food stalls for the passengers who can fill their tummy while waiting their flight to depart,9.0,Negative,Positive,Neutral,POSITIVE,Positive,,,Neutral
Jin Air,airline,L Sayuki,2022-11-24,We had some troubles getting to the airport and were so worried we were going to be late We arrived at the check in counter just a few minutes late but the Jin Air employees were so kind and accommodating They got us through security and to our gate and we made a flight we otherwise would have definitely missed Just so grateful Thank you,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Fes-Saïss,airport,S Foster,2019-12-17,Totally not as bad as all the reviews had us expecting No printed boarding pass needed They just gave us one Ryanair No long waiting time Only thing too cold and no smoking area after security check,8.0,Neutral,Neutral,Negative,POSITIVE,Positive,,,Neutral
Akasa Air,airline,J Reddy,2025-01-26,We were running late due to high traffic in Ayodhya owing to Kumbh Mela Akasa helped us by providing buffer minutes at boarding This helped us in arriving to the flight in time They have ensured that our boarding is faster so that overall flight time wont get delayed As soon as we are seated flight took off within mins This did not result in any delay,10.0,Neutral,Negative,Negative,POSITIVE,Positive,,,Neutral
Washington National,airport,30 reviewsZiauddin Ahmed,2024-04-25,I used this airport several times past few years This time I was traveling to Greenville SC I found the Airport was improving in terms of services and facilities This airport is not too large one but it has all basic facilities Moreover it is located in the central of Washington DC,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Hangzhou,airport,J Wong,2008-01-17,Airport uses a lot of natural light The design is modern especially the departure lobby the ceiling its so high The staff in the airport have good manners The luggage arrived quick and theres plenty of checkin counters too The bad thing airline lounges terrible,5.0,Neutral,Negative,Negative,POSITIVE,Positive,,,Negative
Foz do Iguacu,airport,15 reviewsP Hayes,2023-11-26,Mainly domestic airport serving the Brazilian side of Iguassu Falls Busy airport with a air bridges and some remote stands Shopping opportunities as you walk from the gate to Baggage Reclaim Baggage Reclaim is on the ground level and has main baggage carousels Domestic arrival so no Customs or Passport Checks Small and busy Arrivals area with parking directly opposite Small but efficient airport,8.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Beirut,airport,Andre Vogt,2020-01-31,Because of all the bad reviews I arrived hrs prior to departure There was no security check to enter the building you could just step in As I flew with Ryanair to Cypres EU passport I asked at the Ryanair counter if my printed online boarding pass is ok It was I was the only passenger to proceed the security checks at that time so I could just walk through Overall I was airside in minutes and enjoyed the Cedar Lounge,10.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Neutral
Phuket Air,airline,John Mundy,2005-04-22,My family and I were due to travel with Phuket airlines in July this year Gatwick Bangkok In January I started to get concerned with the number of cancellations and late flights I then discovered the Skytrax site and am extremely grateful to all of you who have posted comments In January I re booked with Thai Airlines with whom we have previously travelled it appears to be an extra expense well worth making,1.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
AirAsia X,airline,Elaine Chan,2024-05-25,I miss my Malaysia Airlines flight and all flight is closed and do not allow to purchase However AirAsia is so kind to let me get a ticket even though the counter is closed after listening to my ordeal in the airport Thank you AirAsia for making my trip possible Appreciate the guy that help me too rush to get his name Thank you,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Surat Thani,airport,6 reviewsAlain Descrieres,2016-03-06,Small international airport International flights limited to a few charters from China Arrival hall domestic has only one conveyor belt which did not work on the day I arrived so luggage were brought in very swiftly by handcart Taxi and shuttle bus available to city center km away Domestic departure hall is adequate and departure gates have sufficient seating a coffee shop and wifi,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Berjaya Air,airline,B Chan,2011-10-26,SINRDN Return A new ATR with two flight attendants For a hr flight a packed towel plus a bottle of water was given out Although the attendants werent very enthusiastic the crew members in the flight deck kept us up to date with information,9.0,Positive,Negative,Neutral,POSITIVE,Positive,,,Neutral
Washington National,airport,30 reviewsZiauddin Ahmed,2024-04-25,I used this airport several times past few years This time I was traveling to Greenville SC I found the Airport was improving in terms of services and facilities This airport is not too large one but it has all basic facilities Moreover it is located in the central of Washington DC,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Newcastle,airport,B Marley,2022-09-20,Over minutes to get through passport control Travelers and staff looking cold and tired as midnight passes flights luggage all coming onto carousel others silent and still It was an opportunity to shine and it wasnt taken even a hot drink would have made it more bearable No explanation for delays given by any staff,3.0,Neutral,Negative,Negative,POSITIVE,Positive,,,Neutral
Tunis Carthage,airport,D Thomas,2021-06-25,Corruption and extortion are alive and well at this airport Both myself and four colleagues in the following days were asked for our passports and then dollars to return them from officials at this airport It has been a while since this last happened to me in any country at any airport but this place stands out Who would want to visit this place for business or vacation Never again,1.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Negative
Eswatini Air,airline,Xavier Masule,2023-06-07,Flight slightly delayed but arrived slightly ahead of time by minutes Crew well presented and very professional Meal type and beverage selection an overkill for such a short flight Will fly Eswatini Air again,9.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Neutral
Nordavia,airline,Skytrax Editor,2020-08-19,Nordavia has been renamed as Smartavia and reviews can be found on this new linkSmartavia Reviews,0.0,Positive,Neutral,Neutral,POSITIVE,Positive,,,Neutral
Freetown,airport,Peter Bedson,2006-05-28,Much better than it used to be they seem to have clamped down on the baggage handlers and general hangers on trying to extract dollars from you on the way in On the way out no real problems aside from a few panhandllers trying to take a last opportunity to rip you off Dont miss the duty free shop it looks awful from the outside but is really well stocked and cheap,0.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Negative
Baltimore Washington,airport,E Colton,2024-02-12,TSA worker screaming at everyone She removed purse shoes and jacket from the bin where I was told to place them She threw each item on the belt individually Never stopped hollering,2.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Turin,airport,Mark Griffiths,2022-12-24,Awful from front desk to boarding airport is like a sauna staff are rude and dont want to be here but then there is only a handful of staff No information for English lucky I speak Italian it makes you appreciate Gatwick and Heathrow,1.0,Negative,Positive,Negative,POSITIVE,Positive,,,Negative
Springfield-Branson,airport,S Randolph,2015-07-09,Brand new airport very wide halls built for large increase in passenger load very spacious short TSA lines,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Viva Air,airline,D Hayle,2022-09-05,Worst company Never gonna take this company again I should have look at the reviews before booking Hate their service The price can be good but youll prefer any other companies its a promise,1.0,Negative,Neutral,Neutral,POSITIVE,Positive,,,Negative
Antwerp Deurne,airport,S Smith,2010-05-07,So refreshing to be able to use Duerne instead of Brussels Less than minutes from plane to car this week and that included collecting a bag On return I checked in about minutes before the flight hardly any queue,5.0,Positive,Neutral,Neutral,POSITIVE,Positive,,,Neutral
Canaryfly,airline,4 reviewsAndrii Chaika,2017-11-30,Las Palmas to Tenerife Not a great experience The plane had SwiftAir livery even though it was CanaryFly flight The plane was old and produced terrible noise during takeoff I have flown the ATR not once but it was only such experience The airline had a free seating policy It was OK as there were only people in the plane capable of The crew provided only water,2.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Negative
Plovdiv,airport,M Jonkman,2015-05-25,Parking in front of terminal is not free anymore However the first minutes still are Distance to the center of Plovdiv is about km Plovdiv taxis are reasonably priced,9.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Udon Thani,airport,Jim Timmerberg,2010-12-21,This is a very comfortable and affordable airport There are a number of shops on the ground floor with very reasonable prices also Thai massage at the end of the ground floor again with very reasonable prices Theyve replaced the lounge chairs in the past two years and the new chairs are nicely padded The only negative is that you will likely have to walk across the tarmac to board your plane No problem in the winter but Im not sure how that works during the rainy season,5.0,Neutral,Negative,Positive,POSITIVE,Positive,,,Neutral
Air Europa,airline,28 reviewsRobert Watson,2024-10-20,Usual poor service Only booked with Air Europa to use up my air miles They cancelled my seat reservations made at time of booking They never explained but I guess because by the time of flight my status has changed from elite plus to elite Always good to see their ability at annoying their regular customers is at its finest once again I would recommend they do not serve food as it is revolting and just adds to the perception of them taking their customers for mugs,4.0,Negative,Positive,Neutral,POSITIVE,Positive,,,Negative
Burbank Glendale Pasadena,airport,Joaquin Quinto,2008-11-05,Small airport dating back to the early days of aviation when the thinking was that would be aerodromes in most towns Today BUR is convenient airport for those wishing to avoid LAX You pick up your bags from the baggage conveyor belt outside the terminal,3.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Hobart,airport,Kiara L'Herpiniere,2022-03-02,No one checked our vaccination upon entry which raises alarm bells Jetstar staff as usual are incredibly rude and money grabbing The facilities are cute and basic,4.0,Neutral,Negative,Negative,POSITIVE,Positive,,,Negative
Read more,airport,Donna de Jong,2025-04-05,Like many airports food and drinks are much too expensive I do therefore I also do not want to buy water It is not allowed to take bottled water through customs so most airports have free tap drinking water Also this airport But they are all disconnected I find this outrageous To have access to drinking water is a right,7.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Negative
Fukuoka,airport,Yiwon Joo,2024-07-07,When I arrived at this airport from incheon the immigration lines were long It took me more than an hour to get out of the airport I headed to Incheon a few days later Security and immigration was actually fine although I found the facilities a little old There were plenty of places to shop and relax but I wished that there were more food choices Overall this is a small but functional airport,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Baltimore Washington,airport,E Colton,2024-02-12,TSA worker screaming at everyone She removed purse shoes and jacket from the bin where I was told to place them She threw each item on the belt individually Never stopped hollering,2.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Burbank Glendale Pasadena,airport,E Mabley,2011-10-17,Burbank provides a convenient and easy alternative to LAX although the departure hall in Terminal B is too small to accommodate more than flights at a time There were flights an MD a and CRJ regional jets boarding simultaneously and the small space and cramped conditions caused confusion and delayed boarding for everyone,6.0,Positive,Negative,Negative,POSITIVE,Positive,,,Neutral
Warsaw Modlin,airport,R Annette,2022-05-29,Uncomfortable poor facilities dirty and crowded Dirty smelly toilets Such a shame at the end of our trip as for the rest of it I found Poland to be so clean and pleasant,2.0,Negative,Negative,Positive,POSITIVE,Positive,,,Negative
Medan,airport,DEDI BAKKIT TUA PARDOSI,2015-06-18,First time contributing to this thread and I must say Kuala Namu International Airport looks pretty modern and roomy indeed something I truly want to see in a functioning airport I mean yes it has opened recently yet I saw in the preopening photos a lot of modern features from streamlined checkin desks and a variety of shops Im surprised I saw a branch of Cotton On at the airport to modern jetways and small plants placed along the waiting areas near gates I wonder if those are actual palm trees,9.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Tromso,airport,2 reviewsAndry Castro,2022-02-08,It is a nice and small airport but it is in compliance with the city and the air movement in the region The most negative point is the few stores and food options There are checkin machines and circulation is relatively fast,8.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Helsinki Vantaa,airport,Jackie Sayers,2024-09-08,Swanky new recliner seats around Gate but only if you are under foot or over foot tall At the headrest was painfully positioned forcing my chin onto my chest Shame because everything else is brilliant,9.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Tbilisi,airport,C Hajer,2024-03-13,Staff are very rude They checked me thoroughly and ask to open my bag and not to touch anything i was just standing there and they are also checking the other passengers coming after mins i ask the security if i can go and get my bag she said oh yes you can i forgot She made me wait for nothing They have an overpriced for their food inside the airport I will share this experience to my colleagues and other friends,1.0,Negative,Positive,Negative,POSITIVE,Positive,,,Negative
Lao Airlines,airline,M Beale,2025-03-14,Lao Airlines is wonderful The planes was immaculate and while they no longer serve the little bags of chips they offer small bottles of water on even the shortest flights At least on shorter flights there is no video entertainment but who needs it on a local hop They have a terrific inflight magazine so five stars for that Checkin is a matter of minutes and since Laos is a small place with limited air traffic Ive never had to wait for security This is a tiny airline in a small country and they get it right,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Springfield-Branson,airport,S Randolph,2015-07-09,Brand new airport very wide halls built for large increase in passenger load very spacious short TSA lines,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Livingstone,airport,Joaquin Quinto,2012-08-05,Long lines await you when you arrive and need to visa to enter the country There are only two counters one for visas and the other for travellers who do not need visas The arrival hall is small but the waiting drivers etc are gathered respectfully outside the terminal building The airport is not far from the town,7.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Kinshasa,airport,Dave Stanley,2006-06-30,The airport is not as bad as some of the earlier reports suggest Having a local guide meet you and handle the formalities will help a lot Most people hand over their passports tickets and baggage to these people and allow them to sort out the problems,0.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Neutral
Burnie Wynyard,airport,G Wilson,2008-03-14,Small NW Tasmanian airport with flights to Melbourne Tasmanian destinations Neat tidy with easy checkin baggage collection Small cafeshop enough seating for size of aircraft using airport Not a bad little airport,4.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Neutral
Nagpur,airport,2 reviewsMohammed Amin,2015-12-05,Nagpur is the largest city in central India and the second capital on Maharashtra Nagpur Airport Dr Babasaheb Ambedkar International Airport is a small airport located km from the city centre The airport is very small in size and also in the amount of destination it serves so it is difficult to judge Given its capacity it can handle max up to aircrafts at a time and anything more than that there will be congestion and the flight will be delayed The airport is clean and the staff can be rude at times,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
SA Express,airline,D Gorten,2019-06-20,Johannesburg to Bloemfontein My flight was due to leave at but when I got to the boarding gate at the gates were closed I went to SA Express counter but there was no one there to assist I was the told by the check staff that I had to purchase another ticket,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Quebec City,airport,Mary Johns,2013-09-30,Arriving from the US was easy and fast No long walks not monorails no buses You get off the plane go to customs get your suitcase change some money and grabbed a taxi all with a minimum of traipsing around Most efficient arrival anywhere Departure not so good Airlines staff was late opening checkin lines Baggage check man ridiculed my attempts to speak French and the woman operating the Xray was rude to passengers Furthermore the airport offers little in the way of food for purchase and dutyfree items,6.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Southampton,airport,Mike Coster,2023-07-10,Poor departure information updates Arrived early for flight to Jersey as flight was showing on time Only when we passed through to air side did the flight show a min delay When speaking to the air crew they advised that it they knew the were delayed long before due to operational reasons Thanks for wasting my valuable time Southampton,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Ural Airlines,airline,Abhijit Mahanta,2018-12-09,Moscow to Simferopol with Ural Airlines Flight was at Till no announcement on any delay no representative of airline available for information The hotline of call center does not answer the airport airline office does not answer,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Prague,airport,C Scott,2024-11-24,Queue for passport control took an hour despite not a huge amount of people to handle Only open for non EU and including machines open for EU Most the guys on EU had a nice hour break Bags on time but you expect so after an hour delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
San Jose Intl,airport,4 reviewsMatt James,2016-08-05,Landed at San Jos airport at pm from ATL as scheduled but we had to wait minutes for our gate to open Once I finally got off the plane and inside the airport it was difficult finding the way to the parking garage because the signs are confusing It took longer than expected to get out of the parking garage For a small airport this place is packed The good thing is weatherrelated flight delays are rare which is what makes me prefer this airport over SFO,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Privilege Style,airline,Ndulue Yauri,2020-01-28,Vienna to Lagos The flight was okay and the crew was eager This flight was chartered for the deportation of rejected asylum seekers from Germany and Austria After my asylum application was rejected by Austria I was deported to Nigeria The airplane was aged but all in all okay It was a little bit delayed,5.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tunisair,airline,E Karsten,2025-02-03,Flight more than hrs delayed which information only given in pieces of h long after the promised departure time despite already long before visible on Flightradar Meal voucher worth given basically enough for a bottle of water Not in line with EU regulations No online checkin No excuse no explanation Friendliness of cabin crew nonexistent,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
San Jose Intl,airport,4 reviewsMatt James,2016-08-05,Landed at San Jos airport at pm from ATL as scheduled but we had to wait minutes for our gate to open Once I finally got off the plane and inside the airport it was difficult finding the way to the parking garage because the signs are confusing It took longer than expected to get out of the parking garage For a small airport this place is packed The good thing is weatherrelated flight delays are rare which is what makes me prefer this airport over SFO,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
French Bee,airline,Melba Harris,2024-10-28,French Bee the need for greed the rudeness unfairly flagging carry on bags that meet regulation when dropping off pre paid luggage the total check in experience a night mare have passengers sitting cancelled boarding stations that were moved somewhere else and I was a waiting passenger that made other passengers aware that it was changed,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
