review_name,review_type,passenger_name,review_date,review_text,ground_truth_sentiment
Beijing Capital,airport,Gary Colburn,10/22/2024,"Vast airport, and like Daxing not many people which made the whole experience fairly eerie. Going through security took a while, China is very much a surveillance state, you're constantly being watched. Shopping/food options are limited, staff not particularly helpful but this isn't unique to China.",NEGATIVE
Beijing Capital,airport,S Peele,10/20/2024,"I have flown many times in many countries in Asia but I’ve never seen such a high level of securitisation. There are literally thousands of facial recognition cctv cameras watching you, tracking what you do. Staff were chasing foreign travellers and ordering them to remove their hats (not in immigration or security, just anywhere in the airport where they wanted to track you). Foreign travellers arriving go to booths to be finger printed (this is becoming more common in Asia). Even to go through international transit, you will have your face photographed (and scanned into their systems). Then once you’re on board, Air China flights all have state security agents, dressed in black who walk up and down the flight carrying a camera. Not to mention that the plane safety video has a whole section on how you should not commit a “crime” on board.  I will never return and I advise others not to.",NEGATIVE
Beijing Capital,airport,J Williams,10/15/2024,"I came here twice, an 8 hour layover and an 11 hour layover, im from Australia and was seeing some of Dads family in the UK. I didn't have that high hopes for China i didnt know what to expect but wow. The airport is massive yet its so empty, it obviously very government controlled or something, staff spoke like barely any English but they were alright i guess, Security the first time took forever to que and it was insanely hot, the second time was extremely quick though. We stayed in a business class lounge because the lounge we paid for was before security, the lounge was good it had great food and was nice. The airport is pretty intimidating to be honest, very foreign barely friendly to foreigners. Couldn't wait to get back to Australia.",NEUTRAL
Beijing Capital,airport,Ivan Stacy,10/6/2024,"The airport seems to get worse every time I use it - long queues at check in, immigration, and delays at baggage reclaim. Check in at T2 is particularly slow because for some reason they insist on having large numbers of passengers re-open their checked baggage at the counter. Flight-side food and drink options are awful and almost non-existent in T2 - most of the floor space seems to have been given over to luxury handbags and perfumes.",NEGATIVE
Beijing Capital,airport,G Madronio,9/6/2024,"Worst airport I've ever been to. There are no information boards or help desks despite the vastness of the airport and no effort for passengers who speak anything but Mandarin. The WiFi is useless because it does NOT work, no matter how many times you try. I had to pay extra to use my data roaming just to communicate with my parent because they were using the wheelchair service and they separated us. Due to their lack of communication, my dad who was using a wheelchair was left waiting and was the only passenger to use the wheelchair service who was without his family. Air China airline staff told my brother who was putting his bag in the cabin overhead bins to wait and allowed at least 100 passengers through the aisles before I finally took matters into my own hands and stored the bag in the overhead bins myself. The blankets were NOT in plastic bags. I will definitely avoid this airport in future and neither will I use Air China.",NEGATIVE
Beijing Capital,airport,Josh Gee,7/23/2024,"Be careful when having duty-free. I took Air China from Singapore to Beijing Airport for a layover, we were hand carrying our duty-free bought in Singapore for my relatives. When passing customs into domestic flights, we were told Duty-Free were to be put in cargo so we sent it to be put in cargo. Keep in mind we were using a fabric bag so it's not very protective. We put the fragile sticker on the bag and GUESS WHAT? They put 2 heavy hard casesd luggages on top of our bag and they threw our bag onto the belt to bring it to cargo hold. I could feel the thud from the throw as I was in a Window seat above the cargo hold. They even threw our bag in the cargo hold. They threw our bag 2 times so hard I could feel the thud in the cabin. After we got our bag, we found the duty-free leaking. It was a $60 bottle of alcohol for my relatives. Airport was ok just the ground crew.",NEGATIVE
Beijing Capital,airport,S Valderi,6/6/2024,"I can't help but being disappointed at my experience with Terminal 3 at Beijing Airport. I had two transits there, on the way to and back from Japan, once in the early morning (5am), and once in the evening (7pm). The terminal is large, pleasant to move around, and quite clean. Water is free, in paper cups, which isn't always the same. The negatives are many, so I'll start with a big one: the wifi is awful. An absurd number of websites are blocked, this being China, but even those feel random. Youtube is a no-go, but Whatsapp works fine. Instagram worked for my girlfriend, but not for me. Twitter worked on the first transit, but not the second. This might seem minor, but the anoyance accumulates when you're left with nothing at all to do in an empty terminal. Because it is empty: food and shops option are severely limited, with only one restaurant and one perfume shop being open when we were there, even though it wasn't too late or early. I was looking forward to buying a magazine in Chinese since I'm studying it, but those were nowhere to be found. Food itself is fine, but comes with a caveat, the severe lack of meat-free options. My girlfriend is piscitarian, but even so we found all noodle dishes and sandwiches had meat, you'll just have to make do. Going around the terminal you'll notice a severe lack of plugs, which are stingily doted out 2 at a time at specific spots. Inexplicably, at the end of the terminal a small decorated area has abundant plugs and armchairs to rest, at odds with the rest of the place, almost to reward those intrepid enough to drag their luggage so far away from everything else. The above had left a pretty mediocre impression on my first transit, but on our return it got worse, as we had to interact with staff and services. We had a 7 hour layover, so we were planning on using a lounge to rest. No such luck. We were not entitled to Air China's Business and First Class lounges, so we went to the Transit Lounge. There the staff spoke hardly any English, ""you had to book"", which was comical on several fronts. First of all, the whole airport was empty, secondly Air China's website did not say booking was mandatory. The website booking also didn't work. The (very expensive) hourly hotel? ""Full, full, all full"". It gave a strong impression that staff just couldn't be bothered to have English guests. Near the fountain a sign read ""paid lounge"", so we took an elevator down there. The stinky and mostly empty lounge sat brightly lit, but staff was seemingly unaware of the sign outside, and spoke even less English. We then decided to ask the information desk, which unhelpfully, and again with very limited English, sent us to the aforementioned lounges. ""No idea"" why they wouldn't offer paid services. A brief note on the use of English, as I don't want to sound entitled. I have studied Chinese, so I could have attempted a conversation, but after a long flight, and ahead of a transit I was quite tired. Plus, with the broken wifi, the dictionary was not available. I think it's quite normal in a space specifically designed to accomodate international travellers to account for English being spoken. Even ignoring that, and trying to use the giant tablet with map information, it's all in Chinese. It seems a sign of general disinterest that little to no effort is made to have English options, which surely is detrimental not just to travellers, but to staff.",NEGATIVE
Beijing Capital,airport,1 reviewsIvan Chumakov,4/22/2024,"I was transiting with Air China in Beijing Capital Airport Terminal 3. Most international flights operate from Concourse T3E, but some use T3D. In my cause both arrival and departure were from T3E. On transit passengers need to go through document and security and customs check. The walking times are not really long and mostly travelators are available. There are 2 transfer service checkpoints, one from each side of the concourse. The crowd is not really well organized and staff is not really helpful. Not everyone speaks English, which is quite frustrating, when you actually need to communicate with airport or security staff. Arriving early in the morning, get ready to spend 1h queuing for transit. Other than that, I have to note that Terminal 3 is very modern by its looks and layout. The ceiling is high, which makes it seam like the airport is free and spacious. Walking distances are not too long. Most gates are accessible in less than 10 minutes of calm stroll. Between T3E, T3D and T3C there is an automated people mover (train), which is easily accessible after security. I didn't use it, but I located its station and observed it a little. There are few restaurants, which in my opinion are quite reasonable priced. Early in the morning only few Chinese restaurants and Western cafes were opened. The food is actually quite delicious. I would note good availability of seating spaces. Some are equipped with universal power outlets and USB chargers. If you want to use Wi-Fi, better use Wi-Fi kiosks as SMS sometimes doesn't go through. Be aware that you won't be able to use most messengers and social networks. Also it was nice to have drinking fountains within short reach from most seating areas. I would suggest considering Beijing Capital Airport as transit hub for Asia. Clean and modern airport with all the necessary facilities for longer transits.",NEGATIVE
Beijing Daxing,airport,Gary Colburn,10/22/2024,"Big, modern airport, not many people which was surprising. A bit of a hassle getting my 144 hour visa but got there in the end. Straight through security and hopped into a taxi for downtown Beijing.",NEUTRAL
Beijing Daxing,airport,P Barter,6/14/2024,"Arrived here from another city in China, was amazed that it’s a Friday night and nothing is open. No decent food, just coffee shops You would think that airports know people travel on weird times and would like to eat something in between layovers. What a useless layover",NEGATIVE
Beijing Daxing,airport,J Wills,4/18/2024,"Efficientish - lots of empty desks and machines, but we moved through OK. The travesty is the business lounge which is abysmal. 10am: no decent coffee, pre packaged soggy danish pastries and beef curry offered as the hot option. No champagne. Just terrible.",NEGATIVE
Beijing Daxing,airport,Andrey Gusev,3/10/2024,"The worst airport I have ever visited. We arrived at 2am and spent more than 5 hours in the queue at the border control. Only one exhausted inspector served all the flights at the night time! I have paid more than 100usd for Mummian airport hotel to rest for. But spent only 2 hours in the room due too awful management of the PKX airport. Completely stupid and passenger unfriendly management. My advice is to avoid this airport if you can. On the way back I stayed in the bus for 1 hour near the gate. My flight has been delayed, but the airport staff have started boarding and detained all the passengers in the packed bus for more than 1 hour.",NEGATIVE
Beijing Daxing,airport,Andy Wilson,6/9/2023,"Big, nice and clean airport. But that’s all. The airport (international departure) is way too big, the airport is very empty. Check-in is very frustrating. Travelled with Qatar Airways and always have had pleasant experiences with them. Not at Daxing airport. 2kg overweight for 2 person was an issue. Needed to re-arrange. After that the check-in lady wanted to weigh the cabin luggage. That was slightly overweight as well. But she wanted to charge 40USD/kg. Although it is the airlines right, never had this experience before with Qatar Airways. She didn’t want to issue the boarding pass until we cleared some stuff. After some negotiations we said we will clear at the gate. This frustrated the journey. At the end they did not check anything at the gate. The queue at the check-in counter was very long. After queuing for a while we realised a separate queue for online-check-in. Time wasted. The signs were not clear and the personnel was not pro-active to inform people. You also need to do a health declaration (arrival and departure). But the machine at the airport is a joke and doesn’t work most of the time. The security check checks every inch of your body, never had this experience as well. They have to take a photo of you prior you clear immigration, at the immigration and when going through security. Every baggage you have they need to take a photo of you and the baggage. For what?! Shops were closes in the evening (after 10pm) and hardly any food courts or restaurants. Disappointing. The connection to the airport is not so convenient: high speed trains every hour or so from Beijing West Railway Station, but the tickets need to be bought in advance. Or metro, but if you are coming from downtown, you need to change metro couple of times. Taxi would be an alternative. Overall, I would prefer Beijing Capital International Airport.",NEGATIVE
Beijing Daxing,airport,6 reviewsSun Xiaoou,2/5/2021,"The traffic of Beijing Daxing airport is very convenient. You can get there by high-speed rail. The design of Daxing airport is very grand and novel. There are many self-service check-in machines in Daxing airport. There are many open windows at the manual check-in place, and the queuing time is short. The efficiency of security inspection is high, but there are few open channels, which leads to a long queue time. After passing the security check, there are many restaurants in it, and the price is the same as that in the urban area. The departure and arrival of Daxing airport are mixed. There are many turntables at the baggage claim area, and the waiting time is very short. It's just that the airport guidelines need to be improved. I was a little confused when I went to Daxing airport for the first time. Airport WiFi is fast and supports takeout at the gate.",NEUTRAL
Beijing Daxing,airport,I Lancaster,12/14/2019,"As might be expected, clean and efficient. In fact, arriving at 07:00 the place was empty - there seemed to be only one other flight arrival around that time. But the gate is a long way from the immigration hall. There are moving walkways but it nonetheless took a while. Then a long wait for baggage. My main gripe, though, and a cautionary note: my Swiss army knife was confiscated at the train station. Carefully packed in checked baggage, never in carry-on, so no problem for the flight. But getting in to the ticket hall for the train to Beijing baggage is inspected and my knife was not allowed. Be warned! This made it an expensive train ticket. I would have enjoyed a coffee and snack but neither airport arrivals or the train station had anywhere open.",NEUTRAL
Beirut,airport,Karim Merhi,5/15/2024,"This airport has beautiful views of the tarmac and a nice and comfortable lounge, with easy check in and very friendly staff. The food is amazing with an amazing variety of restaurants.",POSITIVE
Beirut,airport,Grace Tabet,10/20/2023,"Please add employees at passport check, this is unacceptable. The queue is never seem before for me. This feedback applies for the last few months for departures.",NEGATIVE
Beirut,airport,S Madein,6/25/2022,"Beirut is one of the worst airports ever witnessed. The official staff are rude and disrespectful especially those at the passport sections. You wait for sometimes an hour to get thru passports. You complain but nothing every gets corrected. Very unhelpful staff whether it is customs, passports or even local airline staff. I have never seen such an unorganized airport in my life. One can put up with a lot of things but for officials to treat you with disrespect is totally unacceptable. For a devastated bankrupt country that relies on tourism they have a long way to go in getting their entry and exit places up to spec. Horrible airport.",NEGATIVE
Beirut,airport,B Alsabawi,10/9/2021,"Worst airport I’ve ever been to. It was my first and hopefully last time in Lebanon. I was just passing through, in transit from Cairo to Copenhagen and I’ve never been treated this badly at an airport before. I was singled out and stopped for hours after leaving the airplane and treated like a suspect for no apparent reason. After hours of questioning they finally let me go with the explanation that it’s normal procedure for anyone travelling to Europe! Which is a lie as I saw others pass through with no interrogation, and I’ve traveled back and forth to Europe from many other destinations without any trouble before and especially not when in transit. After they let me go I had to show my passport to every staff member that I passed through and they were all rude and unprofessional. The airport was too small and lacked many facilities, seating area was too crowded. The wifi was almost non existent and their coffee prices and food was too expensive and tasteless! I was followed by their duty free staff members around the airport! I haven’t seen Lebanon but my first impression of the country at their airport left a bad impression which will make me think twice before ever setting foot in their country.",NEGATIVE
Beirut,airport,Mohamad Sabra,4/8/2020,The airport is really modern and beautiful. It’s very tidy and clean and has a lot of signs and announcements and a lot of staff that help out with your luggage the staff are really kind and the airport is really clean.,POSITIVE
Beirut,airport,Andre Vogt,1/31/2020,"Because of all the bad reviews, I arrived 3 hrs prior to departure. There was no security check to enter the building - you could just step in. As I flew with Ryanair to Cypres (EU passport), I asked at the Ryanair counter if my printed online boarding pass is ok. It was. I was the only passenger to proceed the security checks at that time, so I could just walk through. Overall, I was airside in 5 minutes and enjoyed the Cedar Lounge.",NEUTRAL
Beirut,airport,18 reviewsGyan Fernando,1/25/2020,"A nice airport and frankly I am surprised at the bad reviews. I arrived there at approx. 0600 hrs. Entry and check-in were very easy. Security was straight forward and immigration was very easy. Once on the airside, a restaurant was open as were the duty-free shops. The only downside were the grumpy staff of the shops who obviously had not woken up yet!. Announcements were clear and boarding was orderly and we took off on time.",POSITIVE
Beirut,airport,G Morris,1/17/2020,"The worst staff I have ever encountered every single time I have to travel through this airport which is quite a few times per year. They are extremly rude and give people backhanded comments for no reason. There is absolutely no reason to be rude to customers, I travel all the way from Canada and can see the significant difference in treatment and respect that the people at this airport lack.",NEGATIVE
Beirut,airport,Saed Abdelahad,9/10/2019,The worst and rudest staff. The 7th of September was the date to return home after visiting Lebanon for a one week vacation. Despite the long qeues at all counters and illogical controls to get into the actual bag drop zones then you face very long lines of people also waiting. I dont think I have showed my passport to so many people as I did at this airport. After all of that then you face the rudeness of the border staff. The person who was handling mine and my parents documents was one of the worst. It started as he was telling us to come thrugh one by one. When he was told that we were travelling on the same route as family he then started his rudness even more. After a lot of idiotic questions and stupid and non logical arguments we went through to the gates. The rudeness of the staff continued further to include swearing. The country itself is a nice place apart from the experience at this airport.,NEGATIVE
Beirut,airport,Shane Zouein,8/14/2019,"Even though I am Lebanese and should proudly put a high grade for my national airport, I cannot but curse the authorities and the staff there for the big mess created. I came in 3 hours before my flight departure to Europe whereby I couldn't do an online check-in (Coincidence that Europeans have blocked online check-in for Beirut?) I managed to miss my plane due to the waiting line at the first scanner. 3 hours prior to my flight and I missed it! No help from any security or staff to skip the line, I feel ashamed by such incompetency.",NEGATIVE
Belem,airport,1 reviewsRudá Pinho,7/23/2018,"It is a medium-size International airport located in the city, easy to arrive. Served with all the big airlines companies in Brazil and also Surinam Airways, TAP Portugal and flights to Miami and Fort Lauderdale (by LATAM and AZUL). The terminal is clean and offers lots of options for shopping and food. The departure lounge could be bigger. Sometimes it is filled of people and the seats are not enough. The staff are good and prepared.",POSITIVE
Belem,airport,A Hijmans,9/16/2012,Medium-sized modern airport; clean and easy to navigate around. Easy public transport to and from city centre.,POSITIVE
Belem,airport,S Koenig,9/20/2009,Small for a supposedly international airport but the only international flights I saw listed were to Suriname. Terminal building was clean and modern albeit somewhat sparse. Plenty of small shops and places for snacks. There is one larger restaurant/bar with a view of the tarmac. Taxis appeared to be plentiful.,NEUTRAL
Belfast,airport,6 reviewsC Hill,11/21/2024,"The airport is undergoing more renovation as it seems to have been doing for the last 15 or so years, so much so I’d say that since around 2010 I’m really not sure Ive been through the airport twice and its been the same in terms of features, layout and processes due to continuous upgrades. And yet with this there seems to be very little change in the improvement to customer experience. The departure process is head and shoulders above arrivals, although is by no means in and of itself world beating. The food places are of low/average quality with generally lacklustre service and yet at very high end prices. While I’ve been lucky with queue times of late, Ive seen plenty of people complaining on social media about ridiculous wait times at departure security despite so much noise from the airport about the improvements. Seating and comfort is minimal unless you are spending £££ at one of the overpriced eateries and the general patina and cleanliness of the building interior in many places leaves a lot to be desired. On return the processing time at immigration wasn’t too bad and the wait at baggage was OK too, however the appearance of the arrivals area from departing the plane until exiting the terminal is very dated, grubby and lacklustre. It does seem like the management approach to patchwork upgrades over a very protracted period of time does not yield great results as there is never a moment where a clean start to finish customer experience is pulled off. Finally, and this was exacerbated by our early morning flight on a November morning… any airport that calls itself “International” should be offering skybridges as standard and not leaving passengers to walk the apron in the cold and rain.",NEGATIVE
Belfast,airport,Ian Coleraine,11/2/2023,"Must be soul destroying to work at this airport. I have worked in public transport all my life and find the standards and service at this ‘International Airport’ disgraceful. The food areas must be close to qualifying as a health risk and the staff seem totally lacking in morale, there is barely a clean table at any of the food areas, the floors are a mess with food simply swiped from the tables to the floor when being cleared this is extremely off putting to a customer. There are obviously staff shortages in many areas as mentioned in majority of the reviews (baggage etc) but yet currently profits for this airport are in the millions. It is disappointing that Northern Ireland residents and anyone visiting are treated to this and expected to accept it, why? Because we’ve very little choice.",NEGATIVE
Belfast,airport,P G McMah,9/23/2023,"I am sad to say that this airport is the worst I have ever encountered in all my years travelling! The staff are overly officious, the atmosphere is more reminiscent of a prison that an airport. Security staff were unnecessarily abrupt, imperatives were used with satisfaction, ‘move’ ‘get’ ‘take’ ‘put’. The business lounge was ‘The Worst’ I have ever visited. The carpet was filthy, the toilet unsanitary, the food selection basic. The lady at the reception desk must have been trained in customer care by North Korea. Our flight had a delay which meant that there was no ground staff to meet us. We sat for approximately 30mins waiting for staff to meet the flight. This ‘airport’ is an absolute joke! It is time that they stopped playing airport and got their act together.",NEGATIVE
Belfast,airport,Brandon Ferris,1/7/2023,"I’ve seen a lot of bad reviews of this airport but I wanted to reassure people that the airport is not as bad as it seems. Most of the travel crisis in July 2022 was not the airports fault. Yes it is slightly run down but the service was excellent and it serves as a good base for EasyJet and Jet2. Security was a breeze and Jet2 queues were non existent. I actually found the toilets clean and the airport was clean with clear signs to the gate and there was no delays. I am sorry if you had a bad experience during the travel crisis but with more airlines joining in 2023 I can only assume the airport will improve. Jet2 has 24 locations from Belfast. I found it clean, convenient and will travel again with Jet2 next year. Staff were polite, even when I accidentally left my aftershave in my hand luggage going through security. They gave me a plastic bag to put it in and were friendly with me. I’ve never had any problems with the airport. The other thing is, the Northern Ireland economy isn’t Dubai economy, so it’s not like you are walking into Dubai International with Etihad Airways and expecting everything to be made of glass. Belfast City may be more efficient for short haul flights, but Belfast International has more destinations overseas. I think for an airport in Northern Ireland with the current economy, Belfast International is actually an excellent airport despite the reviews. It’s probably best to bear in mind, Dublin Airport and London Heathrow Airport faced the same kind of issues as Belfast when it came to delays, so Belfast isn’t the odd one out. It probably gets more of a bad reputation just because it’s slightly run down. But I think it’s excellent and is set to improve. I have heard reports of vomit on the floor and rude staff, but perhaps that was sorted by the time I was travelling. Many external factors meant there was delays and issues. It could do with being updated and prices reduced but apart from that it is excellent. I don’t have a photo but the lounge looks first class! I would highly recommend this airport and would give it 5 stars all the way considering the issues it faces were not it’s fault, it’s just got a worse reputation than it actually deserves! Airport Hotel nearby means it’s efficient and there are plenty of car parking spaces too! Brilliant! Would highly recommend this airport!",NEUTRAL
Belfast,airport,B Ross,11/27/2022,"Airport is rundown, no money has been spent at the arrival end in about 20 years, every other country is miles ahead off us! We had to wait one hour on our luggage after the plane landed and we had a taxi waiting on us outside for 40mins which cost us extra! Was talking to a couple at the bag pickup and they said they had to wait an hour and 30 mins last time they came home from Tenerife! I said to a staff member about it and he said we are under staffed here! Airport is a joke!",NEGATIVE
Belfast,airport,P Mcdermott,9/6/2022,"Toilets in baggage hall absolutely disgusting. Smell of urine would have knocked you down, no toilet roll or soap in dispensers and not a cleaner in sight. What a welcome for any visitor to northern Ireland.. This problem needs addressed urgently",NEGATIVE
Belfast,airport,Margaret Kyle,6/16/2022,"In general the airport is tired and shabby and in urgent need of a total upgrade but I was really shocked at the poor standard of cleanliness at this airport. The ladies toilets throughout were awful. Granted we were flying out at a busy time, but arrived back at a quieter time in an evening. Many toilets were blocked, dirty and smelly!! No evidence of cleaning staff around, which is evident at most other airports. What a welcome to visitors from other countries!",NEGATIVE
Belfast,airport,Ciara Mckenna,5/29/2022,Worst airport I have ever experienced. Dirty run down and the queues for passport control are a joke. I fail to understand why they cannot invest in passport check machines like every other airport I have travelled through. We waited an hour and a half for our baggage which is an absolute disgrace. I will avoid flying from here in the future at any cost.,NEGATIVE
Belfast,airport,M Stewart,5/20/2022,"Saturday at 5pm. No access to Lounge - second time this year. Unable to get information from anyone re reason. Food outlets appalling, unhealthy, over priced. I was getting late flight to Nice and had hoped for relaxing experience. Despite all the negative reviews there has been no improvement, actually deterioration.",NEGATIVE
Belfast,airport,Chris Wilson,4/20/2022,"When is this airport going to be sorted out? Consistently the worst airport in Europe. Ridiculous waiting times for both passport checks and baggage reclaim every time I use it (which unfortunately is way too often what with little other choice). During a recent trip we touched down early only for no one to available to taxi us to an arrival gate which took 20mins, then a huge queue from the tarmac to get through passport checks, 30 mins, then a 45 min wait for bags. What an absolute shambles and embarrassment to visitors to our country. Gone somebody sort this dump out.",NEGATIVE
Belfast City,airport,S Marten,9/19/2024,"Glad to see airport is still around after the collapse of FlyBe, but it's a little on the expensive side. A burger with fries, beer , coffee and a biscuit sets you back over £40! The outlets are way overpriced for what you get and this needs reviewing. Rip-off Britain at it's finest. Terminal quite clean but not enough seats either.",NEGATIVE
Belfast City,airport,Kevin Tunnicliffe,9/12/2024,"First time here. Very small airport and no long walks or queues. On landing we were in the baggage hall in under three minutes. Bags arrived in a couple more minutes and we were out and looking for the car rental desk. On return, there were no queues and at security we did not have to take anything out of our bags. Our flex-economy ticket gave us access to the Aspire lounge which was very quiet but well stocked with food and beverages. Probably the longest walk from lounge to gate in the airport took about four minutes. Having picked up our rental car we were only a short ride into the heart of the city. Would use this airport again.",POSITIVE
Belfast City,airport,Sandro Magliocco,1/12/2024,"A small airport, with all the benefits of that: short distances, quick security, not too crowded. It's also quite quick to get into the city. Limited flights compared to Belfast International or Dublin, but when I have the option I'd choose this over the others. The business lounge is also very well maintained and spacious, plus good food and drink options.",POSITIVE
Belfast City,airport,Richard Cruise,5/16/2023,£3.00 to drop off paying customers is pure greed! The Airport itself is expensive to eat in and dirty. The arrivals area is a disgrace.,NEGATIVE
Belfast City,airport,8 reviewsAndy Magowan,4/9/2023,"The airport management just can't leave well enough alone. They have changed the layout of the roads in the airport to accommodate their £3 parking charge to drop off/pick up passengers, the new system is quite confusing for anyone not familiar with it and £3 to drop off/pick up is just pure greed. Car parking was ok for a change, the anpr camera actually worked this time and issued me with a ticket then opened up. Check in was simple enough but as before there is a distinct lack of seating in departures. The vast bulk of seating is swallowed up by overpriced eateries. I didn't see any mobile charging ports etc although I believe there are some in the private lounge that will cost you around £30 to enter. So, in summary, BHD management have decided to stick the boot in during the cost of living crisis.",NEGATIVE
Belfast City,airport,3 reviewsMark Eastwood,7/12/2022,Airports service areas woefully understaffed as usual. In the Artisan pub there is only one employee taking orders making coffee and pouring drinks. The queue has snaked to the gates all morning. and I've waited over 30 minutes for a toasted sandwich. The Starbucks queue is even longer. There are no spare seats in the terminal and all of this seems to be ok with airport management.,NEGATIVE
Belfast City,airport,B McCullough,9/4/2019,"Their staff attitude is absolutely horrendous, I booked my car in to the long stay car parking while I was away for ten days, I get back to realise that my tyre is flat and I didn’t know how to change it (I've not been driving that long), I go in to the car park desk to ask for help to change my tyre and the man tells me there’s nothing he could do and he did not know one single member of staff that knew how to change a tyre! About 20 members of staff later walked past and pretended they couldn’t see me.",NEGATIVE
Belfast City,airport,1 reviewsTony McLaughlin,8/25/2019,Belfast City is now the better of the two Belfast airports. It beats International by a country mile. No more needs to be said. The passengers are less manic than a lot of those using International.,POSITIVE
Belfast City,airport,R Burlen,4/24/2019,"As a regular flier who flies at least monthly I have to say this is the worst airport I have ever experienced. No facilities to print out your boarding pass at the airport unless you join the 45 minute long queue at check in, despite it saying on their website that there is. Completely unhelpful staff who ignore you and won't even answer a question unless they are shouting at you to do something. Damaged my suitcase (which fits perfectly within the guidelines) on a sharp bit on their checking equipment and then tried to say my suitcase was oversize, which it isn't and has been through the checks at numerous other airports with the same airline. Seem only interested in profit and extorting as much money as they can whilst failing dismally at any form of customer service.",NEGATIVE
Belfast City,airport,M Harrison,1/9/2019,"Thumbs up for Belfast City Airport. Excellent revamp. New improved security area. Bigger Duty Free Shop - not sharing any space with other retail. Much more passenger seating. Good new bar, with charging points and a family / table service area. The views of the apron have not been compromised. This makeover is long overdue - now gives Belfast International a run for its money, and much more user friendly than London City, my final destination today.",POSITIVE
Belgrade,airport,V Korvan,11/9/2024,"The experience at this airport is highly unpredictable. A once-friendly environment can turn completely unfriendly, particularly at the transfer desk managed by the operator Menzies. On two separate occasions, due to inability to issue a boarding pass to the final destination at the departure airport, I was forced to deal with them. The service was disastrous — unprofessional, arrogant, and unfriendly. Despite having three people behind the counter, only one appeared to be working. One staff member redirected passengers to a nonexistent line while visibly stressed by the mere presence of customers, as it interrupted her phone-checking. Meanwhile, the other employee was busy arranging a massage over the phone. This level of service is unacceptable.",NEGATIVE
Belgrade,airport,J Jankic,10/16/2024,"Changes at the airport are for the worse. While the old Terminal 1 was a true architectural gem, its upgrade in the early 1980s brought the modern Terminal 2. However, the ongoing extension, which has dragged on for years, is nothing more than a dull corridor made from prefabricated materials. With this latest expansion, the airport has shifted from being one of the most passenger-friendly for regional transfers to one of the least accommodating. The attitude of the staff has also deteriorated, from being exceptionally relaxed and friendly to becoming cold, and, in my most recent experience (e.g., at the transfer desk), even arrogant and rude. This is something we were not accustomed to in Belgrade. One area in need of improvement is cleanliness. Belgrade is now one of the dirtiest airports —stepping into the terminal from a bus transfer feels like stepping into a trash can. The state of the toilets only adds to this poor impression.",NEGATIVE
Belgrade,airport,G Vegri,10/4/2024,"It looks like a permanent construction site that has been ongoing for years. The transfer process for flights, in the case of bus stands, is extremely poorly organized, with long queues in the sun, rain, or cold to enter the terminal without any protection, and there are no clear signs for the transfer. Air Serbia's new check-in counters are claustrophobic and confusingly marked. In the new part of the terminal, however, there are now some more shops and cafés, although still absolutely not enough for the number of passengers. Even in a new terminal toilets are always dirty.",NEGATIVE
Belgrade,airport,N Kageros,9/15/2024,The official airport taxi is highly corrupted. Toilets run out of tissue. Poor facility. Poor service. Disorganized. Unhelpful and rude staff.,NEGATIVE
Belgrade,airport,Jelena Jovanovic,7/5/2024,"Despite ongoing renovations touted to improve the traveler experience, left me thoroughly disappointed and frustrated during my recent visit.  The airport has been undergoing renovations for years, yet the promised improvements for passengers seem elusive. Instead of seeing progress, parts of the airport already show signs of wear and tear. The infrastructure appears hastily patched up rather than professionally renovated, which is evident in the airport's deteriorating condition. The airport lacks the capability to fuel planes in rainy weather, resulting in extensive delays. This operational deficiency is unacceptable for a modern airport and has a significant impact on travelers' schedules and overall experience. Moreover, rain leaks inside the airport building and further highlights the inadequate maintenance and planning. Some employees were outright rude and displayed a lack of professionalism. One of the most disappointing aspects of my visit was the food offered at the airport. The quality was shockingly poor, the prices were exorbitant considering the dismal quality and service. Additionally, the service at food outlets was slow and inefficient, adding to the overall unpleasant experience. The toilets were dirty and poorly maintained.",NEGATIVE
Belgrade,airport,45 reviewsDiogo Freitas,6/10/2023,"This airport is a mess, it is under construction on the outside of terminals. It is very difficult to understand how this airport works and no one seems to know. Very disorganized outside. You have to buy a taxi ticket on arrivals to go to the city. Inside it is clean but lacks better signaling.",NEGATIVE
Belgrade,airport,pPmeli Swarnakar,8/31/2021,"My journey was from London Luton to Tivat via Belgrade. I landed at Belgrade airport at 11.15 am on 20th August 2021. I had a check-in luggage which was supposed to arrive at Belgrade airport from Luton, so ideally I should be collecting it after clearing immigration. My time at immigration must be around 11.45 am after landing, in a panel there were 2 young ladies, the one who was attending me was not fluent in English, she saw my passport, asked my destination and without even listening told me to go to transfer desk. In the meanwhile checking my passport she constantly kept on laughing with her female colleague while I was waiting for her to check my details and let me through so that I can take my bag and check in again. She barely gave any importance and I was highly dissatisfied with her unprofessional behavior. Have never seen immigration officers so unprofessional during their work. Because of this lady officer I had to go to the transfer desk, where I was supposed to check in with my big luggage, but as I could not pick up my luggage I was told by the person in charge of checking me in there that she will take care of it. When I reached Tivat on the next flight that flew on 20th August 13:40 from Belgrade I came to know my luggage did not arrive. Next process of getting the luggage was horrible, and I got my luggage 2 days after on 22nd August 2021. My return flight was on 24th August 2021. Never had such bad experience with any immigration officials.",NEGATIVE
