review_name,review_type,passenger_name,review_date,review_text,overall_sentiment,staff,facilities,cleanliness,transport,pricing,staff_sentiment,facilities_sentiment,cleanliness_sentiment,transport_sentiment,pricing_sentiment,efficiency,staff_checkin,facilities_wifi,airline_experience,efficiency_sentiment,staff_checkin_sentiment,facilities_wifi_sentiment,airline_experience_sentiment,comfort,customer_service,comfort_sentiment,customer_service_sentiment,staff_security,staff_security_sentiment
Catania,airport,Asher Fernandez,2025-02-27,Catania Airport is possibly the worst airport The toilets are dirty and security takes forever There are only  restrooms in Terminal A in  restroom in Terminal C Barely any restaurants in Terminal A and one cafe in Terminal C Not recommended because there are always no seats and blaring speakers Catania is my home airport and they need to improve on such things,negative,,5.0,1.0,,,,0.0,-2.0,,,,,1.0,1.0,,,0.0,0.0,3.0,,0.0,,1.0,-2.0
El Al Israel Airlines,airline,Daniel Argo,2024-03-02,Such a bad service Changing flight time and no response from service at all Been waiting now for  days to get a response Just stay away Always some bad experience with them,negative,,,,,,,,,,,2.0,1.0,,1.0,-0.5,0.0,,-0.5,,,,,,
Singapore Airlines,airline,Venkatesh Srinivasan,2025-02-05,Pretty disappointed on this trip on SQ Initially from Seattle the entertainment system was not working for over an hour Wifi on board even after I logged in with my Kris flyer ac could not connect Flight attendant did try to help but she could not figure out nd flight SQ from SIN to BLR delayed over an  hour  minsJust a series of frustrating experiences on SQ this time as I have traveled at least  to  times in last few years Lots of my friends suggested Qatar which probably will be my next choice,negative,,1.0,,,,,0.0,,,,2.0,2.0,1.0,3.0,0.0,0.0,0.0,-1.0,,,,,,
Munich,airport,J Tomas,2024-10-01,One of the worst airports Ive been to and Ive travelled quite a bit to third world countries and all over The xray staff had no idea what they were doing were only serving  person at a time took ages Then passport control to leave was a huge queue and they only had a few counters half of them walked off smug and arrogantly leaving a queue of  people to be served by  people Absurd Terrible airport avoid it if you can,negative,1.0,,,,,0.0,,,,,2.0,2.0,,,0.0,0.0,,,,,,,2.0,0.0
Airnorth,airline,Alex MCKinley,2024-01-02,Horrible customer service waited for an hour and they just hang up on me after a  minute conversation without resolving my problem with a refund Call them again after another hour of waiting time and they hang up on me again when they felt too lazy to follow the conversation I hope the worst future for this company and these people,negative,,,,,,,,,,,2.0,2.0,,,0.0,-1.0,,,,1.0,,0.0,,
Air Austral,airline,V Meilner,2019-05-18,La Runion to Paris We missed our connection flight because of the delay of the the first flight with Air Austral The worst thing about was the service of the staff at the airport at CDG At first they denied to speak English and booked us for a flight  hours later but other travelers were book on an earlier flight with the same destination Vouchers for food or drinks were also denied although it is EU law It was the impoliteness and ignorance of the staff that made the experience with Air Austral this bad,negative,1.0,1.0,,1.0,,0.0,0.0,,0.0,,2.0,,1.0,1.0,0.0,,0.0,0.0,,,,,,
Dubai World Central,airport,Bogdan Balaban,2017-03-29,Worst airport in over  airports I have been It is incredible we spent over one hour when arriving and almost  hours  hr  to be precise when departing The staff are awful they have no respect even for parents with infants or people with disabilities A young girl in a wheelchair had to wait for over one hour at the checkin counter alone One reason we will never come to Dubai again is this airport,negative,1.0,1.0,,,,-1.0,0.0,,,,1.0,1.0,,,0.0,0.0,,,1.0,,0.0,,,
Gibraltar,airport,J Burns,2018-12-23,We landed from Manchester about pm on the  Dec I went to the ladies but wished l hadnt as they were in a very poor state and smelt very bad There are not many flights landing in a day so why they are that bad I dont know The airport management must take the blame as it would not take long to check them and the manager is not over run with work are they A mop and some bleach go a long way,negative,,,,,,,,,,,,,,2.0,,,,-0.5,,,,,,
Greater Bay Airlines,airline,S Gan,2023-12-12,Worst flying experience ever My flight got delayed  hours with no explanation They only notified us about the delay when we check in our baggage and told us that we may depart at pm But then at the boarding gate they told us that it will be delayed again I spent my whole day in the airport,negative,,1.0,,,,,0.0,,,,2.0,,,3.0,0.0,,,-4.0,,,,,1.0,0.0
Singapore Changi,airport,Gerhard Kutt,2024-11-08,Electronic passport control did not work at T Staff were slow to rectify Phone charge and electrical sockets did not work Christmas music only  bars repeated nov  with bad Jazz chords Very annoying and frustrating all around,negative,1.0,,,,,-0.5,,,,,1.0,,,,-0.5,,,,,,,,2.0,0.0
Jin Air,airline,Alessandro Giugia,2024-06-25,Really bad experience One hour late  minutes in a bus waiting to enter in the plane never again Avoid this Company the customer Is not important for them,negative,,,,1.0,,,,,0.0,,1.0,2.0,,,0.0,0.0,,,,,,,,
Curacao,airport,Francis Verdun,2019-02-08,The security check is very over zealous threw my liquids away because I had no zip lock plastc bag in spite of the fact that I came back witha zip lock plastic bag bought  USD  at Britshop I had thus my medicine put in the trash Is there any frustration from this people No lounge for business travelers because of construction A coupon instead so you can have a beer Very bad experience,negative,,2.0,1.0,1.0,,,0.0,0.0,0.0,,1.0,,1.0,,0.0,,0.0,,,,,,1.0,0.0
MIAT Mongolian Airlines,airline,C Han,2019-08-18,Hong Kong to Ulannbator Overall quality of flight is very bad upon Value to money Firstly business class seat has no entertainment at all Nothing Secondly the seat was almost not able to recline And Front to back space is still tight Thirdly food was just okay if it is economy class but for business class it was actually not good  The toilet was horrible and not clean and toilet seat is always cant hold straight up,negative,,3.0,1.0,1.0,1.0,,0.0,0.0,0.0,-0.5,2.0,1.0,,2.0,0.0,0.0,,-0.5,2.0,,0.0,,,
Heraklion,airport,M Simmons,2024-08-16,Worst airport ever experienced  lets Greek islands down big time Dirty grotty no AC awful toilets rubbish everywhere sick on the floor at arrival Greek Police  border control on roids wondering around like its a Holiday Camp Puts us off going back to Crete,negative,,1.0,1.0,,,,0.0,-2.0,,,1.0,,,,-2.0,,,,1.0,,0.0,,1.0,0.0
SpiceJet,airline,H Reddy,2025-03-02,Poor chaotic boarding No crowd control and boarding was like cattle are being herded Inside flight no AC till aircraft was  feet above ground and the aircraft inside was humid and sweaty Poor show Magazine bags were disorganised and dirty seats Inflight service was slow and substandard First time saw trash clearance bag placed over the serving trolley Worst flight experience of the last  years Hire me to head your flight service for a year and Ill set the system right,negative,,,2.0,,,,,-2.5,,,3.0,,,3.0,-3.5,,,-1.5,,,,,3.0,-3.0
Khartoum,airport,Ruud Vermalen,2020-01-03,The most filthy and chaotic airport I have ever visited Very much corrupt Toilets are very dirty For women impossible work to visit the toilets Ill never come here again  De meest smerige en chaotisch airport die ik ooit heb aangedaan Zeer veel corruptie aanwezig Toiletten zijn erg smerig Voor vrouwen onbegonnen werk om de toiletten te bezoeken Ik kom hier nooit meer,negative,,1.0,2.0,,,,0.0,-2.0,,,,,,,,,,,1.0,,0.0,,,
Firefly,airline,L Lee,2024-11-15,Terrible airline which has done multiple reschedules on the same day itself I have encountered this situation multiple times and no action taken This year been worst as their flights have never been on time and keep pushing out the time every  hours till max  hours we are hanging in the airport with nothing This is truly big impact if you are on business or even vacay which it will definitely spoil your mood on it This is truly the last time I will take this flight we have had enough of delays,negative,,,,1.0,,,,,0.0,,3.0,2.0,,1.0,0.0,0.0,,0.0,,,,,,
Kahului Maui,airport,C Robles,2022-04-10,The worst TSA experience we have ever had All three TSA agents were incredibly rude even to my  year old son They lacked any customer service skills at all I have never seen such a rude security staff,negative,1.0,,,,,-1.0,,,,,,2.0,,,,0.0,,,,1.0,,0.0,1.0,-1.0
Thomson Airways,airline,H Quinn,2017-11-20,Manchester to Hurghada Checkin at Manchester was horrible line was massive Our flight was around  hour delayed and was not informed about the reason although requested The flight had no IFE and therefore was boring Was instructed by cabin crew to fill in a form for when we arrived in Egypt no pen was handed out so had to ask other passengers to borrow one which we thought was not acceptable Would only fly shorter routes with TUI in the future unless we were on a Boeing,negative,1.0,,,,,0.0,,,,,2.0,1.0,,3.0,-1.0,-1.0,,-3.0,,,,,,
Air India,airline,Anjely Rais,2025-03-09,Air India is the worst company ever They cancelled my flight from Paris to Mumbai which caused a  hour delay for my trip Then they changed my return direct flight into a stopover flight I spent hours in Delhi airport had to go through security twice,negative,,,,,,,,,,,1.0,,,1.0,0.0,,,-2.0,,,,,1.0,0.0
Onur Air,airline,Eddy Youssef,2019-07-06,Antalya to Beirut the worst ever The plane was supposed to depart  am there was a delay without informing us Delay till  but there was a delay more than  Will never book again with them,negative,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,
Air Seychelles,airline,S Lewis,2024-12-15,Absolutely awful across the board Flight took off an hour late because there was some issue with the cargo Service on the flight itself was poor crew treating passengers like a burden all flight long and seats are absurdly narrow Finally upon landing late after  hour of waiting at baggage collection Air Seychelles reveals they offloaded  suitcases before take off they delivered the message with a total dont care attitude Never fly with this airline,negative,1.0,,1.0,1.0,,-0.5,,0.0,0.0,,2.0,2.0,,4.0,0.0,0.0,,-1.5,,,,,,
Queenstown,airport,G Marton,2024-01-25,Seriously wanting Facilities airside for international departures are very poor food and beverage is practically nonexistent seating is woeful and there are no charging ports I can forgive the lack of an airbridge in summer at least  I hate to think what its like in winter This isnt helped by Virgin Australia not having any international lounges and the terminal barely large enough to cope maybe a new airport at Taras wouldnt be such a bad idea,negative,,5.0,,,,,-1.5,,,,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,-0.5,,,
Dalaman Airport129 Reviews,airport,Gar Pross,2024-09-07,Worst airport ever Rude staff at passport control and at security Cost of food is extortionate  for basic MacDonalds I paid  for four basic drinks and small snacks I am well travelled and this is by far the worst airport I have ever had the misfortune to depart from It has put me off returning to Turkey I am not surprised that tourism is on the decline,negative,1.0,2.0,,,1.0,-2.0,0.0,,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,3.0,-3.0
Faro,airport,S Haynes,2024-08-19,Terrible arrival experience  minute queue to get through passport control No queue discipline Terrible airport staff Rude and not doing their job Stressful Avoid,negative,1.0,,,,,-2.0,,,,,2.0,2.0,,,-1.0,-1.0,,,,,,,2.0,-2.0
Phuket,airport,S Keare,2025-02-09,Almost every very store in the airport I purchased souvenirs was a very unpleasant experience No one smiles they are talking to you like you are a criminal No explanations no thank you They all stand behind the counter like soldiers with uniform and their heads covered Very unpleasant experience We were group of  friends we simply stop shopping after going through  different stores Bad business I would change the system or management to make the experiance more pleasant and exciting for tourist,positive,,2.0,,1.0,,,0.0,,0.0,,,1.0,,,,0.0,,,,,,,,
Sunwing Airlines,airline,Lusy Khach,2024-08-19,Extremely awful slow service hourly waits and no internet These people hold us up about their microphone and then say they resolved it  hours later when they just keep adding  minutes to their issues I cant believe flying with them when I know I couldve been on my vacation already but Im still dealing with their problems,negative,,,,,1.0,,,,,0.0,2.0,,1.0,,-1.5,,-1.5,,,,,,,
Boutique Air,airline,Geoffrey Wolf,2022-09-10,Cortez to Denver My flight was cancelled  hours ago There was no customer service available at the gate as of  hours later no one answers their phone number or my emails nor returns any of my messages I was unable to rebook my flight take my trip or even speak with anyone And they still have my money This is an awful experience,negative,,1.0,1.0,,,,0.0,0.0,,,,1.0,,1.0,,-1.0,,-1.0,,1.0,,0.0,,
Belavia,airline,H Marshan,2019-12-05,Gatwick to Minsk I had to change ticket and they charged  euro for per ticket but never gave me back the price difference Its not only that I had sent them  emails but no reply from customer service Very bad reputation  Avoid this airline by any cost,negative,,,,,2.0,,,,,-0.5,1.0,2.0,,1.0,0.0,-0.5,,0.0,,1.0,,0.0,,
Lynx Air,airline,E Karsanu,2024-02-23,Never again will I use this airline and will not recommend to anyone Rude mannerless staff speak with people with absolutely no respect Charged  for a small carry on box and when I emailed them about it they came up with two different stories that made no sense whatsoever,negative,1.0,,,1.0,,-0.5,,,0.0,,1.0,1.0,,,0.0,0.0,,,,,,,,
SmartWings,airline,J Muran,2024-06-23,Absolutely terrible service lowcost for the price of a regular airline old and uncomfortable seats  hour delay took another hour and a half to recieve our baggage in Prague Overpriced bevarages Definetly cannot reccomend,negative,,,,,3.0,,,,,-1.5,2.0,1.0,,2.0,0.0,0.0,,0.0,1.0,,0.0,,,
Gibraltar,airport,J Burns,2018-12-23,We landed from Manchester about pm on the  Dec I went to the ladies but wished l hadnt as they were in a very poor state and smelt very bad There are not many flights landing in a day so why they are that bad I dont know The airport management must take the blame as it would not take long to check them and the manager is not over run with work are they A mop and some bleach go a long way,negative,,,,,,,,,,,,,,2.0,,,,-0.5,,,,,,
Small Planet Airlines,airline,Heidi Lee,2018-11-10,Stansted to Ivalo Flew with Small Planet to go and see Father Christmas  delayed by four hours coming back with no information or updates Claimed for food that we had to purchase it is a year ago now  I received an email stating they had received my complaint and would deal asap Have chased them three times now and never get a reply Staff were surly plane was dirty and there was no food available on the flight as they had run out of everything Avoid at all costs,negative,1.0,1.0,1.0,,2.0,-1.0,0.0,-1.0,,0.0,2.0,,,2.0,0.0,,,-1.0,,1.0,,0.0,,
Phu Quoc,airport,Deborah Stothert,2020-01-23,Travelling there in April was awful It is brand new but loads of problems  Upon arrival it took two hours to get through visa control  Leaving it took two hours to check in  Four coffees in departures US Hardly anything to buy  no tobacco and spirits more than in the UK,negative,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Cambodia Angkor Air,airline,M Alserda,2020-02-09,Ho Chi Minh to Siem Reap Horrible The price does not justify what you get This trip of h  min was as expensive as half my fare from Europe to Asia Was asked to pay  USD for a  kilo bag Not even premium airlines charge this amount The leg space also the smallest I have ever seen To get from gate to plane we were crammed in a bus like animals instead of providing  buses Should not be that hard to arrange Fortunately they did depart on time,negative,,2.0,,1.0,2.0,,0.0,,0.0,-1.0,3.0,1.0,,,0.0,0.0,,,1.0,,0.0,,,
Shandong Airlines,airline,1 reviewsW Han,2019-12-14,Yantai to Taipei A bad experience and the cabin crew were very ordinary The flight was delayed over  hour Boarding process was chaotic the meal was very poor,negative,1.0,,,,,-1.5,,,,,3.0,,,5.0,-4.5,,,-6.5,,,,,1.0,-2.0
Alitalia,airline,D Cullus,2021-09-20,Ive never seen such a bad company Rude people No service at all They lost my luggage Well it has been on delivery for the last  days Terrible choice,neutral,,,,,,,,,,,,,,,,,,,,,,,,
HiSky,airline,Oana Voicu,2024-06-27,Awful crew very bad experience zero customer service never again They treated us very poorly not even with decency to let us use the toilets during the flight They seatbelt sign was on whole h flight and had to fight with the flight assistant to go to the toilet no assistance for luggage to be handled flight delayed  hrs,negative,1.0,1.0,,,,-1.5,0.0,,,,1.0,2.0,,4.0,0.0,-1.5,,-2.5,1.0,2.0,0.0,0.0,,
Finnair,airline,Serene Mathew,2025-01-11,They promise international flights with a slightly less price option Do not fall for that The service is really bad When visiting US for just  days I didnt receive my baggage when I arrived They sent the bag to a totally different state From there the bag never made it to my destination There I was stranded in a foreign land with no luggage Their customer service is so bad They do not even bother to update the status or trace your bag,negative,,,,,1.0,,,,,0.0,,1.0,,1.0,,-0.5,,0.0,,1.0,,0.0,,
La Guardia,airport,Jane Lilja,2022-10-18,While arriving to La Guardia Terminal B from JFK after an international flight we were too early to check in There is no restaurant to relax in without going through security It was too early to check bags therefore could not go through security but had nowhere to have a drink  food  relax Very few seats Those that were provided were backless benches After a renovation it seems someone should have thought to provide food service for those arriving too early to check in Horrible experience,negative,,3.0,,,,,0.0,,,,,,,2.0,,,,0.0,3.0,,0.0,,2.0,0.0
Seattle,airport,Anthony Johnson,2024-10-05,Horrible rental service Avis had  person for over  customers Enterprise had no one at the counter  budget was closed Had a reservation and still had to wait an hour in line after my flight F  was delayed mins Horrible trip to the airport,negative,,,,,1.0,,,,,0.0,3.0,3.0,,2.0,-1.0,-1.0,,-4.0,,,,,,
Alitalia,airline,T Ellison,2021-09-24,A terrible experience A disgrace From the wifi not working not as advertised to the lack of service on flight for over  hours we were left without drinks no juices nor any other drink was served except for water that you had to get up and go ask for to the  hostesses at the checkin making sexist comments about my husband being  years older than me They literally gossiped in my face in Italian while checking my documents unaware that I speak Italian too Needless to say this happens only with Alitalia,negative,,1.0,,,,,-1.0,,,,,,1.0,1.0,,,-1.0,0.0,,,,,,
Ho Chi Minh City,airport,Guang Rong Lee,2024-12-06,My horrendous experience with the airport staff means I would never Vietnam again The airport staff have the worst attitude I have ever seen compared to many other countries My family was travelling including  elderly and  baby We were short on time The airport staff were very rude and unsympathetic they couldnt be bothered if we missed our flight We caught our flight only because other passengers were understanding and allowed us to move ahead of them,negative,1.0,,,,,-1.0,,,,,1.0,,,1.0,-1.0,,,0.0,,,,,,
Sky Airline,airline,E Malarita,2024-07-13,Terrible in every single sense No water offered in a  hours flight Arrogant people in the checkin in LIMA I offered to pay for a small guitar my son was bringing and they prohibited him to get in the plane with that He ended up losing that Seats are horrible No space for your legs and they charge you for everything,negative,,1.0,,,,,-1.0,,,,1.0,,,2.0,0.0,,,0.0,1.0,,-1.0,,,
Poznan,airport,A Wilson,2024-07-22,This has to be the worst airport I have flown from And I am travelling around the world on a regular basis Lack of food options the only two extremely expensive Disgusting unclean toilets no cleaning to be seen over flowing bins rubbish spilling onto the floor No air conditioning in an over crowded terminal with  degree heat An awful airport be hard to get any worse Terrible just terrible,negative,,3.0,1.0,,1.0,,-2.5,0.0,,-1.0,1.0,,,,0.0,,,,3.0,,-1.5,,,
Denver,airport,H Oatman,2024-12-21,Layout is horrible and constantly under construction You cannot walk to most gates from the terminal  have to wait and take a train And on top of that checked bags take  minute to travel from airplane to chat claim area Just a horrible place to spend your travel dollars  go anywhere else if you can avoid it,negative,,3.0,,1.0,,,-1.0,,0.0,,1.0,,,,0.0,,,,,,,,,
Ho Chi Minh City,airport,David Egglestone,2024-11-24,Terrible arrival process  minutes Departure was  minutes Requirement to take shoes off including flip flops Overwhelmed by passenger numbers but inadequate staff for immigration and security as not all counters open,negative,1.0,,,,,0.0,,,,,1.0,1.0,,,-1.0,0.0,,,,,,,1.0,0.0
Clark,airport,Paul Roberts,2015-12-07,Clark Philippines Domestic  The Domestic airport formerly inside the luxurious international terminal is now an awful tin shed at the side of the airport  it only services a handful of flights to Cebu One shop selling coffee and no other food yet Cebu Pacific can be up to  hours late when it comes in delayed from Singapore The toilets are filthy and smell  no cleaners No Flight Information The secret is to sit in the Check in zone outside until the last second before entering,negative,,5.0,3.0,,,,-1.0,-1.0,,,1.0,,,2.0,0.0,,,-1.0,1.0,,0.0,,,
AnadoluJet,airline,M Yunis,2024-07-21,I have booked the seats for me and my daughter and the staff changed the seats which made me  and my daughter  When I asked the staff to keep our seats she said its system and when I asked at least put my daughter next to me she said its not my job The surprise that the seat next to me in  was empty Really rude and disrespectful staff,negative,1.0,,,,,0.0,,,,,,,,1.0,,,,0.0,,,,,,
Coimbatore,airport,2 reviewsHJJarim,2018-04-22,The airport international departure section was very bad The waiting area is very dirty The security check will begin only  hour before departure and you will have to wait outside until that time The money exchange there is a loot They charged us  inr for one usd which is almost  rs more,negative,,2.0,1.0,,,,-2.0,-1.5,,,3.0,1.0,1.0,,0.0,-1.5,0.0,,,,,,1.0,-1.0
Aruba Reina Beatrix,airport,Helen Mondeo,2025-01-14,Lines are backed up at this airport with only  luggage scanners working We stood in a hardly not moving line for  hrs and almost missed our flight The staff seems to work hard but doesnt explain anything as to what is causing the backed up lines Not looking forward to travelling to Aruba because of the horrible departure,negative,1.0,,,,,0.0,,,,,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,,,
Riga,airport,Manfred Marunge,2024-06-17,The worst airport I have ever seen No overview where to find I found myself in a labyrinth of parfum shops I was looking for a Restaurant run up and down There are no  acceptable signs only fast food or bad convenience shops No quiet place where I can make my work and make a phone call with a customer There is rock music everywhere No noise reducing walls etc Security check absolutely overdone,negative,,3.0,,,,,-0.5,,,,2.0,1.0,,,-0.5,0.0,,,2.0,,-0.5,,1.0,0.0
Cambodia Angkor Air,airline,M Alserda,2020-02-09,Ho Chi Minh to Siem Reap Horrible The price does not justify what you get This trip of h  min was as expensive as half my fare from Europe to Asia Was asked to pay  USD for a  kilo bag Not even premium airlines charge this amount The leg space also the smallest I have ever seen To get from gate to plane we were crammed in a bus like animals instead of providing  buses Should not be that hard to arrange Fortunately they did depart on time,negative,,2.0,,1.0,2.0,,0.0,,0.0,-1.0,3.0,1.0,,,0.0,0.0,,,1.0,,0.0,,,
Cancun,airport,Sebastien de Dianous,2023-01-05,Worst airport in the world Bad signage bad logistics circle road system Traffic outside the airport is crazy took us over  hours to get to the main highway But theres worse a local mafia is running the TAXI business outside the airport They charge you  just to take you to the hotel area of the airport which is barely  min away More expensive than Paris or London A complete ripoff,negative,,1.0,,2.0,1.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,
Avianca,airline,Jimmy Egas,2025-04-05,Absolute worst experience in my life First time flying Avianca because of the times of the flights worked well for me but it was the worst mistake Ive ever made Horrible customer service wanted to charge me  for carry on bags Horrible WhatsApp and phone service They are unethical Delays on flights cancellations Added so much stress to my travels I will never ever fly with this terrible company and I will never recommend it to anyone,negative,,,,1.0,,,,,0.0,,2.0,1.0,,1.0,-1.0,-2.0,,0.0,,1.0,,0.0,,
Passaredo,airline,Andre Moreira,2023-12-07,Terrible airline Flew roundtrip CGHIZACGH and on my first flight NOV Z  LA we had a delay of over  hour because one of the crew members did not show up to work In the meantime we had to wait inside the aircraft with AC off and not even a glass of water was offered On the return flight NOV flight Z  LA was on time but AC wasnt working properly seats had broken armchairs broken tray and ac fully of dust Nasty and dirty aircraft Dont fly PassaredoVOEPASS,negative,1.0,1.0,1.0,,,0.0,0.0,-1.0,,,4.0,1.0,,3.0,0.0,0.0,,0.0,1.0,,0.0,,,
Los Angeles LAX,airport,S Morris,2024-06-17,To be a premium passenger at Tom Bradley Terminal is deplorable for  The line for a k ticket in business class is always horrible They need a separate line so passengers can enter and start spending money You lose so much revenue people standing in a line and not buying food or drinks Or retail Some things just never change and keep LAX in the bottom of airports on the world,negative,,2.0,,1.0,,,0.0,,0.0,,1.0,1.0,,1.0,0.0,0.0,,-1.0,,,,,,
Rome Ciampino,airport,Valentina Contofan,2019-11-24,It was terrible We arrived at the airport at midnight and the airport was closed It was very cold and rainy we were wet from the rain and sat in the cold stairs with many others for hours until  am when they open the doors It was crowded and all of us didnt expect that the airport was closed especially in a big city like Rome,negative,,,,,,,,,,,,,,,,,,,1.0,,-0.5,,,
Ontario,airport,Jeannie A Gephart,2021-05-25,This is the rudest airport I have ever been to Nothing but issues Issues with going through security with a  yr old and all they did was yell and did not seem to understand or even help I will never fly to or from this airport again and I will be letting family and friends know how the experience was Also the place is very dirty and disgusting,negative,,,1.0,,,,,-2.0,,,,1.0,,,,0.0,,,,,,,1.0,0.0
VietJet Air,airline,W Brissie,2025-03-11,hours delayed Truly horrible food No in seat power No airbridge used  hour in passport control No online checkin when flying out of HCM so check in takes hours Book at your own peril,negative,,1.0,,,,,-2.0,,,,2.0,1.0,,2.0,0.0,0.0,,-4.0,,,,,2.0,0.0
Basel Mulhouse,airport,Leeann Olivier,2023-10-02,Absolutely shocking experience Ive travelled for over  years and this is the worst experience Ive had Unbelievable in a country like Switzerland I went through  passport controls It was like a rabbit warren Flight delayed by  hours and zero communication up until  minutes before flight We were given  euro food vouchers but only one cafe which had no food Never again Embarrassing,negative,,2.0,,,,,0.0,,,,1.0,,1.0,2.0,0.0,,0.0,-2.0,,,,,2.0,0.0
Super Air Jet,airline,Patrick Hityahubessy,2024-10-09,We had a flight from Bali to Jakarta IU  Plane had technical difficulties We are waiting already  hours No information or drinks anything I never had such a bad service,negative,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,,0.0,,,,,,
Hyderabad,airport,1 reviewsN Rajashekhar,2024-07-07,Travelling from Bangalore to Nashik via Hyderabad Worst airport experience at Hyderabad Airport  For domestic transfers they have single line security check queue was very very long Domestic transfers passengers were under pressure of catching next flight but no one were assisting them Security staff CISF people are very rude Gates are extremely scattered,negative,1.0,1.0,,1.0,,-1.0,0.0,,0.0,,4.0,3.0,,1.0,0.0,0.0,,0.0,,1.0,,0.0,1.0,0.0
Ravn Alaska,airline,Diana Hutt,2015-11-20,I have flown out of Homer  times this year to Anchorage and Ravn Alaska was never on time One time it was so late we missed our connectung flight This is our only choice in Homer If you take that flight make your connecting flights a few hours out and expect a delay Then you wont be dissapointed,neutral,,,,,,,,,,,3.0,,,1.0,0.0,,,0.0,,,,,,
Ernest Airlines,airline,S Ward,2019-08-17,Venice to Tirana Avoid like the plague Absolutely horrible service at check in Arrived  hours early and had to dash to security because of lack of signage and terribly slow service at check in lines Baggage policy is very strictkg limit and  euros for every kg over Agents were outwardly hostile,negative,,,,,,,,,,,2.0,2.0,,,-0.5,0.0,,,,,,,1.0,0.0
Seattle,airport,Anthony Johnson,2024-10-05,Horrible rental service Avis had  person for over  customers Enterprise had no one at the counter  budget was closed Had a reservation and still had to wait an hour in line after my flight F  was delayed mins Horrible trip to the airport,negative,,,,,1.0,,,,,0.0,3.0,3.0,,2.0,-1.0,-1.0,,-4.0,,,,,,
El Al Israel Airlines,airline,Daniel Argo,2024-03-02,Such a bad service Changing flight time and no response from service at all Been waiting now for  days to get a response Just stay away Always some bad experience with them,negative,,,,,,,,,,,2.0,1.0,,1.0,-0.5,0.0,,-0.5,,,,,,
Spirit Airlines,airline,P Sudeep,2025-04-01,Worst airline experience Flight delayed by  hours No refund no out of pocket expenses and the staff was extremely rude in responding to any requests One day prior to this I had same experience with spirit when flight was delayed by  hours Never flying these guys again,negative,1.0,,,,,-1.0,,,,,2.0,1.0,,2.0,0.0,0.0,,-4.0,,,,,,
Princess Juliana Intl,airport,Suzanne Kenny,2023-12-15,Been coming here since  The airport has grown been destroyed in hurricanes and now  years after the last hurricane it is starting to recover However in the new and improved departure area gates there is only  bathroom  toilets in the womens and  family toilets This is crazy All kinds of fancy new fixtures but the hand dryers dont work Worse the staff is rude and doesnt care They are too busy chatting to each other Despite the repairs the airport is still dreadful,negative,1.0,4.0,,2.0,,-1.0,0.0,,0.0,,,,,,,,,,2.0,,0.0,,,
Skytrans Airlines,airline,Jennifer Stockdale,2024-02-01,Our flights were delayed and delayed and then finally cancelled They expressed we would get a refund and  months later still no refund I called  months ago and the woman on the other line expressed that it had been approved and has now gone to the accounts team for action  months later and not a peep Im infuriated Another airline needs to take up this small route gap because the one that does are horrible and unreliable,negative,1.0,,,,,0.0,,,,,2.0,1.0,1.0,2.0,0.0,0.0,0.0,-2.0,,,,,,
Bourgas,airport,P Spencer,2019-06-30,Terrible every step of the way Arrivals was a complete shambles with no queues marked out and a free for all at the gates Departure was equally bad with over an hour queue getting through security etc  the airport is completely overwhelmed by numbers and cannot organise a thing,negative,,1.0,,,,,0.0,,,,1.0,1.0,,,-0.5,-0.5,,,,,,,1.0,0.0
SmartLynx Airlines,airline,Jeremy Schmith,2023-12-04,Very sad experience on Dec rd  in Berlin Airport They had to leave  people behind in Berlin because in the airplane there were a few seats that were not functioning properly apparently Regardless of our emotions or business duties we had going on in Dubai Of course money is going to be refunded but I still cant understand how badly a flight can be organised that you oversell tickets because of badly maintained seating in economy class Very poor management with high damage to us as passengers,negative,,1.0,,1.0,,,-0.5,,0.0,,,,,3.0,,,,0.0,1.0,,-0.5,,,
Dalaman,airport,Gar Pross,2024-09-07,Worst airport ever Rude staff at passport control and at security Cost of food is extortionate  for basic MacDonalds I paid  for four basic drinks and small snacks I am well travelled and this is by far the worst airport I have ever had the misfortune to depart from It has put me off returning to Turkey I am not surprised that tourism is on the decline,negative,1.0,2.0,,,1.0,-2.0,0.0,,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,3.0,-3.0
Lyon,airport,Bob Penn,2023-04-16,After some bad experiences whilst the new terminal was built I thought I would give it another go I will not be making that mistake again Arrived  hours before flight home on  Got to gate hours later  thankfully plane had been delayed or we and pretty well everyone else due to travel would have missed it Inadequately staffed and managed and thoroughly unpleasant end to our holiday Oh and WiFi not working,negative,1.0,3.0,,,,0.0,-1.5,,,,1.0,,1.0,2.0,0.0,,0.0,-1.0,,,,,,
