review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_classification
Beirut,airport,Andre Vogt,2020-01-31,Because of all the bad reviews I arrived hrs prior to departure There was no security check to enter the building you could just step in As I flew with Ryanair to Cypres EU passport I asked at the Ryanair counter if my printed online boarding pass is ok It was I was the only passenger to proceed the security checks at that time so I could just walk through Overall I was airside in minutes and enjoyed the Cedar Lounge,10.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Negative
Surat Thani,airport,6 reviewsAlain Descrieres,2016-03-06,Small international airport International flights limited to a few charters from China Arrival hall domestic has only one conveyor belt which did not work on the day I arrived so luggage were brought in very swiftly by handcart Taxi and shuttle bus available to city center km away Domestic departure hall is adequate and departure gates have sufficient seating a coffee shop and wifi,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Washington National,airport,30 reviewsZiauddin Ahmed,2024-04-25,I used this airport several times past few years This time I was traveling to Greenville SC I found the Airport was improving in terms of services and facilities This airport is not too large one but it has all basic facilities Moreover it is located in the central of Washington DC,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Libyan Airlines,airline,G Misioch,2009-02-09,TUNTIP Checkin at Tunis was efficient and staff generally friendly Boarding at the gate was chaotic While on the runway the plastic emergency exit covering came off The pilot came and put it back on Plane then proceeded with takeoff The food was standard and staff friendliness on board ok although only with limited English skills Onboard announcements were in Arabic only The interior was worn emergency cards in seat pockets were still from the former owner of the plane a defunct French airline,2.0,Neutral,Negative,Positive,POSITIVE,Positive,,,Negative
Newcastle,airport,B Marley,2022-09-20,Over minutes to get through passport control Travelers and staff looking cold and tired as midnight passes flights luggage all coming onto carousel others silent and still It was an opportunity to shine and it wasnt taken even a hot drink would have made it more bearable No explanation for delays given by any staff,3.0,Neutral,Negative,Negative,POSITIVE,Positive,,,Negative
Tunis Carthage,airport,D Thomas,2021-06-25,Corruption and extortion are alive and well at this airport Both myself and four colleagues in the following days were asked for our passports and then dollars to return them from officials at this airport It has been a while since this last happened to me in any country at any airport but this place stands out Who would want to visit this place for business or vacation Never again,1.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Negative
Eswatini Air,airline,Xavier Masule,2023-06-07,Flight slightly delayed but arrived slightly ahead of time by minutes Crew well presented and very professional Meal type and beverage selection an overkill for such a short flight Will fly Eswatini Air again,9.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Negative
Nordavia,airline,Skytrax Editor,2020-08-19,Nordavia has been renamed as Smartavia and reviews can be found on this new linkSmartavia Reviews,0.0,Positive,Neutral,Neutral,POSITIVE,Positive,,,Neutral
Freetown,airport,Peter Bedson,2006-05-28,Much better than it used to be they seem to have clamped down on the baggage handlers and general hangers on trying to extract dollars from you on the way in On the way out no real problems aside from a few panhandllers trying to take a last opportunity to rip you off Dont miss the duty free shop it looks awful from the outside but is really well stocked and cheap,0.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Negative
Baltimore Washington,airport,E Colton,2024-02-12,TSA worker screaming at everyone She removed purse shoes and jacket from the bin where I was told to place them She threw each item on the belt individually Never stopped hollering,2.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Negative
Turin,airport,Mark Griffiths,2022-12-24,Awful from front desk to boarding airport is like a sauna staff are rude and dont want to be here but then there is only a handful of staff No information for English lucky I speak Italian it makes you appreciate Gatwick and Heathrow,1.0,Negative,Positive,Negative,POSITIVE,Positive,,,Neutral
Springfield-Branson,airport,S Randolph,2015-07-09,Brand new airport very wide halls built for large increase in passenger load very spacious short TSA lines,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Viva Air,airline,D Hayle,2022-09-05,Worst company Never gonna take this company again I should have look at the reviews before booking Hate their service The price can be good but youll prefer any other companies its a promise,1.0,Negative,Neutral,Neutral,POSITIVE,Positive,,,Negative
Antwerp Deurne,airport,S Smith,2010-05-07,So refreshing to be able to use Duerne instead of Brussels Less than minutes from plane to car this week and that included collecting a bag On return I checked in about minutes before the flight hardly any queue,5.0,Positive,Neutral,Neutral,POSITIVE,Positive,,,Neutral
Canaryfly,airline,4 reviewsAndrii Chaika,2017-11-30,Las Palmas to Tenerife Not a great experience The plane had SwiftAir livery even though it was CanaryFly flight The plane was old and produced terrible noise during takeoff I have flown the ATR not once but it was only such experience The airline had a free seating policy It was OK as there were only people in the plane capable of The crew provided only water,2.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Plovdiv,airport,M Jonkman,2015-05-25,Parking in front of terminal is not free anymore However the first minutes still are Distance to the center of Plovdiv is about km Plovdiv taxis are reasonably priced,9.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Udon Thani,airport,Jim Timmerberg,2010-12-21,This is a very comfortable and affordable airport There are a number of shops on the ground floor with very reasonable prices also Thai massage at the end of the ground floor again with very reasonable prices Theyve replaced the lounge chairs in the past two years and the new chairs are nicely padded The only negative is that you will likely have to walk across the tarmac to board your plane No problem in the winter but Im not sure how that works during the rainy season,5.0,Neutral,Negative,Positive,POSITIVE,Positive,,,Negative
Air Europa,airline,28 reviewsRobert Watson,2024-10-20,Usual poor service Only booked with Air Europa to use up my air miles They cancelled my seat reservations made at time of booking They never explained but I guess because by the time of flight my status has changed from elite plus to elite Always good to see their ability at annoying their regular customers is at its finest once again I would recommend they do not serve food as it is revolting and just adds to the perception of them taking their customers for mugs,4.0,Negative,Positive,Neutral,POSITIVE,Positive,,,Neutral
Burbank Glendale Pasadena,airport,Joaquin Quinto,2008-11-05,Small airport dating back to the early days of aviation when the thinking was that would be aerodromes in most towns Today BUR is convenient airport for those wishing to avoid LAX You pick up your bags from the baggage conveyor belt outside the terminal,3.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Hobart,airport,Kiara L'Herpiniere,2022-03-02,No one checked our vaccination upon entry which raises alarm bells Jetstar staff as usual are incredibly rude and money grabbing The facilities are cute and basic,4.0,Neutral,Negative,Negative,POSITIVE,Positive,,,Negative
Read more,airport,Donna de Jong,2025-04-05,Like many airports food and drinks are much too expensive I do therefore I also do not want to buy water It is not allowed to take bottled water through customs so most airports have free tap drinking water Also this airport But they are all disconnected I find this outrageous To have access to drinking water is a right,7.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Fukuoka,airport,Yiwon Joo,2024-07-07,When I arrived at this airport from incheon the immigration lines were long It took me more than an hour to get out of the airport I headed to Incheon a few days later Security and immigration was actually fine although I found the facilities a little old There were plenty of places to shop and relax but I wished that there were more food choices Overall this is a small but functional airport,6.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Hamilton,airport,Brad Thompson,2013-08-11,Hamilton International is a great little airport and very convenient for people trying to avoid the hustle and bustle of Pearson My family is located in southern Ontario and I always use this airport The only complaint I would have is the decision of management to serve no alcoholic beverages,8.0,Neutral,Negative,Positive,POSITIVE,Positive,,,Negative
Baltimore Washington,airport,E Colton,2024-02-12,TSA worker screaming at everyone She removed purse shoes and jacket from the bin where I was told to place them She threw each item on the belt individually Never stopped hollering,2.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Negative
Burbank Glendale Pasadena,airport,E Mabley,2011-10-17,Burbank provides a convenient and easy alternative to LAX although the departure hall in Terminal B is too small to accommodate more than flights at a time There were flights an MD a and CRJ regional jets boarding simultaneously and the small space and cramped conditions caused confusion and delayed boarding for everyone,6.0,Positive,Negative,Negative,POSITIVE,Positive,,,Neutral
Warsaw Modlin,airport,R Annette,2022-05-29,Uncomfortable poor facilities dirty and crowded Dirty smelly toilets Such a shame at the end of our trip as for the rest of it I found Poland to be so clean and pleasant,2.0,Negative,Negative,Positive,POSITIVE,Positive,,,Negative
Tromso,airport,2 reviewsAndry Castro,2022-02-08,It is a nice and small airport but it is in compliance with the city and the air movement in the region The most negative point is the few stores and food options There are checkin machines and circulation is relatively fast,8.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Helsinki Vantaa,airport,Jackie Sayers,2024-09-08,Swanky new recliner seats around Gate but only if you are under foot or over foot tall At the headrest was painfully positioned forcing my chin onto my chest Shame because everything else is brilliant,9.0,Neutral,Negative,Neutral,POSITIVE,Positive,,,Neutral
Tbilisi,airport,C Hajer,2024-03-13,Staff are very rude They checked me thoroughly and ask to open my bag and not to touch anything i was just standing there and they are also checking the other passengers coming after mins i ask the security if i can go and get my bag she said oh yes you can i forgot She made me wait for nothing They have an overpriced for their food inside the airport I will share this experience to my colleagues and other friends,1.0,Negative,Positive,Negative,POSITIVE,Positive,,,Negative
Springfield-Branson,airport,S Randolph,2015-07-09,Brand new airport very wide halls built for large increase in passenger load very spacious short TSA lines,10.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Neutral
Livingstone,airport,Joaquin Quinto,2012-08-05,Long lines await you when you arrive and need to visa to enter the country There are only two counters one for visas and the other for travellers who do not need visas The arrival hall is small but the waiting drivers etc are gathered respectfully outside the terminal building The airport is not far from the town,7.0,Neutral,Positive,Neutral,POSITIVE,Positive,,,Negative
Kinshasa,airport,Dave Stanley,2006-06-30,The airport is not as bad as some of the earlier reports suggest Having a local guide meet you and handle the formalities will help a lot Most people hand over their passports tickets and baggage to these people and allow them to sort out the problems,0.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Negative
Burnie Wynyard,airport,G Wilson,2008-03-14,Small NW Tasmanian airport with flights to Melbourne Tasmanian destinations Neat tidy with easy checkin baggage collection Small cafeshop enough seating for size of aircraft using airport Not a bad little airport,4.0,Neutral,Positive,Negative,POSITIVE,Positive,,,Negative
Guilin Liangjiang,airport,Eric Wong,2016-05-03,Guilin airport is not as big as I thought for the number of passengers the shopping places are limited and I could hardly find a decent cafe here Crowded terminal obviously cannot cope with the number of travelers The goods offered in shops are expensive and water is not provided anywhere as any other airports do,7.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Nairobi,airport,Johan Olivier,2023-01-09,Very expensive compared to any other airports that I have used Facilities are very basic The inflight information board does not update making it difficult The announcement is also done in a local accent that is not clear,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Manila,airport,Renald Bernard,2024-11-22,I have never see anything like this They scan your carry on bag it is ridiculous They scan it again before entering the plane and after you pass customs They sit you behind the a gate like a bunch of animals if you go to the washroom just beside your seat but the other side of the blue ribbon you have to go in the line up again It is my last time with Philippine Airlines never again,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Quebec City,airport,Mary Johns,2013-09-30,Arriving from the US was easy and fast No long walks not monorails no buses You get off the plane go to customs get your suitcase change some money and grabbed a taxi all with a minimum of traipsing around Most efficient arrival anywhere Departure not so good Airlines staff was late opening checkin lines Baggage check man ridiculed my attempts to speak French and the woman operating the Xray was rude to passengers Furthermore the airport offers little in the way of food for purchase and dutyfree items,6.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Astana,airline,Olzhas Adil,2023-07-15,I fly this airline weekly for AlmatyBakuAlmaty and I have never ever had the flight on time minutes delay is routine for Air Astana They have to reassess their attitude and schedule because those repetitive delays are not acceptable for what they call star airline The airline prices are not on level of service they provide either Disappointing service to be honest,5.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Surinam Airways,airline,A Barua,2021-12-06,Do not book with them Couldnt travel due to COVID last year and Im still trying to get a refund I got an email in July saying theres a delay in getting refunds out and then I sent two more emails in October with absolutely no response to either Its December and Im still trying to reach them Dont do it Its not worth it Im out over for an unused ticket,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tbilisi,airport,Hayssam EL Amin,2022-07-14,Reading all the bad reviews I cannot help but agree on how rude and unprofessional the airport staff is Check in staff eating pumpkin seeds security staff with a massive ego and immigration officers acting in a disrespectful manner Even the food and beverage staff have no clue about service and hospitality Being such a beautiful tourist destination you would think service is a priority but we found it very disappointing Good food great nature and not the warmest people,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Prague,airport,C Scott,2024-11-24,Queue for passport control took an hour despite not a huge amount of people to handle Only open for non EU and including machines open for EU Most the guys on EU had a nice hour break Bags on time but you expect so after an hour delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
San Jose Intl,airport,4 reviewsMatt James,2016-08-05,Landed at San Jos airport at pm from ATL as scheduled but we had to wait minutes for our gate to open Once I finally got off the plane and inside the airport it was difficult finding the way to the parking garage because the signs are confusing It took longer than expected to get out of the parking garage For a small airport this place is packed The good thing is weatherrelated flight delays are rare which is what makes me prefer this airport over SFO,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tunisair,airline,E Karsten,2025-02-03,Flight more than hrs delayed which information only given in pieces of h long after the promised departure time despite already long before visible on Flightradar Meal voucher worth given basically enough for a bottle of water Not in line with EU regulations No online checkin No excuse no explanation Friendliness of cabin crew nonexistent,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
San Jose Intl,airport,4 reviewsMatt James,2016-08-05,Landed at San Jos airport at pm from ATL as scheduled but we had to wait minutes for our gate to open Once I finally got off the plane and inside the airport it was difficult finding the way to the parking garage because the signs are confusing It took longer than expected to get out of the parking garage For a small airport this place is packed The good thing is weatherrelated flight delays are rare which is what makes me prefer this airport over SFO,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Dubai,airport,6 reviewsFranck Janet,2025-02-02,The airport police in Dubai are really unpleasant When I went through security one officer made me remove my suspenders even though they were attached to my trousers and difficult to take off and put back on He couldnt have cared less In general locals in Dubai are not particularly friendly In Dubai they probably believe that quality of an airport is the infrastructure but for me it is people who make the difference,5.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Iloilo,airport,J Laneso,2022-11-06,The guards on the entrance are so rude he would even raise voice which was unnecessary imagine having a super early flight where you still feel sleepy someone random would shout about the luggages I knew what to do with it I fly all the time and there were absolutely no need for him to be so disrespectful,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Cluj-napoca,airport,Dana Benea,2023-06-16,Rude employee and unhelpful My elderly mum had priority ticket and needs support walking I wanted to help her boarding but we got sent back queuing because I didnt have priority ticket Ive asked the guy at the gate to help my mum he replied she is not my mum Im not helping So we went back to the end of the line What a disgraceful attitude towards elderlies This is a young guy who needs to learn how to speak and act with people Unfortunately he doesnt wear a badge so I dont know his name,2.0,Negative,Neutral,Negative,NEGATIVE,Negative,,2/4,Positive
Turin,airport,Alec Don,2019-12-29,Turin does passport checks for departing passengers The service is absolutely appallingly slow Please get your act together Turin airport border service,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Hobart,airport,Christine Sarandis,2016-09-29,I think the airport itself is absolutely fine but the food choices are absolutely appalling if you are traveling after We had a delay and a hour wait and all that was available was one cafe selling pizza pasta and toasted sandwiches which were exhorbitantly expensive and not very nice There was no fresh food and no choice A disappointing end to an absolutely brilliant day road trip around that lovely state,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Kish Airlines,airline,JuYoung Han,2013-05-04,MehrabadKish not the best airline i have ridden After a long delay we were all put in a little bus that took us to an ancient plane The plane was very old seats were cramped seatbelts were broken and the plane itself was very small I was very surprised to see food but it wasnt very wonderful However Iranian standards arent very high,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Quebec City,airport,Mary Johns,2013-09-30,Arriving from the US was easy and fast No long walks not monorails no buses You get off the plane go to customs get your suitcase change some money and grabbed a taxi all with a minimum of traipsing around Most efficient arrival anywhere Departure not so good Airlines staff was late opening checkin lines Baggage check man ridiculed my attempts to speak French and the woman operating the Xray was rude to passengers Furthermore the airport offers little in the way of food for purchase and dutyfree items,6.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Rio De Janeiro,airport,S Arora,2020-01-08,Dumont airport terrible service by GOL The queue has not moved for over hours Nobody speaks English for an airport thats full of passengers flying to and from overseas We dont understand why is there a delay nobody speaks the language and none of the staff are bothered From what we understood some people fought with the guy who looks like the supervisor and they were pushed in front What a joke Enjoyed Rio but wont be back thank you,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Rio De Janeiro,airport,S Arora,2020-01-08,Dumont airport terrible service by GOL The queue has not moved for over hours Nobody speaks English for an airport thats full of passengers flying to and from overseas We dont understand why is there a delay nobody speaks the language and none of the staff are bothered From what we understood some people fought with the guy who looks like the supervisor and they were pushed in front What a joke Enjoyed Rio but wont be back thank you,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Prague,airport,C Scott,2024-11-24,Queue for passport control took an hour despite not a huge amount of people to handle Only open for non EU and including machines open for EU Most the guys on EU had a nice hour break Bags on time but you expect so after an hour delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Kittila,airport,Nadine Hawkins,2022-12-04,Small airport Lack of ground staff so long delays with baggage reclaim Not much seating Not many facilities Staff not particularly helpful Staff not sure which belt our luggage will even be on when it finally arrives Not a good start to our holiday Toilets have run out of toilet paper Avoid if possible,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Tunisair,airline,E Karsten,2025-02-03,Flight more than hrs delayed which information only given in pieces of h long after the promised departure time despite already long before visible on Flightradar Meal voucher worth given basically enough for a bottle of water Not in line with EU regulations No online checkin No excuse no explanation Friendliness of cabin crew nonexistent,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Zagreb,airport,I Garlen,2023-05-11,Arrogant unprofessional and rude passport control police officers without a smile or greeting Do not expect anything better Welcome to the Balkans Although they think highly about them selves being western European country with western standards they are far far away from the west,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
SereneAir,airline,Omer Iqbal,2024-04-06,Still waiting hours for my flight to even open check in Always choose something other than this terrible airline If Serene airline is your only choice its better to not travel,1.0,Negative,Positive,Negative,NEGATIVE,Negative,,2/4,Neutral
Surinam Airways,airline,A Barua,2021-12-06,Do not book with them Couldnt travel due to COVID last year and Im still trying to get a refund I got an email in July saying theres a delay in getting refunds out and then I sent two more emails in October with absolutely no response to either Its December and Im still trying to reach them Dont do it Its not worth it Im out over for an unused ticket,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Astana,airline,Olzhas Adil,2023-07-15,I fly this airline weekly for AlmatyBakuAlmaty and I have never ever had the flight on time minutes delay is routine for Air Astana They have to reassess their attitude and schedule because those repetitive delays are not acceptable for what they call star airline The airline prices are not on level of service they provide either Disappointing service to be honest,5.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Vienna,airport,Martin Burian,2024-08-31,Often late in dispatching luggage especially on weekends Crowds of people waiting for no good reason Often too few immigration officers at border control Overall tiring exercise,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
T'Way Air,airline,Sharifuddin Mohamed Ali,2023-12-06,Kept on delaying but passengers were kept in the dark Announcements made only in Korean language til we have to ask ourselves what was going on when the flight will be departing etc Supposed to be a memorable family day trip to Jeju but got ruined at the end of the day Thanks to Tway,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Malta,airline,Sophie Jeitler,2023-03-31,Worst flying experience ever We have to wait hours to get back home We sleep on floors but then security comes and tells us were not even allowed to sit on the floor They want us to stand for hours On the flight from Vienna to Malta we werent even offered drinks and I dont mean free drinks but not even an option that we could buy them If you want to travel with Air Malta dont do it Save your time money and everything If you still want to go beware that you going to end up in trouble,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Blue1,airline,E Birman,2012-10-03,HELARN a very full flight operated by Golden Air for Blue frequent airplane substitution Economy Extra is at the back at the plane upon boarding Seat comfort and space is poor even for Economy I enjoyed the cheerful service and the nice fresh meal Flight departed and arrived with a slight delay This is nevertheless about the level of a competitors regular Economy Class fare but priced a bit higher the level of space especially is totally unacceptable for anything above LCC Economy,6.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Pune,airport,R Raj,2018-12-05,Not clean not many shops open during the night No maintenance at all Its not lively No professionalism Hence I would not recommend this airport,1.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Positive
Pune,airport,R Raj,2018-12-05,Not clean not many shops open during the night No maintenance at all Its not lively No professionalism Hence I would not recommend this airport,1.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Positive
Tigerair,airline,K Olivia,2022-11-08,Unorganized ground staff at checkin counter flight Don Muang to Taipei for pm Information was not cleared indicating regarding Japan Covid restrictions Did not provide alternate options for rescheduling or cancellation due to unknown circumstances Taipei airport poor quality of ground staff service especially guidelines for passengers,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Trieste,airport,H Reade,2024-04-01,This airport has the worst seating of anywhere There is not enough and the benches that are there are metal and freezing cold to the point that it could easily give you a numb bum A second bad thing is the vip lounge not a VIP lounge as its basically a room with comfortable seating and a kettle that you have to know a PIN code to get into On the positive side its clean and has lots of space and the staff whilst not very friendly are professional,4.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Belavia,airline,N Balezheva,2021-02-10,Covid N Belavia My wife travelling on transit Belavia flights via Minsk was just not allowed to exit the airport even with negative Covid test so has to sleep in the airport tonight This is in a contraction with the resolution N regulating border control during pandemic period So think twice before booking Belavia tickets via Minsk,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Kittila,airport,Nadine Hawkins,2022-12-04,Small airport Lack of ground staff so long delays with baggage reclaim Not much seating Not many facilities Staff not particularly helpful Staff not sure which belt our luggage will even be on when it finally arrives Not a good start to our holiday Toilets have run out of toilet paper Avoid if possible,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Albuquerque,airport,A Sanchez,2018-03-01,Very rude TSA been through many time and always felt it was very quick and easier to get through other than the airport staff Not the airline staff they are great But TSA are almost always rude barely smile and speak down to people going through Not just my family but others around us in the line and really there is nothing you can say It is not necessary to always look like you are in a bad mood and dont want to be at work,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Keflavik,airport,R Hanu,2024-07-22,Terminal seating is very difficult Wooden chair with gaps are difficult to seat No chance seating for more time No cushion seats It should improve,4.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
East Midlands,airport,M Larby,2023-09-05,Ok flying out form this airport but coming back from our holiday we landed at pm what a really bad experience There were in our party of them were children it was late at night traveling back they just dont care It took us hours just to get though passport control to get to our baggage only person on passport control and he didnt care Well we never go there again,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
ViaAir,airline,Trent Parks,2018-11-10,Austin to Oklahoma City Writing this review from the car of one of my fellow Via passengers as were currently driving to Oklahoma City from Austin hours because after the initial hour delay the plane arrived and had a door malfunction that was a minimum delay of more hours with no assurance that they wouldnt have to cancel the flight So we decided that there was a greater chance of making it to Oklahoma City if we just drove instead Hopefully theyll refund our money Too bad they wont reimburse my lift,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Zagreb,airport,I Garlen,2023-05-11,Arrogant unprofessional and rude passport control police officers without a smile or greeting Do not expect anything better Welcome to the Balkans Although they think highly about them selves being western European country with western standards they are far far away from the west,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
FLYONE,airline,Catalina Oprisan,2025-02-16,Worst experience and flight company Never again Flight from Bucharest to Antalya I do not recommend does not respect health and safety standards Luggage destroyed they offered a euro voucher I never accepted No respect for clients,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
TransNusa,airline,T Che,2024-09-13,Was unfortunate to try their new Subang Jakarta route Both to and from flights delayed by hrs return flight from Jakarta was pm which was first rescheduled to pm then then then and finally pm writing this review at hoping flight will take off,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Jetblue Airways,airline,K Strauss,2025-01-02,I dont know who is operating the website between the Boarding Pass is printed out it does not reflect the true information Almost as a Mosaic in my last three trips I was given E and F boarding group instead of B group As Mosaic it doesnt give Mosaic group but C Customer Service does not help letters are not being answered to Very sad because this is not what is being promised at the time I am buying the tickets,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Positive
Royal Jordanian Airlines,airline,24 reviewsMichael Binas,2025-03-12,First time flying Royal Jordanian Flight delayed for two hours Unbearably hot temperature inside the cabin Crew disinterested in what they do Flight half full is a sign that probably many are not showing interest on this airline,4.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Hobart,airport,Christine Sarandis,2016-09-29,I think the airport itself is absolutely fine but the food choices are absolutely appalling if you are traveling after We had a delay and a hour wait and all that was available was one cafe selling pizza pasta and toasted sandwiches which were exhorbitantly expensive and not very nice There was no fresh food and no choice A disappointing end to an absolutely brilliant day road trip around that lovely state,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
SATENA,airline,Melanie Amaya,2018-01-17,San Andres to Providencia I dont recommend using this airline We had to be at midday in Providencia Island and Satena cancelled our flight They did not gave us any option to be on time for an event that we have We are people This was a connecting flight and we had other flights paid hotels booked and an event organised,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Wroclaw,airport,Rebecca Brincat,2023-12-20,Horrible treatment given Staff are not adaptable and were not empathetic or considerate Just wanted to be difficult and unhelpful On the other hand security checks were very nice,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Karachi,airport,Zes Ale,2018-05-26,Not Verified Karachi Airport is nice but badly needs renovation as it is some years old airport Also they need to work on the satellite concourse as they look outdated from inside and too compact with no space for expansion for retail and neither the gates Disembarkation bridge is nice and modern,6.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Dubai,airport,6 reviewsFranck Janet,2025-02-02,The airport police in Dubai are really unpleasant When I went through security one officer made me remove my suspenders even though they were attached to my trousers and difficult to take off and put back on He couldnt have cared less In general locals in Dubai are not particularly friendly In Dubai they probably believe that quality of an airport is the infrastructure but for me it is people who make the difference,5.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Lagos,airport,Mark Patton,2016-06-04,Lagos Airport cleanliness was horrible Checkin time was outrageously long Checkin hall was not air conditioned Lounge was fine Customer service was fine not great though WiFi is not secure Flight info boards are incorrect when I flew South African Airways last year our flight was late but the board said On Time overall airport was poor,2.0,Negative,Negative,Positive,NEGATIVE,Negative,,2/4,Neutral
Iloilo,airport,J Laneso,2022-11-06,The guards on the entrance are so rude he would even raise voice which was unnecessary imagine having a super early flight where you still feel sleepy someone random would shout about the luggages I knew what to do with it I fly all the time and there were absolutely no need for him to be so disrespectful,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Kish Airlines,airline,JuYoung Han,2013-05-04,MehrabadKish not the best airline i have ridden After a long delay we were all put in a little bus that took us to an ancient plane The plane was very old seats were cramped seatbelts were broken and the plane itself was very small I was very surprised to see food but it wasnt very wonderful However Iranian standards arent very high,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Vienna,airport,Martin Burian,2024-08-31,Often late in dispatching luggage especially on weekends Crowds of people waiting for no good reason Often too few immigration officers at border control Overall tiring exercise,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
FLYONE,airline,Catalina Oprisan,2025-02-16,Worst experience and flight company Never again Flight from Bucharest to Antalya I do not recommend does not respect health and safety standards Luggage destroyed they offered a euro voucher I never accepted No respect for clients,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
