review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_classification
Shanghai Pudong,airport,Robert Fant,2024-05-15,Why does China insist on building huge airports with no ac When will the country understand it is impossible to use of the apps This is supposed to be a modern country I have seen the world and only China makes it impossible to move around or get things done,1.0,Negative,Neutral,Neutral,NEGATIVE,Negative,,True,Neutral
Lyon,airport,1 reviewsE Merill,2024-03-04,I had a connecting flight here to London and Montreal First off the WiFi here doesnt work I was in the airport for hours and would maybe have WiFi access for a minute or two at a times until it disconnected again One small plane of people took customs minutes to clear through Then I had to walk through and extremely long series of hallways to try to get to my flight because the door that led to connecting flights was locked It was completely empty and the lights were off in a lot of sections of it I felt like I was trespassing at times it was so quiet and eerie After a while signs didnt point to connecting flights anymore and just said exit I had to walk around and try to find someone to ask for directions Then after finding the terminal it was a task to find the checkin counter for my flight I walked around for quite a while trying to the counter and couldnt find it anywhere I gave in and asked an employee at an information desk where it was She looked at me like I was an idiot and told me that it says on board next to the flight I went and looked and it said something like or something I had no idea what that meant I tried to find a different employee who could help me find the checkin counter couldnt gave up and went back to the lady I asked her again and she said she would look it up and then told me that its at I still dont know what that means She says that its downstairs past all the shops on the other end of the building I get there and they said that checkin had closed five minutes earlier I ended up having to book another flight back to London because all the flights that week were over a thousand dollars So I had to deal with this archaic checkin system After waiting half an hour in line I found out that you dont check in with the airline you checkin for that specific flight Just because youre in the right line for the airline doesnt mean youre in the right line I had to walk over to the other side and wait in line again Luckily security was fairly well streamlined and finding the gate was pretty easy Though since the WiFi doesnt work I had no idea that the flight was delayed minutes It didnt say on any of the signs and they didnt announce it,1.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Positive
Jeddah,airport,M Rayan,2023-05-19,Their staff is very unprofessional Queue got long because the boarding staff was busy gossiping and laughing at each others jokes I had to wait more than I should because of that Also they dont know good English if you need any information,1.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Positive
T'Way Air,airline,Mag Teo,2023-04-17,I had a pm flight TW and managed to check in at pm which is a plus since it meant that we could spend more time at the nice Incheon Airport Although it was a budget airline they included checkin baggage of kg or kg depending on your fare rules and thats for total baggage not dependant on the number of bags not like other budget airlines that limits the baggage to bag per person Seatwise is atypical of budget airlines I didnt purchase any inflight food but I overheard that they only accept Korean won via cash or Korean credit card No inflight entertainment,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
KLM Royal Dutch Airlines,airline,Cassy Prskalo,2025-02-12,I am really disappointed with KLM I had a miscarriage a day before my flight and couldnt fly I paid for my ticket euros and asked KLM to be considerate and give me a refund or a chance to use the amount for another flight I attached the medical documentation I had They returned euros without any explanation Nobody even answered my email I dont think this is a way to run a business and expect customers to choose their company again,1.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Carcassonne,airport,G Duffy,2022-09-09,Fine for landing as you get through quickly but lack of facilities seating shops bar means come with your own food n drink You cant buy a beer unless you buy food in the small caf before security There is only a soft drinks vending machine after security No duty free and the free airports wifi its like cracking the enigma code or such to register time wasting for sure Okay not many flights in or out but cater for passengers most seats are outside exposed to the elements,3.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Corsair,airline,I Block,2019-09-18,Paris to Miami Unfriendly only speak French and try to avoid speaking English They dont care about their customers you get very little to drink no English films apart from or if your lucky Out of date Tv screens dont always work,3.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
Dhaka,airport,30 reviewsZiauddin Ahmed,2020-02-08,It is my home town airport It is always crowded I use this airport several times each year It is a not too clean airport though toilets inside the terminal are truly cleaned Currency exchange rate is much better in this airport than any other international airports The shops inside this airport are cheaper than any other airports though these are expensive than other shops of Bangladesh Immigration officerspolice are really bad in delivering services Customs is also very bad Overall the airport is not so good,5.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Rwandair,airline,Anders Pedersen,2024-08-25,Flew Joburg to Kigali th Aug on a B Upgraded an economy ticket to business but did not receive much added value as economy deliver similar relatively better product for of price paid for business Flight was full The seats in the small business class cabin were nice but very cramped hardly a meter between the rows so at recline no space in front From window impossible to reach the aisle unless disturbing seatmates Very noisy aircraft without IFE WiFi predeparture drinks menu card or amenity kits Drink list was promising by far too much as reality showed limits Champagne not offered Wines were decent Their widebody aircrafts provide a much better product FAs were good and caring but the noisy aircraft prevented good communication Preordered seafood meal given but gets the same meal if seated in economy Announcements in languages barely audible On time no luggage issues Will travel again but next time in economy class if aircraft turns out to be narrowbodied,6.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Jinzhou,airport,R Thompson,2011-07-29,Pre check in area very disappointing at busiest time of day Lounge closed Coffee Shop closed toilets filthy After check in much improved small shop bright and clean coffee shop and adequate toilets,2.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Neutral
Medellin,airport,C Johnson,2024-06-18,Its a small airport with limited resources however Ive flown into Medellin several times Their international arrivals terminal has a disproportionately small immigration section with even fewer immigration officials It simply does not meet standards Ive seen at other airports Ive gone through I would really hope they can give themselves more resources for this as Medellin continues to grow as a destination,4.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Tegucigalpa,airport,M Diaz,2017-08-31,Im a Honduran guy who lives in Tegucigalpa home of Toncontin International Airport I am a frequent flyer of AA so I have to use my hometown airport frequently travel times a year I bet many have seen Toncontin Airport on many documentaries where they call it one of the most dangerous in the world Maybe thats true the runway is short but in terms of the airport itself it has easy access and a large parking area you dont have to walk that far to get to the airline stands due to the fact that it is a small airport The flow of people is small therefore you wont have to deal with long lines There is a foodcourt on the second floor and a mall just a street away yep after checkin you are able to get out of the airport again because you have to go through the security check point until almost the boarding door In the terminal there arent many duty free stores there are some kiosks where you can get some Honduran food VIP lounge is available but no one uses it To finish only bridges are available that connect the airport to the airplane door so in many cases especially on small flights you will be requested to go through some stairs that will take you to the runway where you will have to walk to get to your planes,7.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Fuerteventura,airport,Steve Jones,2023-01-18,Awful For an island that relies totally on tourism the time taken to get through passport control was just not good enough Everybody should be prepared to accept queues but when you are in a queue of hundreds and there is one person in the passport control kiosks it simply isnt good enough Is it to punish the Brits for Brexit Cant think what other reason it could be for as it certainly doesnt put you in a good light Big improvement required,2.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Positive
Nordwind Airlines,airline,K Chalasevich,2018-09-12,Moscow Sheremetyevo to Simferopol The flight was rather nice I had a very tight schedule on arrival so the punctuality of the airline was the most crucial feature I expected Actually the airline managed to do so the flight departed and arrived on time Ground staff was very polite and professional checkin process and security were fast and efficient However the cabin crew was unprofessional I observed that chief stewardess yelled at an elderly and disabled lady because the latter had blocked the aisle Didnt you hear me I asked you to keep your placeThis looked totally unacceptable Food is not provided only drinking water The aircraft is new and tidy however the seat pitch is too small OK for a h flight but not for a longer one Baggage allowance and seat selection is not included in the basic price so Nordwind should be treated as a semilowcost carrier However this time Ive experienced an acceptable service level for a reasonable price,7.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Read more,airport,Annie Tye,2024-05-15,Im really disappointed in this international hub There are very few amenities other than Duty Free which inexplicably and aggressively pushes Kylie Jenner products and the beer selections are abysmal Panamas local beers make me long for a Budweiser which is a beer I normally eschew I paid for hours of wifi service in the terminal my flight was delayed and it was pouring rain so I didnt know how long id be there and only got hour With one notable exception the staff was woefully underprepared for international travelers I did not understand what the person at the bag scanner was telling me to the point where I had to literally say I genuinely do not understand what you want me to do Im very comfortable traveling I know the routine My belt shoes and carryon were carefully placed in appropriate bins Even after she waved me through the scanner I was unclear on what she wanted me to do I still dont know and she must not have either because she just stopped trying to communicate I strongly suggest avoiding Panama City as a stopover if you can,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Zakynthos,airport,N Jones,2015-04-01,Arriving from Gatwick at am was a bit of a nightmare lots of queues flights arriving about minutes apart The baggage reclaim decided to stop working for a good minutes and when it started again he conveyor belt was not going round but the luggage was still coming up cue everyone doing the airports work to get the luggage round the conveyor belt People were standing on top of the luggage belt to make sure the luggage could manually go round because otherwise the suitcases just jammed up We asked several people for some help that worked at the airport only to get ignored Our return to Gatwick was definitely easier though We were checked in through security in no more than minutes Which left us plenty of time to relax in the spacious seating area Its very open lots of windows and shops slightly overpriced but what do you expect We boarded and flew home quickly,7.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Birmingham-Shuttlesworth,airport,A Anderson,2024-05-21,Spent the last two days and one night inside the airport My husband went to several different bathrooms and he said they all smell like urine Terrible like the guy mopping is just smearing all around The womens bathroom had dirty floors and pieces of trash lying around Several of the toilets werent flushed Food options are very limited Bham is a foodie city and we should show that off to the world Maybe allow local favorites to set up pop ups during the tourist seasons I could give you tons of recommendations as to who to invite and share their menus with travelers Give them a true taste of Birmingham,4.0,Negative,Positive,Negative,NEGATIVE,Negative,,True,Positive
Okinawa Naha,airport,N Madala,2024-08-25,Slow service at international counter Domestic quite smooth but international very slow check in counter only open hours prior to flight and it took hour to check in Jetstar to Singapore with only few counters open Slow service and staffs that I need to change to different counter to get it done Slow service at the passport control area Everything is slow and took more than hours,3.0,Neutral,Neutral,Positive,NEGATIVE,Negative,,True,Neutral
Malmo,airport,Diana Brudasca,2023-07-30,No service at all what is on the information screen does not match reality at all Dont understand what the staff is up to Shouldnt they inform travelers about flight times Thanks for missing the flight it doesnt matter if youre already there in good time No one cares to helpinform youIngen service ver huvudtaget det som str p information skrmen stmmer inte alls med verkligheten Frstr inte vad personalen har fr sig Ska de inte informera resenrer angende flygtider Tack fr missat flyg spelar ingen roll om man r redan dr i god tid Ingen bryr sig om att hjlpainformera dig,1.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Luanda,airport,Heather dos Reis,2018-07-03,Although shabby and expensive I have to give credit where credit where its due While waiting to board my flight I was asked for my boarding pass then told that my suitcase had broken open and that I was to go with them to verify that my belongings were all there I followed the man into the bowels of the airport to find that the suitcase was not mine It belonged to someone from Sao Tome Our luggage numbers were similar Thanks anyway Luanda Airport Obrigada para a sua atencao,5.0,Negative,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Flynas,airline,P Kavil,2024-08-04,I traveled to Riyadh from Doha on a Flynas flight and had prebooked extra luggage and snacks However I did not receive any snacks or water during the flight Despite asking the cabin crew for assistance I was told that my request would be fulfilled but I did not receive anything Additionally the cabin crews behavior was unprofessional and unsatisfactory,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Myanmar Airways,airline,G Becque,2015-01-19,BKKRGN all economy flight Short connection from our late arriving EK flight from DXB was made easier by a meet and greet at the arrival gate to the transit MAI check in Easy boarding for a full flight changed seat row after takeoff fairly elderly A showing its age light snack and drink on the short hour flight To our surprise all our luggage made the short transfer and arrived after BHXDXBBKKRGN first on the carousel,7.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Bremen,airport,3 reviewsAndrew Coogans,2015-06-28,Flew in and out of the dedicated Ryanair terminal Terminal E at Bremen Airport but also spent some time in the other main terminal complex Upon arrival the Immigration desks were efficient but the queuing area seemed to be slightly small for a full Boeing and indeed there was a small area outside to accommodate a queue The terminal seems to be a converted hangar and serves its purpose well Baggage collection time was fine Amazingly close tram stop outside along with office blocks and hotels It feels like the airport is simply another building in the middle of the city The tram is a very convenient and cheap way into the city centre On departure we walked through the main terminal to get to Terminal E It appeared very spacious and quiet There appeared to be adequate check in desks for the flights that were operating and the whole place seemed very tranquil Terminal E itself was busy About a minute wait at Security and then the gate area seemed very crowded particularly for the nonSchengen area flights of which there were departing within minutes of each other Still I was impressed with this airport and would have no issues about using it again,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Bangkok Suvarnabhumi,airport,B Robert,2024-03-09,This airport has gone downhill in the last few years Very long lineup for checking in The departures terminal is too small for the volume of passengers Also far too slow Immigration procedure,3.0,Negative,Neutral,Neutral,NEGATIVE,Negative,,True,Neutral
Buffalo,airport,12 reviewsHung Nguyen,2018-10-13,This airport is a small airport with a simple design There are not many shops as well as restaurants Therefore there are not many things to do at this airport The line before the checkin counter of Delta Air Lines was not too crowded,5.0,Negative,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Columbus,airport,Mike Warren,2021-09-02,I arrived to pick someone up at CMH before pm on Tuesday Not a single store was open The Food Court which consists of one cheese steak franchise was closed United had flights coming in and the counter was closed It looked like it was am I even tried to get a coffee from the one vending machine and there were no cups The baggage took over an hour because they were short staffed The airport screamed small town,3.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Kaunas,airport,V Neale,2017-06-17,Truly awful service Woman working at security was unbelievably rude and continued to hassle me even after my luggage was successfully screened Luckily the airport is small so getting to the gate without checking luggage took about minutes At the gate there were about a third as many seats as people so many were standing sitting on the ground but its being renovated so hopefully this is soon to improve Flying from Kaunas could be a comfortable experience but the cosmetic improvements are moot when the staff have no respect for passengers Did not expect such poor treatment when the country actively tries to attract tourists would rather drive to Riga airport than fly from here again,2.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Positive
Guangzhou,airport,D Roberts,2019-11-30,Guangzhou airport is not very big Overall this is a very clean airport and relatively modern There is a clear lack of English signage The shops are not very varied and there are not many food options In short if you transit in the morning dont expect anything European like for your breakfast One thing to add our gate was located in a zone near the smoking area we were travelling with children and had to to wait there for more than an hour with the cigarette smoke,4.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Luang Prabang,airport,D Allen,2017-01-20,Not a good impression on entering Laos through Luang Prabang airport On the flight you are given some forms You queue in the visa on arrival line then you are told you should get another form from a desk in a corner with no information You queue again in the visa on arrival You pay inflated prices in Thai Baht unless you happen to carry dollars Then you queue again in another line with the first form you completed which has same info as second Staff were grumpy Feels very bureaucratic,3.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Sarajevo,airport,Andy Chung,2006-12-29,It is very clean and the toilets are cleaned by the crew literally every minutes I was stranded in this airport for more than hours due to fog which Sarajevo suffers during the winter months of December to February It is funny kind of similar to the rest of Sarajevo in regards to hospitality They are either very friendly with a big smile or just very rude and disinterested For example the people at currency exchange information desk baggage claim and check in just couldnt stop smiling But the people at the security and ticket counters were rude Ticket counter agents any request such as air fare inquiry schedules etc creates extra stress for them that they make you feel guilty for being a human being For instance the lady at the Croatia Airlines ticket counter all I wanted was the air fare from Sarajevo to Munich and she rudely yells at me and say we do not sell tickets from Sarajevo which doesnt make any sense to me whatsoever,0.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Neutral
Carcassonne,airport,Robin Marshall,2016-06-09,Carcassonne airport is about the best example of how France has failed to embrace the st century If ever they wanted to give themselves a funny name a la John Lennon airport then they should called themselves Clochemerle The airport is essentially a shack with a runway as everyone points out in reviews here the staff are very friendly but friendliness does not overcome crass inefficiency Ryanair now market Business Class and take money for the service but it does not work here With two flights departing about an hour apart the baggage drop desk could not cope and the paid for Fast track service which is printed on the check in voucher evaporated It took minutes standing in a crawling queue just to drop off baggage My advice to anyone wishing to avoid standing in line is to delay baggage drop until they start shouting for passengers for your flight and then you can jump to the head of the queue from the seat where you have been biding your time For reasons best known to the airport and Ryanair the return plane parked as far away from the arrivals hut as was possible and passengers were made to walk the length of the runway in the blazing afternoon heat Mercifully the torrential rain that France endured that week had passed There is one carousel to serve all incoming flights although to be fair there are arent that many But the carousel holds about bags so they rely of people getting their bags off the belt in order to put more on The advantage then is that being only a shack it is very quick to get out Now we come to the free wifi service I tried to set this up whilst waiting in the bagdrop queue but after minutes gave up until inspiration struck You have to register with your name and email But when you try to continue it insists you must accept their terms or conditions by ticking a box which does not seem visible Finally I tried clicking the box which said I would accept spam emails from them and this worked Overall if you want a taste of Clochemerle this is your airport,3.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Poznan,airport,O Alberta,2019-10-06,One of the worst experiences disrespectful behaviour of the staff is a standard I fly in and out every two weeks and do a year now I can recollect any pleasant experience staff responsible for a fast track every time I am greeted with questions do I have a right to use the fast track and thats even before I show my status card Flying into Poznan airport is fast and completely fine Flying out is a drag The security check is always busy if two gates are open consider yourself lucky queuing takes a lot of time and is completely inefficient,4.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Ulaanbaatar,airport,Sasun Vartanyan,2017-11-20,A small airport but still outdated with minimum amenities manned by communist era employees I would still consider all these tolerable if the whole departureboarding process was not a tragicomic procedure Although the airport boasts jetties they all share one entry from the departure hall and if there are more than one flight taking off at the samesimilar time the chaos ensues as both planes passengers storm the single gate to get to their jetty there is no order or info given as to which particular plane is loading and at the gate throngs are sorted out by the personnel It was hysterical shoving pushing being pushed back by the airline personnel who scream for the other planes passengers etc etc Beautiful country with very nice people so a bit of an adventure does not mar the travel experience The airport is very soon to be replaced by a newer hopefully much modern version,4.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Thomson Airways,airline,Sarah Henderson,2017-10-25,I have flown with Thomson now Tui before to the Canaries and it has always been okay The staff are friendly and there was very expensive food and drinks on offer should you want to buy anything My biggest issue on my latest flight was the size of the seat There was literally no leg room I am only and my knees were touching the seat in front and they were so narrow they were almost impossible to sit in When I was told to put my bag under the seat in front it left nowhere for my legs It was the most uncomfortable four hours of my life never again,1.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Neutral
Boston Logan,airport,Buck Blade,2024-12-22,Traveling through Boston with arrival at Gate A and departure from Gate E This requires a shuttle bus ride so we make our way to the bus gate and wait and wait because there is only one shuttle bus and it is on its way Eventually after about minutes the bus arrives and we board all of us several flights trying to get to Gate E Standing room only we embark across the ramp and stop and reverse because we just pulled in front of a taxing aircraft Eventually we arrive at Gate E our destination and turn around Evidently we need to approach from a different direction So we travel back and around and under and through the terminal to arrive at Gate E Which is actually good for us as were trying to get to E The hoard of delayed passengers rush from the bus across the frozen tarmac through the doors up the escalator to the second floor up the escalator again to the third floor arriving at a locked door The hoard attempts to reverse ask attendants for guidance Help we are missing our flight Eh dont know is the response Wow loosing patience Eventually after beating on the locked door it opens to a surprised Emirates Counter and the hoard rushes by Amazing incompetence In the end the flight was delayed for deicing ops according to the flight crew Logan didnt know it would snow Our departure gate moved from to and we all laughed considering the wizard behind the curtains pulling our levers,1.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Positive
Jin Air,airline,Srinivas Tata,2023-08-09,The check in counters open only hours before departure despite all other airlines opening hours before Online checking not allowed for most nationalities This would save a lot of time at check in in entering information even if documents have to be checked Water is provided in small glasses upon request even on a hour flight Cant they distribute water bottles free and add the cost to the ticket No entertainment screen whatsoever,5.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Burgas,airport,Gelash Frey,2019-07-26,Check in and check out was okay quick enough But the customs officers were arrogant with unfriendly faces Also some people who were selling at the airport kiosks This is not reflective of Bulgaria because in the hotels the receptionists seemed very cordial and service oriented Please let those customs officers get a public relations course because they are the postcard of your country It felt like one was facing a maximum Jail officer than a customs officer in an airport,2.0,Positive,Negative,Positive,NEGATIVE,Negative,,True,Neutral
flybe,airline,M Keares,2022-10-10,Same old Flybe delays delays delays Flight schedule was from BHD Arrived to find it was bumped to then later Departing Flight departed It might actually seem quite punctual to Flybe management but its an annoyance and inconvenient to passengers Its not like theres much to do at City airport either As BA was having reliability issues of its own I thought Id chance it wont be back,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Neutral
VLM Airlines,airline,47 reviewsColin Pay,2016-03-23,My wife and I flew VLM from Southampton to Antwerp return on a Fokker Left and arrived on time both ways Only about half full on way out and three quarters on the return Had a free beer and snack Fokker is on a par with more modern turbo props on these short flights Antwerp airport is a breeze in a rental car and away within minutes of landing,10.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Yemenia,airline,Aagar Sambasivan,2011-08-11,Sanah to Mumbai on A A full flight but the crew were efficient polite and with passable English I had window seat A and the legroom was just fine Food was good but a little dry Inflight entertainment not very exciting some Arabic drama without subtitles Announcements from cockpit were clear and kept passengers updated The negative is the awkward timings of the flight which arrives in Mumbai at in the morning,5.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Buffalo,airport,12 reviewsHung Nguyen,2018-10-13,This airport is a small airport with a simple design There are not many shops as well as restaurants Therefore there are not many things to do at this airport The line before the checkin counter of Delta Air Lines was not too crowded,5.0,Negative,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Marseille,airport,R Lloyd,2024-09-08,Terminal is like a cattle shed Its like going back in time to a provincial airport in the outback There is no order in the queuing system staff were chatting and cutting their nails There is no room to sit down once through security which is stressful for a family with small children Its unbelievably primitive Contrastingly Terminal where most of the domestic and most European flights depart from is everything an airport should be modern spacious efficient It is like a class system airport Most disappointing and disturbing,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Sunwing Airlines,airline,Anna Cassano,2024-04-14,Flew with Sunwing from Toronto to Sa nta Clara on March rd to April th Brought an extra luggage to leave to the Cubans at the resort therefore it was only for one way Was told there was a dollar change but was changed dont understand why Other than that our trip was amazing Have MS therefore have problem with stairs Was provided with a Wheel chair and a lift to the plane Booked with Sunwing to the same resort Royalton Cayo Santa Maria for October th for weeks Will be bringing an extra suitcase one way again Hope I dont run into the same problem,7.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Harare,airport,Charlotte Humphrey,2004-05-08,Flew through Harare International several times during a recent trip to Zimbabwe using both the Domestic International terminals The current Domestic terminal was the International one until a few years ago no updating has been done since as the customs immigration desks are all still there It was quick to pass through and pleasantly decorated however there was a distinct lack of facilities only a few domestic flights each day so it probably hasnt been worth their while putting shops etc in and the toilets were in dismal condition to be avoided at all costs International terminal was a much better experience Opened only a few years ago and built for a much larger number of flights than it currently handles it seemed very spacious Facilities were all wellmaintained with a good range of shops Food in the only restaurant was also good Customs and immigration checks both arriving and departing were quick courteous Overall a very pleasant airport for international flights but let down by their poorlymaintained domestic facilities,0.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Carpatair,airline,Paddy Webber,2006-05-28,Tried to book on line with them but they do not take online bookings So I rang reservations and I did not believe my ears They do not accept a bank or credit card for payment Instead at the cost of GBP I have to send a bankers draft to Romania,0.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Brussels Zaventem,airport,E Masopolous,2024-12-13,This airport is just insufferable I travel a lot and its been years now that I want to write a review and today is just that cherry on the cake The baggage screening queue is always packed and the staff more often than not out of frustration which is understandable are not very polite There is no logic whatsoever in so many things that they should just bring in a competent team to change things around,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Lima,airport,A Kawlten,2022-05-02,It was an airport official with a drug dog that sniffed me He needed to search my backpack I had a carry on and a backpack but he was only interested in the back pack He opened it and started to empty it I had smaller bags with things in it that he didnt look at I the back compartment I had my money belt with money that I didnt wear yet because I was still good my to go through security for a domestic flight He dove in to the backpack opened the money belt and took my money into his sleeves Luckily a face mask got stuck in the zipper so he could only open a small part of it and take some Costa Rican pocket money was going there after Peru Terrible that you cannot feel safe at the airport,1.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Neutral
Blue Islands,airline,C North,2017-02-04,Guernsey to Southampton Such a huge disappointment that what used to be a great little Channel Island based airline has now merged with FlyBe A route that was already relatively expensive for the air miles travelled has now become excessive due to the unreasonable way that FlyBe charge for absolutely every aspect of your booking including booking seats how else do they propose we travel in an aeroplane and taking luggage This has greatly increased the ticket prices on a recent review of tickets for later in I found this to have worked out at approximately increase roughly a third increase which I think is disgraceful What used to be a small customer focused company appears to have sold its soul to the devil and been swallowed up by the greedy big boys and I will have to think twice about who we fly with in future such a shame as I always chose Blue Islands previously for so many positive reasons,4.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Meridiana,airline,J Lacie,2017-06-08,Roma to Olbia I hesitated about flying to Olbia the ferry being another option given the poor reviews for Meridiana the only company that operates a direct flight from Rome to Olbia In the end I decided to take the plunge on the basis that perhaps people with good experiences rarely bother to give feedback And I am glad I did The online booking was straightforward as was the webcheckin bagdrop etc Ground staff and cabin staff were pleasant and efficient the plane boarded and left on time and we arrived ontime maybe even a few minutes earlier,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Norfolk,airport,Lauren Yearsley,2015-07-18,This airport was dirty and dilapidated The terminal I was in was in the middle of an update but they didnt do much to try to make it look okay in the interim There are very few food options for some reason they are all outside the terminal so so youd have to eat before going through security if you want something edible The person who gave me my lackluster bagel was very rude and mumbled the whole exchange The prices at the food places are even more exorbitant than expected The checkin arrivals baggage claim and security were mostly fine but once youre passed security dont hold your breath for good service,2.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Neutral
Silver Airways,airline,Brett Gingras,2024-08-23,Terrible service in plane and airport Plane was canceled hours before anyone told use and after hours at the front desk we got a gift voucher for people in our group and a I hope tomorrow will be better from the counter service Next day flight delayed twice for over hrs with no time just a best guess and I hope it comes earlier No respond from emails or phone calls trying to contact them after getting home days late and missing our trip in Florida completely Would just like an answer and some money back for unexpected expenses,1.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Positive
Detroit,airport,T Albrecht,2021-06-12,We had a four hour layover here added by the airline after reservations were made This airport was extremely disappointing Very few places open In the hours we spent here delays I never went in a clean bathroom never saw anybody cleaning anything I tried to use some hand sanitizer It was empty Our gate was changed several times Nobody told us anything to keep us apprised They just sent us a text If your phone was still in airplane mode that would do no good Right now we are still waiting to board Nobody is even at the counter and we are supposed to depart in minutes Weve already been delayed times,2.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Piarco,airport,Derek Lee,2024-08-07,At other airports in the world duty free alcohol is a set price and every merchant is mandated to sell at the same set price Not so in Trinidad After purchasing duty free alcohol on the lower level passengers are directed upstairs for security check and access to the gate area In the upper level other duty free merchants are selling alcohol at lower prices than downstairs At this point I have already gone through security and cannot return downstairs Some price are significant lower A real disappointing experience and feeling of being ripped off,4.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Gold Coast,airport,Lynn Kwaszenko,2023-01-12,Could not get free WiFi when logging in inside the terminal Got directed to the help desk operated by volunteers Showed the kind lady how I was logging in ad she agreed I was logging in correctly She directed me to the duty manager who was not interested in helping or getting somebody else to help me I was staggered by her attitude What customer service is that,2.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Srinagar,airport,David Leston,2008-07-29,Srinagar Airport is quite an experience but then so is the whole of Kashmir for Europeans travelling there The airport is currently in the process of being rebuilt so arrivals are processed in what can only be described as a shed Departures use the halffinished terminal where it is impossible to hear announcements due to the deafening construction noise There is dust and noise everywhere although it looks as if it might be quite nice when its finished Be prepared to be repeatedly screened monitored searched and grilled every couple of steps along the way by a mixture of airport staff troops and military police and dont expect them to be polite or friendly they are not,2.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
San Jose Intl,airport,11 reviewsE Garman,2019-06-18,SJC was a pretty cool airport It was pretty clear that this airport was in the Silicon Valley with lots of cool features everywhere like a cardboard water vending machine Seating was a bit hard to find near the gate I didnt see many restaurants Didnt have to pass security but the line looked pretty long Didnt have to use WiFi,8.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
