review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_classification
Tenerife,airport,P Redfern,2025-03-03,From going into departures the man at check in never spoke and did not ask any security questions not sociable at all Did not stop there also in E Gates they were talking to people aggressively who were having difficulty using the new system Not going on holiday for that,4.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Iran Aseman Airlines,airline,Parsa Farjam,2016-08-22,Tehran to Shiraz with Iran Aseman Airlines The F is old The windows are scratched and poor The seats are not comfortable and ugly Nice takeoff and landing but even at the front of the plane the engines are noisy The plane was old and not so clean Really not a good time on the flight Cabin staff are nice and catering is not bad Overall its not good,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Neutral
Gimhae,airport,Allan Lamb,2024-12-29,Its a pretty bad airport The airport itself is not bad in terms of cleanliness or anything But the experience at this airport leaves a lot to be desired To begin with it is far too small and clearly does not have the capacity to handle a lot of traffic The lines to go through immigration are utterly ridiculous The line went literally from one end of the airport to the other And moved at snails pace People were missing their flights Second issue is the rude and just dont give an eff attitude of much of the staff there Nevermind that most cant even speak English Provided you can even find anyone to help you or that gives a damn about helping you This is really more like a provincial airport than an actual international airport I have had far better experience at airports in developing African countries in terms of service South Korea should be embarrassed by this joke of an airport I would give a minus rating for the airport staff if I could But sadly a single star will have to do,2.0,Neutral,Positive,Negative,NEGATIVE,Negative,,True,Neutral
Thai Airways,airline,Raphael Goossens,2025-03-01,The trip started with a super smooth checkin excellent security and new automated emigration congrats After a nice cocktail in the bar things however started to go badly wrong a short min delay was announced that later turned out in hours Everything was very poorly managed with no support from the airline I did not get any vouchers Boarding went with an overloaded bus and it took a very long time to get on board Once on board we faced a very old business class with no direct aisle access for window seats Storage was very limited and the seats unacceptable tight for The flight had a very extensive crew but service was average I even had to push very hard to get an expresso from a broken expresso machine Thai seems to suffer from complacency and needs to invest to bring its equipment to a competitive level Bangkok is a great airport and has massive potential,4.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
FlyArystan,airline,P Karimov,2019-06-15,Almaty to Taraz with FlyArystan Super cheap ticket nice and fast service No delays no problems Only one thing to be improved check in at Taraz airport Staff were very slow For sure I will use it again Please open Almaty Dzhezkazgan as there are no direct flights,9.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Positive
Hong Kong Airlines,airline,T Maketo,2024-03-20,Our transfer flight from Hong Kong got changed to a different day hour delay with overnight layover but no free accommodation was provided despite such an option mentioned on the official site All support requests via email get ignored as well as live chat on the official website Had to call Hong Kong landline number and spent minutes trying to get solution but with no luck All the options we got were unacceptable another flight to Bangkok instead and not Phuket upgrade to business class on the later flight from Tokyo to HK but still overnight layover in the airport with no hotel provided Ffull refund roundway tickets but impossible to refund only oneway Trust cost more money than a night hotel for ppl Legroom space is slightly better than LCC HK expressAirAsia but much worse than any major airlines in the region ThaiCathayJAL Sats are wornout and making big noises when you try to recline Not comfortable especially during overnight flight not recommended anyway due to the low legroom No automatic checkin machines in the airport TokyoHKThailand Online checkin works but need to spend a lot of time if you want to drop the baggage Thailand if you do not get a paper ticket and use QR boarding pass you will have wait for special assistance and spend mins for the manual checks Due to this flight from Phuket get delayed,3.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Avianca Ecuador,airline,J Molnar,2023-12-04,Their seating arrangement is a joke and represents everything wrong with capitalism Even though the flight was only less than hours your mind projects this discomfort as one full eternity in hell Nobody taller than cm will enjoy the ride unless they love suffering and narrow spaces Im cm and my knees kept pushing into the metal parts of the hand rests in front of me window seat I was just lucky that there was a much small person sitting next to me that did not need as much space The moment you put people above cm next to each other its game over I dont care about the onboard service because most of the time I bring my own snacks for the journey I dont care about onboard entertainment for the same reason I only care about the basic comfort not even higher echelons of comfort that Karens would be fighting teeth and nails to get but Avianca fails to deliver even this basic thing Its honestly sad If I could choose one superpower for one day I would choose one that allows me to make all the Avianca board members to take a hour Avianca flight in Economy seats to rethink their lives,2.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Bacolod–Silay,airport,4 reviewsB James,2020-04-11,Airport with very basic amenities Just like a lot of airports in the Philippines Bacolod airport is serving beyond capacity and really needs some sort of expansion Not enough check in counters to serve all the flights is serving Also a fairly limited amount of fooddrink outlets Seating in departure area is also limited especially with some people choosing to place their bags in seats,6.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Luxair,airline,R Thompson,2022-12-07,First very expensive then the plane small and dirty min delay at in the morning without any information when asking the cabin crew is not there sleeping Funny food thats not food more plastic than something to eat Do they really think that the client could be happy paying that much and flying in this tiny plane with this service Its not comfortable Ryanair standards,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Neutral
Fuerteventura,airport,Jill Barbour,2022-11-05,Never have I experienced such a hot extremely slow journey through customs This is unacceptable only one person checking passports with long queues and no air conditioning People very tired and hot and babies crying Absolute disgrace and has put me off returning,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Damascus,airport,D Fay,2008-11-19,Damascus Airport gives an unfairly poor impression of Syria The arrivals area was basic but immigration was conducted quite quickly if without charm Departure was simply chaotic As another reviewer pointed out the check in desks have no signage We found our desk by a process of elimination by wandering up to each desk in turn checking the small paper sign and concluding that ours must be another one The queue moved painfully slowly with each check in taking minutes When we reached the top of the queue we realised why it appeared that every piece of information on out eticket had to be keyed in to the computer The duty free seemed to house the only departure monitor in the whole airport Worryingly our flight did not appear We then noticed that the flight number and time on the boarding passes were different to those on our tickets I guess due to typing errors Our flight departed at the time on the ticket if we had believed he boarding pass we would have missed it While we passed though several security checks noone seemed to be checking the magnetic gates and at the departure gate I noticed that a door onto the apron was unlocked and unguarded I guess the authorities figure they have other ways of preventing terrorist attacks The departure tax is a swingeing SYP though what happens to this money is not evident certainly not on the airport facilities Just treat the airport as an experience and dont let it put you off visiting Syria,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Jeddah,airport,K Haleem,2023-08-27,Our journey from Jeddah to Qatar with a transit stop in Riyadh was marred by a series of unfortunate events that left us deeply disappointed As we approached the checkin counter at Jeddah airport we encountered an attendant whose receptiveness seemed notably absent Despite our attempts to communicate our situation she briskly processed our documents and handed out boarding passes albeit segregating our family onto separate rows To our dismay she omitted the essential luggage tags for both our hand luggage and the baby stroller abruptly departing the counter with her personal belongings leaving us bewildered and adrift Our attempts to seek clarity were met with further frustration A request to summon a supervisor was met with a dismissive response as she claimed to be unaware of the supervisors whereabouts With her departure we found ourselves adrift until we chanced upon a more accommodating staff member at a different counter He promptly rectified the oversight issuing the requisite tags for our belongings bringing some semblance of order to the situation Upon our arrival at Riyadh International Airport the prearranged wheelchair assistance for my mother was conspicuously absent In summation the cumulative experience involving Flynas Airlines Jeddah and Riyadh airports was profoundly disheartening Our expectations for a smooth and accommodating journey were regrettably unmet leaving us to reflect on the marked contrast between our aspirations and the reality we encountered,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
Monarch Airlines,airline,Robert Marshall,2017-07-23,Gatwick to Lanzarote Short queue at Gatwick checkin staff were polite Boarding process fine Plenty of overhead locker space as flight not full Departed about mins late as passenger failed to board and bags had to be found and removed from aircraft Announcements from front of cabin and cockpit were clear Announcements from rear of cabin totally unintelligible Announcements in english only Smooth flight Cabin crew professional No attempt at interaction with customers unless you wanted to buy something Typical uncomfortable hard nonadjustable seats Leg room was OK for a m cm adult Clean aircraft Clean well stocked toilet when I used it No bells and whistles but they get the basics right for the price paid Would use again,7.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Jordan Aviation,airline,Essam Alkhatib,2024-06-13,They did not meet the departures timing and they arent helpful at a delayed times of there airplane they keep us for more than ten hours at the airport,1.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Geneva,airport,1 reviewsM Gartin,2025-03-16,Access to the airport from the underground station is easy to find and well signposted Due to the high volume of passengers the waiting times for the checkin and security check were long There is a good selection of shops and restaurants The toilets are too few and quite old,5.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Windhoek,airport,E Gibson,2017-09-27,What a horrendous experience again Getting through WDH airport has now become a mission and Id suggest to anyone planning a trip there to bring a camping chair sandwiches and something to drink because youll spend up to hours getting in and out of the airport A new immigration system is to blame I understand Forget trying to do a day trip to Windhoek what with the queues and the lengthy drive into town youll probably only get an hours work done This airport does nothing to enhance the image of what is otherwise a very pleasant country to visit,1.0,Positive,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Orient Thai Airlines,airline,David Gustafsson,2012-11-15,Chiang MaiBangkok Don Muang Old but clean MD in good condition The evening before departure they sent a SMS about a hours delay And a second SMS says hours delay And it stops with hours delay No surprises in the air Smiling and nice FA Got peanuts and soft drinkcoffee,6.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Key West Intl,airport,Ian Phllips,2016-05-25,Arrival is a bit strange taxi wise because if you are single they want to find more people Thought I was going to have to wait Departure American Airlines should add another kiosk as the kiosk was very slow No TSA precheck but they will give you an expedite notice I have artificial legs so always a trial for me However must point out the security was definitely above average Comfortable waiting area and restaurant I did not eat there This is a walk on tarmac airport,8.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Neutral
JetsuiteX,airline,13 reviewsC Garmann,2018-08-20,La Vegas to Burbank Cheap flight and free drinks great snacks Great legroomIm Lounge in LAS was super nice No TSA I was put onto another airplane to shorten the delay without wifi but plane was supposed to have outlets and wifi There was a delay but the staff and crew were helpful and informative The captain even flew a lot faster to shorten the delay After landing I received an email from JetsuiteX apologizing for the delay and issued me a voucher JetsuiteX eliminates everything thats wrong with flying They even tried to fill up the remaining seats on the plane with people on the later flight,10.0,Positive,Negative,Positive,NEGATIVE,Negative,,True,Positive
Lyon,airport,Sue Lloyd,2024-03-30,Not great Easter Saturday and only two people on passport control almost hour wait Hot stuffy and toilets not working near passport control Bags came out on the wrong belt shuttle to car hire wedged with nowhere to put luggage but of a third world airport to be honest compared to the slick check in and security at Gatwick,2.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Blue Air,airline,Cristian Gavrilas,2022-07-03,I flew two weeks ago from Stuttgart airport to Bucharest Otopeni All good I made my check in there and my luggage was good I didnt pay anything extra Then I flew back from Bucharest and was charged with for my check in and for the same luggage The staff being misinformed they could not explain to me the reason But the best part is just coming seats and passengers so the plane was full but there was more people who had tickets for the same flight but no seats Two of those six people stayed on in Bucharest They practically sold more tickets than seats Good Luck with that guys I Look that everybody knows that they should not fly anymore with this company,1.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Royal Jordanian Airlines,airline,Mogdad Alrawi,2024-01-11,Before the flight I upgraded to an empty seat beside me the seat was A however there was a family booked the other seats beside mine The cabin crew asked me if I would relocate I did explain that I have paid for an empty seat beside me I was moved to a seat which does not recline because was just in front of an emergency exit The seat was almost upright and was the most uncomfortable position for Five and a half hours beside the flight was late taking off and late arriving by minute I must admit despite all this the cabin crew were fantastic very helpful and polite Un my view they have tried to solve the problem unfortunately I did suffer a lot with such an uncomfortable position sitting upright for the whole flight the food was great I have paid JOD equivalent to GBP in Amman for extra bag to check in while I paid for the extra bag to check in from Newcastle GBP Same bag same weight kg double the price why,5.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
Greater Bay Airlines,airline,Sihao Li,2024-04-25,The flight departed on time but arrived minutes late The legroom and comfort was OK The food is average The ground staff is helpful I would recommend this The inflight entertainment was fun and engaging The only major thing is the flight WiFi is bad,6.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
South African Airways,airline,1 reviewsAndrew McDonnell,2020-08-01,South Africa Airlines canceled my flight New York to Polokwane via Johannesburg and has refused to refund my money I paid According to the Department of Transportation they are required to refund my money because they canceled my flight due to Covid,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Read more,airline,Hemant Johar,2025-04-03,I spoke to Air India call center before booking my flight as I had Thai airlines booked at from Delhi to Sydney I asked the lady am I allowed kg plus as I have connected international flight with Thai she put on hold and replied yes you will be allowed kg plus When I reached Chandigarh airport the staff said no u cant carry more than kg you can only carry if you have connected international flight through Air India I had to suffer and I miss my flight she said you can board the flight without the luggage which was a joke I had to reissue my Thai ticket where I had to pay a penalty of plus the fare I spend on this flight,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Ajaccio,airport,Martin Kendall,2021-08-09,In full global pandemic Ajaccio airport boarding zone was over crowded with passengers on the top of each other waiting for their flight to board but several were delayed as ours by at least an hour Did anyone attempt to manage the crowd and stop the check ins so the number of persons piling up in a small hall breathing over each other despite wearing the mask was made No Even the police could see how unsafe the situation was but did not intervene The hall was hot making breezing with masks difficult very little chairs available and a couple of duty free shop with the most rude staff with zero sympathy Ajaccio airport is a very small airport that can not cope with high number of tourists during summer Very disappointing I truly hope everyone was safe and no one was infected by COVID while waiting in such overfilled facilities,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Positive
Cochin,airport,T Bhari,2024-07-01,This airport and also some other Airports in India have draconian rules for entry to the airport by not letting before hours Exceptions are Bombay and Delhi with more than hours Imagine you are travelling by domestic flights or and need to catch an international flight at Cochin but you are not allowed before hrs Theres no seating arrangements outside rather you are at the mercy of mosquitoes and drenching sweat They claim to be one of the best international airport but these airports are not managed by keeping in mind about peopletravellers rather they want to enforce their colonial inherited rules I arrived exactly hours before my flight but I was stopped at the gate saying their system has not updated the entry for my flight He said I have to wait for to minutes outside When I asked he said to go and talk to the airport manager somewhere in a remote corner of airport I stood there waiting then finally he called me and advised that I should have patience and keep shut Gees this is how their airports are working Is it appropriate to say shame,3.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Precision Air,airline,Karim Ismail,2024-06-19,After booking with them I went to check their reviews to know what to expect gotta say I was worried from what I read and was trying to see if I can change the airline Rate was too good and all was non refundable so I had no option but to go for it Got an email a few days before that the flight will be delayed for mins On the day of the flight I went in checked in bags total for people no issues boarded on time and pushed back once all boarded and arrived mins early Hard to review service as it was non existent for a mins flight Im not undermining other peoples bad experience i just thought Id comfort others and let them know there are days where its a really good experience,9.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Positive
Sharjah,airport,D Patel,2021-10-14,Its a very very crowded airport There is no good restaurants here There is no place to sit and relax no shopping area also Please dont book your tickets from this airport,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Kabul,airport,J Gregory,2017-04-13,I used Kabul Airport both for my international as well as domestic flight to MZR Comments There was a TV set in the lounge but switched off No digital screens in the lounge to inform passengers of exact departure or delays No WiFi connectivity No information regarding ground transportation Taxis buses etc at the airport Information desk to give advice to passengers Customs services were professional Baggage handling was far better than before I did not see any currency exchange booth there,8.0,Positive,Negative,Negative,NEGATIVE,Negative,,True,Positive
Caticlan Boracay,airport,Miguel Aver,2023-09-18,As a primary airport for travellers to Boracay Island Philippines Caticlan needs serious expansion and upgrading With separate arrivals and departure terminals about kilometre apart there is a heavy reliance on cumbersome unsafe and polluting buses to transfer passengers to aircraft Arrivals is little more than a big tin shed where passengers are funnelled to taxis buses etc to transfer to hotels on Boracay The departure terminal is larger but woefully inadequate As flights increase the airport is too small to meet basic needs but certainly enriches its owners Security a joke concessions few direct access to aircraft none Like much in the Philippines the airport and all of Boracay lacks strategic planning and instead is simply a vehicle to ring out more money for the few families who own everything in the country Decisions and plans if any are reactive with zero planning and strategic integration of the nations needs that would cost ways too much plus I want to buy a house in Aspen With a feudal system enrich a very few the PHL and its airports once again falls to the bottom of every measure of ASEAN success,1.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Neutral
Victoria Intl,airport,Michale Bonn,2022-07-19,We could not check in online as we had paid for our dog crate Upon arrival at YYJ all of the machines were down The line up was extremely long One WestJet attendant to service a number of people from departing flights and cancelled flights Priority first we were told line up we did with numerous other people People kept coming to the priority line even though they were not we were still told to wait Rules are rules Priority first then baggage tags then this horrendous line up Now people behind the counter hour wait to finally check in Finally a third attendant arrived otherwise plane was not loading as all passengers were inline Arrived in Calgary dog was well taken care of lost our bag Have filed lost bag report hours later and nothing Keep checking and nothing,4.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Positive
Glasgow Prestwick,airport,J Hill,2019-03-09,What a shambles at passport control on arrival from Malaga Ryanair FR last night th March It certainly did not look like customs staff in attendance were interested in providing a service to the public only members of staff were employed checking passports whilst others chatted socially at one barrier another presumably the senior member looked on and armed guards observed the situation at the doorway whilst further desks were unoccupied Consequently there was a bottleneck at the desks in operation and long delays for passengers queuing in cramped conditions with no access to toilet facilities after a hour flight I note from the posters on display that you welcome comments from the public I would particularly like to ask the senior officer on duty to account for this arrangement and his allocation of personnel,1.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Positive
New Orleans,airport,D Justin,2024-08-10,My experience with United Airlines at New Orleans Louis Armstrong International Airport was ramping up towards a masterclass of poor professional service and lack of customer empathy When a delay came up for my initial flight I spoke to a remote agent who ultimately said tough luck and didnt provide any options There was no empathy and no discussion of any options to make it home safely You can imagine I was scared and anxious when my flight to return home was nowhere in sight Luckily at Uniteds desk the representative Anna who also worked at United was present She is the epitome of the perfect professional She used critical listening to understand my concern and problemsolved on the spot She gave me an option to return home safely This wasnt a testament to United training because it seems like the rep prior routinely told me tough luck but it showed how much of a true professional AND good person Anna is I am grateful for being helped by Anna at New Orleans Louis Armstrong International Airport who works at United Airlines If any problem arises and she is present best believe she will give you the most ultimate and efficient service,10.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Positive
Heho,airport,Peter Thackray,2016-02-21,Flew in from Mandalay and out to Rangoon Built by the British before independence and not much has changed All very basicmanual with no computers in evidence There is a Departure building which has a dozen desks and various weighing scales no indicator boards or other useful information Toilets pretty basic All hold baggage loaded onto trolleys and put through a scanner before being wheeled out to the aircraft Passengers scanned and into Departure Lounge where there was a barcafe selling drinks and a couple of quite pricey souvenir and snack sellers Flight departures announced by someone carrying a board with the flight number You walk over to the aircraft and board There is nothing to stop you getting out onto the apron if you wanted to Arrivals is in the adjacent terminal with nothing much in it The baggage cart is wheeled in and you get your bag off and walk out The actual airport functions well but is very busy as all the flights are timed to arrive and depart together early in the morning and late in the evening A step back in with but with high spec ATR aircraft,8.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Santorini,airport,I Bennett,2021-11-06,Very poor service Apparently all the shiny clean coffee machines are finished Both in the main departure hall and past Passport control If you dont want to provide facilities dont pretend If your staff are just hoping for a quick getaway after the flight has left get better staff,3.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Positive
Paphos,airport,Salomon De Jager,2023-04-04,On the morning of April I transferred through a sweltering hot Paphos Airport on my from Amman to Athens There was no electricity at the airport as a result the airconditioning did not work Because there was no electricity the ticket scanners after checkin malfunctioned and a very rude lady opened a gate for me after interrogating me my boarding pass and my passport as if she was the border patrol official Hundreds of people trapped in a sweltering hot airport building which at best resembles a garden shed the size of a football field The business class lounge was not open and the corner where it is is located at stinking of sewage because it is situated next to the toilets No coffee available and no working credit card machines at any of the restaurants Long queues as people rummaged through their handbags for coins to pay cash at the cashiers I settled for a lukewarm cold drink And of course there is always that one airport employee that makes you feel as if they are doing you a favour Thumbs up though for the new biometric scanners at immigration Five stars for the efficient immigration staff One star for the overall experience Use this airport only in case of an emergency,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Positive
Honolulu,airport,K Mayres,2023-04-01,My travel plans had me taking a Hawaiian airlines flight from Kona to Honolulu and then a Delta flight from Honolulu to Minneapolis MN Honolulu airport is not set up for this kind of travel which Im sure is not unique There are no ways to get from Terminal Hawaiian airlines exclusively to Terminal all other airlines without walking outside for a mile This is done while dragging your checked luggage Once you get to Terminal you then have to make your way to your airline Delta to my bad luck was another mile away My husband was making this trek on a knee scooter so I somewhat healthier was dragging checked bags In the inflight magazine there was some mention of a Wiki Shuttle but I saw no evidence of that and believe that was only available once you passed security All other international airports Ive been in have some sort of passenger moving system train tram bus etc Invest is something Once at my gate I had to search for a water fountain Do you realize how many travelers have water bottles to fill station in the F concourse is not sufficient when most travelers are boarding a hour flight Do better,2.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Positive
Denver,airport,Judy Susak,2023-10-25,Where are the restaurants I have an hour and a half between flights my departure gate is gates from my arrival gate The closest actual restaurant is gates in the wrong direction and none of the moving sidewalks work Im over years old Im not going to run My only other choice is notgreatlooking vending machine sandwiches at Several Gates away the one near my flight is closed at pm,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Positive
US-Bangla Airlines,airline,18 reviewsZiauddin Ahmed,2020-02-10,Dhaka to Bangkok Good service though it made delay while departing Very good food Staff were good Price was a bit high when I purchased No entertainment screen on board,7.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Neutral
Taipei,airport,Hao Chang,2025-03-03,TPE airport is decent overall but the shopping area feels pretty messy Layout is kind of disorganized and its not always easy to find what youre looking for Also some stores seem cramped and isnt a clear flow to space It would be a lot better if they improved the arrangement and made it more convenient to navigate,9.0,Positive,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Flair Airlines,airline,Alex DeBuono,2025-04-05,Flair Airlines might seem like the most economical option at first glance especially for domestic flights within Canada or trips to the US but dont be fooled Once you book the hidden fees start piling up fast You pay for absolutely everything No water is offered on board without an extra charge The seating is unbelievably crampedrows and there is no reclining feature on the seats Its uncomfortable borderline claustrophobic and makes even a short flight feel endless Were not new to travel we fly frequently In fact just between the month of March and the first week of April we booked eight airline tickets with Flair So this isnt based on one bad flight its a repeated pattern of poor service and frustration Their pricing system is so poorly designed that even their own checkin staff cant explain it properly On our most recent trip we were told there was a discrepancy in a name They said calling customer service would allow us to fix it for free but of course we were checking in for a flight leaving shortly With no real choice we paid the to fix it Then for the return flight we called aheadand still got charged again Flair is unprofessional disorganized and unreliable What you pay upfront to book your ticket is not what youll end up paying When all the hidden costs and nonsense are added up you couldve flown with WestJet Air Canada or pretty much any other airline for the same or even less Do yourself a favorspend a little more upfront and avoid the headache Flair Airlines is not worth it,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Nakhchivan,airport,18 reviewsGyan Fernando,2019-04-24,This is a small airport in a small exclave of Azebaijan It looks neat and clean especially from the outside Very few tourists arrive here Arrival and immigration was smooth A curious thing about this airport is that on departure you first need to go through immigration first There was only one immigration officer on duty Checkin was slightly chaotic with local passengers breaking the queue There are no proper duty free shops inside The only shop selling local products was staffed by a single bored assistant There is not much to do in this airport,5.0,Neutral,Positive,Positive,NEGATIVE,Negative,,True,Neutral
Aegean Airlines,airline,1 reviewsStefanos Georgios Manasis,2024-12-27,Good overall experience albeit a steep price to pay for either economy or business I had the chance to fly business on this trip and was pleasantly surprised by the food assortments and wine but rather disappointed by the seating and overall feeling of lesser luxury It is a shame that the seats offer a lesser premium feel and lesser comfort and appearance especially for business class as they operate some beautiful new Aneo aircraft WiFi on board has never worked in my case but this could be an isolated issue Business class does not offer many inflight entertainment options apart from magazines but as a short haul airline this has never been the largest inconvenience The cabin crew is always a delight and boarding happens almost always at a gate with minimal delays although this is not always on the airline I have definitely flown a lot worse but also have flown better My score is for my most recent business class trip and I note that it would be slightly lower if I were rating for my experience in economy class Improved seating cabin appearence and economy offerings would make my next review score higher,7.0,Positive,Positive,Negative,NEGATIVE,Negative,,True,Positive
Loganair,airline,A Donnelly,2024-03-08,Please avoid this company at all costs I booked through work this was a business trip a flight on th March Flight was scheduled to take off at this flight was delayed by hours then circled Heathrow for a another mins before we could land Ok I accept these things happen The attendant on the flight was miserable and made no effort whatsoever to make any apology for the delay and potential impact for those travelling Then the next day I arrive at Heathrow at for a flight to be told it was cancelled no reason provided and I know the flight the evening before was also cancelled as this effected my colleague there was no one available to talk to dont bother trying to call them you are pushed back to the website that tells you nothing I was left in Heathrow airport for nearly hours and my only option was a flight to Edinburgh I flew out from Dundee where my car was as a female travelling alone you have absolutely no way to talk to anyone from Loganair I have emailed them today and this is the response to my request for a refund The booking was made by an agent please contact them regarding the refund for the cancelled flight Regards Help Centre Supervisor No apology no acknowledgement of my concerns nothing My employer will never use them again Regularly travel and book my travel through my employers portal and delays and refunds are provided to the individual employee who has suffered the inconvenience It was not the agent sitting in Heathrow for ten hours it was me Not so much as a glass of water was provided No indication of concern or duty of care to females travelling alone was shown from this absolutely shambolic company Please please avoid I,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,True,Neutral
Alice Springs,airport,Sandi Adamson,2024-03-01,Nice airport but its the slowest for unloading passengers and luggage Im here frequently and it does my head in how slow it is Please look into this Why is it so long for luggage And why does it take min to get passengers off a plane,6.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Philadelphia,airport,E Bartel,2024-06-24,Over an hour wait for a gate Seems like it happens every time Apart from the wait the condition of the public restrooms and general cleanliness is embarrassing The Philly airport aligns with Phillys nickname Filthadelpehia why cant we be better than this Ideas larger bathroom stalls so an individual traveling by their self can enter with their luggage Warm water and soap to wash hands Sensors that actually work and stay on while you are washing Better coordination of empty gates Clean more frequently Power wash the exterior gum and cigarette butts everywhere yuck Ban smoking within yards of the terminal Plant flowers,1.0,Positive,Negative,Positive,NEGATIVE,Negative,,True,Positive
Malawian Airlines,airline,G Reagan,2018-07-23,Johannesburg to Blantyre They overbooked the flight still checked us in Then made us wait almost hours standing around the ticketing office with absolutely incompetent staff No one knew what was going on nor could assist us On top of that they have also lost our bags I could never recommend this airline to anyone to travel ever Use another airline,1.0,Neutral,Negative,Neutral,NEGATIVE,Negative,,True,Neutral
Trondheim,airport,Christian-Bernard Häfeli,2009-08-11,Clean but inefficient unfriendly and crazy behaviour at the security check AMS to TRD more than minutes for delivering luggage from only one plane at the international terminal No handling staff No information desk at the international terminal only one in the domestic TRD to AMS harassment at the security check and unfriendliness of its staff No limits under the word security I have sent twice a complaint to Avinor in Oslo airports authority for Norway and to Avinor in Trondheim No answer from both This behaviour shows me an evidence of incapacity to manage the Airports and a confession of failure for the Kingdom of Norway Moreover no lounge for KL passengers,2.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Neutral
Brno,airport,1 reviewsS Lewis,2017-04-10,Very small airport on the day I was there only flights were scheduled during that day Saturday There is a bar and small tax free shop where you can get the usual liquor and spirits Just or toilets which are rather small but again for the amount of people using it I do not consider it a problem Small area to play for kids and you just walk about meters to the airplane which will be parked directly in front of the departure hall Very convenient quick security check and baggage drop off and its easily accessible with both car and public transport bus which will depart twice every hour and will take you about minutes to downtown WiFi does not work all the time but when you restart it it will be working again,9.0,Neutral,Positive,Neutral,NEGATIVE,Negative,,True,Positive
Chicago Midway,airport,R Tim,2020-12-29,Generally a good airport but considering the covid this place is an operational mess The new security and system for wheelchairs is at a very low level Customers with ADA accessibility is thirdclass they simply are not equipped to handle these travellers Lines are not clearly marked and wheelchair patrons are left to figure it out on their own Security is mismanaged no room for the chair itself No seating once you get through security to get reset after going through the lines Additionally bathrooms are a disaster no working soap during covid Who is in charge of operations at Midway they are not doing the job No one is cleaning or sanitizing anywhere Be aware this management doesnt care they make it look good in the photos but actually come here and try to be safe its nearly impossible Why dont the touchless hand sanitizer and towel machines work Looks like cheap equipment to me they are either empty or the sensors are poor Very disappointing and wish Midway would be more serious about being clean stay away if possible or try OHare,1.0,Neutral,Negative,Positive,NEGATIVE,Negative,,True,Neutral
