review_name,review_type,passenger_name,review_date,review_text,VADER_Sentiment,TextBlob_Sentiment
Caribbean Airlines,airline,C Giele,2023-09-25,"Caribbean Airlines is not recommended! Our flight was canceled four months before departure. That flights have to be canceled for operational reasons is not nice for the passenger but understandable. However, as an alternative, we could only be offered a flight more than 24 hours later and to another destination airport. Since this would not have been compatible with our other travel plans, we had to request a refund. The airline is obligated to this, since they had canceled the flight. Four weeks ago I had phoned the airline and initiated the refund. Until today, more than four weeks later, no refund has been made. I have rarely experienced such poor customer service. The airline cancels the booking and as a customer you now have to chase your money for months.",Negative,Positive
Caribbean Airlines,airline,Simeon Lambert,2023-09-15,Staff did not care about customer comfort. Had another passenger from the front of the plane come all the way to my seat at the back to chat with their friend while standing in the aisle for 20 mins blocking other passengers going to the toilet. Had to confront that same person to remove there elbow off my head rest one time and then again an hour later when they did the same thing. Staff passed that person multiple times and said nothing. Honestly the worst airline I’ve flown with so far,Positive,Negative
Carpatair,airline,Alessio Falco,2008-03-20,Milan Bergamo to Lviv via Timisoara. Flight due to leave at 11.30 a.m. check-in started 2.5 hours before departure. 20 mins after take off we were served lunch and the chance to have some wine. After 1h 50minutes we landed in Timisoara - after 1 hour we were boarded on the flight to Lviv the aircraft was another Saab 2000 the flight attendants were again smiling and professional but this time we were served only a snack with beverages. Lviv airport looks like a Museum a small Opera House inside a lot of Soviet Fresco paintings on the walls no bars but only a self service snack point - no boarding gate but a small departure area divided from the apron by a small door. Again the aircraft was a saab 2000 and the 2 flight attendants were helpful; this time we had hot breakfast - flight landed on time at Timisoara then after another hour we took off to Bergamo.,Positive,Negative
Carpatair,airline,Tom Lowe,2007-02-13,Munich to Timisoara business class. Service was excellent. The meal and bar was generous ad FA professional and attentive. Sadly it all went belly up when we landed and my luggage didn't make it. Heard nothing from the airline for three days. Got increasingly frustrated by the lack of contact. Had to collect my luggage myself from the airport four days later.,Negative,Positive
Carpatair,airline,Paddy Webber,2006-05-28,Tried to book on line with them but they do not take on-line bookings. So I rang reservations - and I did not believe my ears. They do not accept a bank or credit card for payment! Instead at the cost of GBP 20 I have to send a bankers draft to Romania!,Positive,Neutral
Cathay Dragon,airline,Keng Leong,2020-01-30,"Hong Kong to Kuala Lumpur. Have flown this route many times connecting from Chicago on Cathay Pacific. In the past service and food has been ok. However, on this trip noticed that the service manager delivered the menu to the 5 or 6 passengers first and addressing each by their name, but I was completely ignored. Only after these passengers were served was I given the menu in silence.",Negative,Positive
Cathay Dragon,airline,William D Webster,2019-11-04,"We are very disappointed in Cathay Dragon. We booked a flight from Hong Kong to Phnom Penh on Oct 30, 2019 because they advertised it was on a roomy A330, but the airlines substituted a smaller A320. If we had been notified of the change and given the chance to change our flight date to an A330 we would have done so.",Positive,Negative
Cathay Pacific Airways,airline,1 reviewsN Mayle,2025-02-27,"I am posting this on behalf of my traveling companion, who experienced Cathay Pacific’s baggage claim process. Their approach to handling claims is frustrating, lacks transparency, and shifts responsibility onto passengers. On January 27, 2025, she flew on CX561 from Osaka Kansai to Hong Kong and discovered that her checked baggage was damaged upon arrival. Due to traveling with children, she was unable to report it immediately at the airport but submitted her claim within CX’s 7-day policy window.  Initially, CX refused to acknowledge the claim, stating it should have been reported at the airport. After multiple follow-ups, they finally accepted it but continued to delay resolution. They insisted on a purchase receipt, despite the luggage being a trade-in with no direct receipt available. CX based their offer on a depreciated “trade-in” value instead of a fair replacement cost. Depreciation was applied without explanation, and CX failed to clarify their calculation method.  It appears CX lowballs compensation offers, hoping passengers will accept without question. When my companion first submitted the claim, no ID or Letter of Authorization (LOA) was required—which made sense, since she was handling it personally.  However, after I followed up on her behalf, CX suddenly required an LOA and ID—but only after I requested an escalation. Instead of fairly assessing the claim, CX made the passenger do all the work. CX should have its own reference pricing for standard luggage brands instead of making customers research on their own. Despite multiple attempts to settle this fairly, CX has failed to provide a transparent resolution.",Negative,Positive
Cathay Pacific Airways,airline,Michael Copeman,2025-02-13,"Cathay no longer allows passengers who wish to pay to upgrade from Economy to Business at the airport. Instead, bookings have to be cancelled and whole new bookings made - a cumbersome and off-putting process. This is commercially foolish by Cathay.",Negative,Positive
Cayman Airways,airline,K Stock,2023-04-23,Plane holds 17 people. They overbooked the flight and 4peices of luggage made it on the aircraft. The plane was an hour late. Half of the passengers had a 1:00pm international connecting flight to the USA. The plane touched down at 12:20pm. Noone got there luggage. Very unorganized but it's the only access to little Cayman.,Neutral,Negative
Cayman Airways,airline,J Worley,2023-01-03,Worst service I’ve ever received upon check-in. I am handicapped but do not need a wheelchair. I carry my disability placard and always purchase best seat class available for airlines. I just need extra time getting settled into aircraft and I was refused to board early since I didn’t get a wheel chair. I had to wait for several families with children to board first since I was told children are a priority over disabled passengers without wheelchairs. This airline will only recognize disabled passengers if you are in a wheelchair which is ridiculous. I can spend my money on another airline that will respect disabled and elderly passengers that need extra help in the future. I was looking forward to trying this airline. This is definitely a one and done. I will never fly on this discriminatory airline again.,Positive,Negative
Cayman Airways,airline,Tammy Perez,2019-08-05,"We were on a 7:50 am flight to go to Miami with quick stop in Grand Cayman. We had a day of lies (need a part, sending extra planes, you’re on the next flight, etc). It took 14 hours to board our flight then another 30+ minute wait because of ‘incorrect paperwork’. 30 minute flight then another 90+ minute wait at other end for information and vouchers. Staff were very unprofessional. One check in person even came outside to argue with the lady Running the taxi stand. Everyone missed connecting flights, incurring hundreds of dollars in extra fees or booking last minute. No apologies from anyone with the airline. What a bad way to end a fabulous diving vacation. Took almost another whole day to get home.",Negative,Positive
Cayman Airways,airline,A Kent,2019-08-02,"Don't fly Cayman Airways. 12 hour delay, communicated to us every few hours, because the flight crew had to rest. Been in the airport 12 hours now, with no reliable take-off time, and no offer of compensation for a full day missed of vacation. The customer service is atrocious! Upon further research I have learned that this is a normal course of business for this airline. They do not honor their flight times, and fly upon the crews whims. Save yourself the aggravation and fly JetBlue instead!!",Negative,Positive
Cayman Airways,airline,Taylor Weil,2019-06-10,"Grand Cayman to New York. I fly more than most most people, typically 6-8 a months between work and personal purposes. This airline has by far been the worst airline experience I have had. They kept the cabin lights on through out the duration of the flight and it was an evening flight. The flight attendants did not contain the passengers. Several were highly intoxicated as well loud and obnoxious forwards other passengers. Unreal! The food  served was simply atrocious.  The pilot told us the flight time was 3 hours and 13 minutes. Apparently there were no complications, but we still arrived after 4 hour. We sat on standby at the gate for approximately 25 minutes at 11 PM at night! There were basically no flights coming or going from JFK.",Negative,Positive
Cebu Pacific,airline,Byron Bontia,2025-01-26,"This is an open letter from a long time Cebu Pacific Passenger both domestically and internationally flying with Cebu Pacific for the last 15 years. I address this letter in complete and utter exhaustion and disdain after numerous years of continued delays of incompetence and complete lack of professionalism and organisation but this is officially the last straw. As both an Australian-Filipino passenger I am completely disgusted by the severe lack of care this airline has for it’s passengers and it’s cheap budget airline tactics to either A) Make you pay for basic needs such as food and water (Particularly on long 8 hour flights) or B) Use evasive tactics for you to re-book or fail to make your flight. Speaking as both a Filipino and Foreigner are we not all tired and embarrassed of this airline’s repeated failure to be a good representation of our culture. I could go through a series of numerous blunders by the airline like the purposeful timing of exactly 12 midnight to confuse passengers about the date in which they fly out so they can make more money in rebookings or how about the continuous delays we all know too well. But on this occassion that broke me was an important transfer from Cebu to Manila to our international flight to Sydney. There were approximately 20 passengers in total with connecting flights, some solo travellers, some with young children and some with elderly parents such as myself. Not only did we already have 3 hours to get to the Gate but they reduced that time by 15 minutes by holding our luggage hostage for their own “ease of care” or shall I say another rebooking tactic in order to claim their “no show” policy. Not only were we refused to get our own luggage but some passengers were even misinformed to retrieve their own luggage confusing us passengers more. Moreover once waiting patiently for the luggage above as directed in Terminal 3 (after being told it would only take 30 minutes) we ended up waiting til 15 minutes before our boarding time with their excuse saying we have to “check the luggage” after once again having to check our luggage anyway for check in as per international Australian protocols (which we understand). Once we received our luggage however we were shocked to find our luggage had been aggressively mishandled and broken. Where the main issued lied was their refusal to provide us our boarding passes which in turn would render us vulnerable to having to rebook as there is no liable evidence that we had checked into our flight which as you guessed it makes us liable to their “no show” policy. In short we were at the mercy of the airline with our literal luggage basically being held hostage for ransom (rebooking flight fees). So this message is a warning to all prospective passengers particularly those with elderly family members and children; do not fly with Cebu Pacific. Are we not tired of an airline that reinforces negative stereotypes. Are we not tired of being swindled and mistreated while this company makes profit off underhanded and evasive tactics? Furthermore it’s time for us to hold these companies accountable for their actions or their lack of.",Negative,Positive
Cebu Pacific,airline,19 reviewsAndrew Tucker,2024-11-22,"I hope that this airline starts to do something soon about both their staff, and their systems. Firstly, their webpage was not allowing anybody to book for a few days, even from here in the Philippines. However I was easily able to book a flight on the GotoGate website. I wanted to visit my daughter, which is only a 45 minute flight on an ATR72. Literally the day after I was booked I was advised that I would not be able to get my return flight. No reasons given, it was just assumed that I would be happy with a flight the next day. Whilst this may sound reasonable, some of us have to work, and at this time I have very limited free time available to me to travel and see my daughter. I'm sick to death of airlines being able to hide behind poor excuses. I am ex airline / aviation industry myself. Am I to believe that an airline as big as this has no contingency planning? No standby aircraft available if one goes U/S? I won't accept that. Don't waste your time or money, find an alternative. Still waiting for my refund to be processed; guess I'll be waiting six months for that.",Negative,Positive
Cebu Pacific,airline,Randell Tober,2024-11-19,"Cebu Pacific cancelled all flights to Clark, Philippines for November 17th 2024. Typhoon. Said free rebooking, however when I went to rebook it only gave option to rebook at double the original flights cost. Tried contacting CP online via app and kept getting dropped from chat with over 80 people in front of me. Had to be back at work 17th.. so booked first flight 18th at double the cost. Finally made it through to CP on 19th explaining the funds I lost and they said sorry it's to late to refund because I already booked the flight? CP has no leeway in correcting issues. So CP made nearly double for canceling my flight.",Negative,Positive
Cebu Pacific,airline,E Domingo,2024-10-25,They were checking the aircraft for faults and they saw something and didn’t informed immediately the passengers who were waiting for hours in the bus. No spare aircraft was there on standby.,Negative,Neutral
CemAir,airline,Q Neesen,2022-12-17,"Absolute scam, bought direct flights round trip for 8,000 ZAR and ended up with a connecting flight which was delayed. 5 hour delay. I will never use this company again",Negative,Positive
Central Mountain Air,airline,E Friesen,2019-04-27,"What a horrible airline. Getting on this aircraft was disturbing, when you get on and take your seat you can only admire the spacious seating, but then it is only a Dash 8. What is disturbing is the filth on the seats, as this is an old aircraft from outward appearances, enjoy putting your head on the head-rest hope you don't get lice. The topper of this trip is that between Fort Saint John and Vancouver, a 1.5 hour flight they had somehow lost my baggage. upon arriving in Vancouver and standing at the Baggage Carousel for 10 minutes, I went to the the ticket center, after an hour there they figured it out that they had given me someone else's baggage claim ticket. As of 10 pm tonight still waiting for my baggage, which was promised at 3:00 pm this afternoon.",Positive,Negative
China Airlines,airline,B Thornton,2024-06-04,"Horrific customer experience after being left in the queue by the airline. We arrived at Taoyuan Airport in Taiwan to check into our flight back to London 2 hours before departure. The airport was extremely busy and, in each section, it was nearly impossible to move between the lines of passengers zig-zagging away from the check-in desks and up the corridor. Our own set of check-in counters (Area 11) appeared to be handling 8 flights, most of which were departing at around the same time. We managed to reach the check-in desk around 7:30am (30 mins before departure) and was told that the flight was closed and we could not check in. During that time, nobody went past us with a sign, changed the signs over the check in counters or called our flight loud enough to hear, and there were no staff members available to speak to. We were aware of the time, so we were looking for staff holding signs; neither of us left the line or wore headphones as we were trying to be vigilant. There was nothing to suggest we should just stay in line with everyone else. At the customer support desk, the supervisor (Chang YuHao) tried to help by suggesting he could put us on the Monday flight (2 days later). However, there was no offer to cover our costs (two nights accommodation in a hotel (plus expenses)) and it would mean missing a day of work and my wife’s pregnancy scan. He then suggested that he would speak to the duty manager to see if there were any other solutions. When the duty manager (Liao ChiaRu) arrived at 9:30 am (nearly 1.5 hours after we arrived at the support desk), he refused to offer any solution. He claimed he had made the announcement himself, but we never saw him (in connection with our flight or others). He acknowledged that his voice might not have been loud enough (to which we pointed out the need to use a microphone or the screens at the counter to display messages on such a busy day. Where the supervisor had tried to find a solution, the duty manager made clear that it was our fault that we were stuck in the line at the counter. When I told him that my wife was pregnant and needed to get home, he laughed at me and then walked away and we never saw him again. To be clear, my wife is Taiwanese and spoke Mandarin to him, so there was no miscommunication. The supervisor then discussed alternatives with him in the back room and told us that the duty manager had refused to move us onto another flight and left us with the choice of (a) flying out two days later, or (b) cancelling the flight and finding an alternative (with a fee of £181 per person applied as a late cancellation fee). This was clearly not helpful as either option would cost us a fortune and we had not done anything wrong. In the end, we spent £1200 to get a Thai Airways flight home. This is an appalling way to treat customers who have complied with their obligations and no way to act as an airline.",Positive,Negative
China Southern Airlines,airline,Pauline Oger,2024-12-10,"China Southern Airlines canceled my Paris-Christchurch flight the day before departure with a very short email. No apology, no explanation, no alternative flights, and no refund despite the Regulation (EC) No 261/2004, Article 5. Their customer service phone lines were unreachable all the afternoon. My online profile in their website didnt reflect this cancelation. They refuse to pay the €600 compensation I am owed, claiming they sent me a cancellation email in late September, which I never received. Despite my requests and reminders of the EU law article 14, they refused to provide any proof of this email. I had to contacted them on November and shared my flight number and booking reference at their request. They confirmed that day baggage details for this flight in question but never mentioned the flight has been canceled 2 months ago.",Negative,Positive
China Southern Airlines,airline,Hoa Nguyen,2024-09-17,"I bought tickets from the China Southern Airlines through booking.com. At the last minutes before my departure I received an email saying my flight back to London has been rescheduled which will add 24hours more lay over at the stop in China. They gave me no reason nor explanation why. And I was told if I do not wish to flight, I could have a refund. I guess they knew it will leave me no choice but to accept it because the chance to buy another tickets is difficult. However, I decided to cancel them because I couldn't trust them with the way they do business. They have ruined my journey. I have requested a refund but it has been 3 days without any response.",Negative,Neutral
China United Airlines,airline,5 reviewsS Liu,2021-02-05,"The reason for taking China United Airlines this time is that the ticket price is cheap（For the air tickets between Beijing and Shanghai, the prices of other airlines are more than 1000 yuan. Only China United Airlines is 535 yuan). Because it is a low-cost airline, there is no free checked luggage. The staff at the ground counter have a very good attitude and high efficiency. There is almost no queuing phenomenon. China United Airlines has only 737 aircraft, and it has a full economy class layout. Compared with other low-cost airlines, everyone of China United Airlines has sent a bottle of water, which is good. I bought the meal through the app in advance, but it was obviously not so delicious and affordable. The seat can't be adjusted. There is no entertainment system, no small TV, no WiFi in the whole cabin, which is very bad.",Negative,Positive
China United Airlines,airline,5 reviewsB Dreller,2017-03-03,"Beijing to Hailaer. What an airline. It's a low cost carrier. You'll get nothing aboard, not even a water. If you want one, you need to pay. Cabin a bit worn and sticky, better not using toilets. Not clean and a lack of soap. Cabin crew's English could be improved a lot. Crew members don't care if passengers doing phone calls while starting or landing or passengers tsnad up whil taxi. Not well organised.",Negative,Positive
Citilink,airline,D Green,2024-08-09,"I was not able to check in online before the flight, apparently this doesn't exist for their international routes. So I couldn't pick the seat, but more importantly, I couldn't add any extra baggage- I knew I was going to be a bit over, so prepared to pre-pay. At the check in desk, was refused a bag to go at my feet, when I protested I was told ""its a very busy flight"". I was made to repack twice and eventually charged an extortionate fee to check an extra bag- when I questioned if this was more expensive than if I had booked prior, I was told it was. But how was I supposed to book extra baggage, when I can't check in beforehand? Apparently, you can go online in a period of time before just for this- not clear at all. And that ""very busy flight""? A spare seat next to me, a spare seat in the row in front, and the three seats on the other side of the aisle a spare seat. I've been fortunate to fly with multiple airlines through south east Asia the past few months, and never had an experience as bad as this one.",Negative,Positive
Citilink,airline,J Smart,2024-04-13,"I thought Citilink was a cut above most Indonesian airlines. Sadly not. Our flight was due to depart at 3.45pm; we received an email the day prior to departure saying the flight departure was changed to 7.30pm. Then a Citilink agent rang and asked if we accepted the changes. We had no choice as all other options at this late stage were fully booked out (it was Eid). Then on the day of the flight (today) we received another email saying the flight was delayed until 9.10pm, a delay of 5 hours 15. My wife is pregnant and this meant staying at the airport for hours on end. At one point, I asked about a meal voucher but a Citilink agent said the flight was not delayed. I showed her the evidence to the contrary but she would not accept the delay. Then, as a final insult, as we sit here at Bali airport, the flight has been delayed a further one hour. No meal voucher, no snack, no drink, no offer of compensation. This is Citilink. Never again will I fly with this low-quality airline.",Negative,Positive
CityJet,airline,E Chalini,2018-07-18,"London City to Florence. I am utterly appalled by this airline. Not only were we diverted mid-flight from Florence to Pisa because of a technical fault (we were delayed in take off also by a technical fault - unclear if it was the same one, but the aircraft was rather old and shabby, and the toilet stunk to high heaven). Most egregiously, about 20 passengers did not have their bags loaded on to the aircraft. I received no information or apology from the airline about this. Some passengers seemed to have received a text letting them know of the issue, with a brief apology and no explanation. We were provided with a bus to Florence Airport where we were told to file a baggage claim (since CityJet do not operate out of Pisa), but there was no-one in charge of directing us - it was up to passenger initiative to figure out all steps. Once at Florence Airport we were offloaded and sent on a Kafkaesque quest from office to office, into the bowels of the airport, across the tarmac, and into the arrivals hall to finally file the baggage claim. Had I not actively engaged fellow passengers I would have never figured out any of these procedures. This was on Sunday, 15th July, 2018. At the time of writing it is 10:30 pm on Tuesday July 17 and I have *still not received my bag*. I received a text yesterday evening from Florence Airport letting me know that the bag had been picked up by the courier, and nothing since. I have been forced to attend a professional event wearing the same outfit each day, which I am washing nightly in the hotel bidet. In all my years of frequent travel I have *never* encountered this level of disrespectful neglect. I paid over the odds to fly with CityJet, hoping to avoid the indignities of a budget airline, only to find that this airline treats one worse than dirt. Never again.",Negative,Positive
CityJet,airline,29 reviewsZafrullah Hamzah,2018-07-03,This City jet flight was operated for Air France. After arriving with an Air France flight in Paris from Singapore this Paris to Dublin flight was a big letdown compared to the service with an actual Air France flight. First of all after everyone has boarded their system recorded an error in their reservation . Simply bizarre that they only discovered this after letting everyone on board. This resulted in the plane not even moving from where it was parked for about 50 minutes after scheduled departure. We were then moving practically all over the airport for what seemed like they wanted us to view the runways before the plane actually took off. Service on board was quite slow. After being served the meal it seemed like they did not feel the need to clear the tray tables quickly. One stewardess managed to splash some Coca-Cola on the lady sitting beside me. She was very apologetic and nice but I got the impression that she was under pressure. On arrival in Dublin my bagage which had a priority tag after arriving in Paris on a first class flight was the 85th bagage to come out ! While Air France has consistently maintained high standards it appears that their City Jet partner just could not be bothered to do the same. As a result I missed the noon direct bus to Limerick and ended up having to use another bus company that took 3 hours and 45 minutes and a very convoluted route to get to Limerick. After spending so much to get priority service this connecting flight was a big disappointment and is way way below the service of an Air France operated flight.,Negative,Positive
Cobalt,airline,Izzat Kayali,2018-09-06,"Larnaca to Manchester. It was not mentioned in the booking process on the Cheapflights website or Cobalt website that you have to pay for your bags and the surprise was in the airport where the manager on the check in desk was very unhelpful to accommodate the situation. The customer service lady asked for the price of the baggage and the extra weight, which we agreed to pay, however she changed the charge three times and each time my wife had to leave back beyond the security checkpoint to withdraw cash from the ATM machine and last time she stopped my wife at the door of the plane claiming that she still have to pay an extra amount of money because she did not calculate the charge properly. All in all, it was a very stressful experience. I would not recommend this company at all.",Negative,Positive
Cobalt,airline,D Mardan,2018-09-03,"Larnaca to Gatwick. In flight was OK, what you'd expect from a budget airline. In flight entertainment via their website to your device was an unexpected bonus and worked well for me, but I was the exception as a lot of passengers complained they were unable to connect. However, this airline has woeful customer service and the on-line check in procedure simply doesn't work. For customer service, you have to wait for a call back that never comes, tried to have a name changed on the ticket, but they refuse to do this (unlike other airlines, were it wasn't an issue, just went on line and altered it). You can't add baggage via website either you have to do this by phone. Come on Cobalt take a look at the competition and make improvements. I wouldn't use this airline again, their procedures are too clunky and not customer friendly, and they simply ripped us off as we had to purchase another ticket rather than let us change the name.",Negative,Positive
Cobalt,airline,75 reviewsDavid Robson,2017-11-14,Beirut to Stansted via Larnaca on Cobalt. Cobalt is a budget airline so all services are unbundled. No meals or refreshments were purchased. I will fly Cobalt Airlines whenever I can.,Negative,Positive
Comair,airline,David Ellis,2018-12-03,"Cape Town to Johannesburg. Club check-in for our Comair flight to JNB couldn’t have been more unfriendly and the agent failed to mention the SLOW lounge. We let her ticket our luggage through to LHR, without collecting it at JNB, as she said it would work. Well, we’ll see. The lounge was frenetic, although food and drink were plentiful. The 737-800 was a new model, although Club seating was the usual Club Europe arrangement. Departure was delayed by 60 minutes, but that still left two hours for transfer on to the BA LHR flight. The flight itself was unremarkable and we made up some time. Cabin crew seemed efficient and had a sense of humour. Not at all bad, really - assuming our luggage catches up with us.",Positive,Negative
Condor Airlines,airline,Alain Tips,2024-11-04,"It's an absolute shame. We are on the flight and want to order food but they refuse to accept cash so I want to pay with my maestro card and they also refuse it because it is not a German maestro card. As far as I know, maestro is maestro, it doesn't matter which one it is. This is why we had to starve for 5 hours. Een regelrechte schande is het. We zitten op de vlucht en willen eten bestellen maar ze weigeren cash geld aan te nemen dus wil ik betalen met mijn maestrokaart en die weigeren ze ook omdat het geen Duitse maestro kaart is. Bij mijn weten is maestro maestro maakt niet uit welk het komt.hierdoor hebben we 5 uur lang honger moeten lijden",Negative,Positive
Condor Airlines,airline,MIchael Shellman,2024-10-28,"We were re-routed onto this flight as our previous flight had been cancelled. Our luggage was not transferred from Swiss Air to Lufthansa in Milan Italy, so our baggage was flown to Zurich with virtually no way to make it to LA in a timely manner. We have AirTags in our luggage so I have been able to track where the bags are and have been. Both pieces of luggage were kept in Zurich Friday evening and then on Saturday were flown to LA. The luggage was received in LA late Saturday evening and is still at this writing Sunday afternoon, sitting in LA, allegedly to be delivered tomorrow when both my wife and I have to return to work and will not be here to receive them. I even offered to go pick up the bags myself in LA and was told that they would not be released to me. Over the course of the weekend since our flight on Friday, I have emailed Condor three times and have not received so much as even a courtesy response. I have called and spoken to Condor's mislabeled ""customer service"" only to be hung up on three times. I have asked to be transferred to a supervisor or higher up in order to try to resolve this circumstance and have either been hung up on or told that they don't have anything to do with baggage, that there is no number to call to speak to someone about delayed baggage, and that no supervisors were available. In the meantime our bags are sitting in LA some 30-40 miles away being held captive by Condor's baggage handlers and or (and I hesitate to call it) service. I have flown quite a number of times with a variety of different carriers and never have I been so poorly treated by any airline and their employees as I have in this circumstance with Condor Airlines. I give one star reviews only because it is the lowest offered rating.",Negative,Positive
Condor Airlines,airline,M Bale,2024-10-16,"I wish there was an option to give zero stars, and not one. I booked a flight through WestJet, who apparently partner with Condor (no clue why). I called the night before my flight to make sure that I had a checked bag included in my fare (if I didn't, I wanted to pay for one, as they are cheaper if you buy them before you get to the airport). I was told by the customer service representative that I did have a checked bag included in my fare. I pay for a seat (window seat) ahead of time, as I cannot sleep in any seat other than a window. I arrive to the airport the next day to be told by someone at the check-in desk that I do not have my checked bag included and will have to pay 250 Canadian Dollars for my bag, which is absolutely insane. I tell her I spoke to customer service and they told me I have a bag, and she said there's nothing she can do about that. She also told me I could upgrade to premium economy and have the bag included for 150 (bizarre pricing options but ok). I call customer service again and am told again that I do have a bag included, but she says that if I pay for the bag, I will be reimbursed. This is starting to feel sketchy to me, so I ask for proof of that in writing, over email, she says no. I ask for a recorded copy of the call, she says no. I ask her if I pay for premium economy (since its cheaper, and if I do end up getting scammed by all of this at least I will have had more leg room) if I will still be reimbursed since its actually cheaper than the checked bag fee, and she says yes. I go back to the counter, pay to upgrade and mention that I already paid for a window seat and would like a window seat since I already paid for one. I file all of my claims for the reimbursement before I board. Arrive on the flight: I have a middle seat, and the ""Premium Economy"" seats are smaller than some economy seats that I have sat in on other airlines and are incredibly uncomfortable, and the food is worse. I can't sleep at all on the flight. I continue to check in on my claim in the following weeks and am told very rudely by a customer service representative that I need to be 'more patient' because it could take up to 6 weeks to respond to my claim; this information was not mentioned anywhere or by anyone. I finally get a response to my claim, and it was denied, as they 'do not provide retroactive reimbursements for baggage fees', even though I was clearly told by a customer service representative that they did. The final line of that email was that they 'would be delighted if I would fly with condor again'...fat chance. I hope everyone considering Condor reads this and realizes that it would be so much more worth it to fly with literally any other airline. What a waste of my time and money.",Negative,Positive
Contour Airlines,airline,Thad Copeland,2023-11-21,"Worse Experience during a time of sorrow. Booked with American with a connecting flight via Contour. Contour cancelled the flight on 27 Oct into PAH. Was offered a new flight into Evansville, IN or Nashville TN at 6:30PM, this flight was 6 Hours after my original flight was to depart. Why does that time matter, the time of sorrow was my fathers wake was 5-8PM, i was due to arrive in PAH at12:45PM. The flights into Evansville and Nashville did not arrive until the same time as the next PAH flight at 7:45PM, the next PAH was was supposedly sold out. Flying into the 2 offered locations would require 2+ hrs driving and $500 in rental car expense, on a flight I could have booked through Southwest, Nonstop and $400 cheaper. Here is the issue, American Desk Agents, Phone agents, and Contour Phone Agents simply refused to contact each other. American rebooked me on the Nashville flight, without my knowledge, and Contour stating they can not make changes to American Itineraries, creating 6+ hrs of phone time between both Airlines, hobbling across 2 terminals on crutches to get to my family, In the end, I was forced to buy a 2nd seat on Contour, on a flight that was ""Sold Out"" to be told, I had 2 seats 20 minutes before boarding, which contour refused to refund, because I was cancelling within 24 hrs of the flight, but only 15 minutes after being told I didnt have seat. American and Contour refused to contact each other and American refused to talk to a Contour REP I had on the phone. Total 8 hrs on a 45 minute layover, $800+ dollars and a flight credit on an airline that flys no where. And what else - American refuses to entertain my refund request, Contour declined any refund stating I flew on that day. even though i was forced to buy a 2nd ticket, that I did not need, and would only issue a credit, 15 minutes after I bought it. The Agents I interacted with on 3 NOV were the rudest, most unprofessional customers service reps I have ever experienced.",Negative,Positive
Copa Airlines,airline,B Hamell,2025-01-14,"I am very disappointed with Copa Airlines. I’ve had a few flights with them lately, they are fine on short distance, but absolutely horrible long-haul. I’d understand their low standard if it was a budget airline, but their flights certainly weren’t cheap. I had a 7hour flight from Panama to Las Vegas. There was only one meal, no snacks, as you’d get with most airlines. But what was shocking is that they don’t have any special meals. As a vegetarian I couldn’t select vegetarian meal in advance, assuming they’d have a veggie option during the flight. How wrong was I! The two options they had was beef and chicken. Just as well I had the sense and bought something (overpriced) at the airport, so I wasn’t left starving the whole flight. I was very disappointed though, at this day and age special meals should be automatically included.  Their staff doesn’t seem to be well trained or have basic customer service skills either. Felt like they selected a few spare people at the airport, threw them into the plane to act as stewards. One was walking around and shouting like he was at a market stall, the other two seemed to be more interested in sharing their personal lives than us as paying customers. And another shocking part of the flight was that there are no screens on seats. For a long-haul flight. The only option was to connect to their Wifi, which was free for the entertainment channel, and watch it on the phone. With own earphones. Which was hard since I needed to charge my phone and had only wired earphones with me. The government in Panama is trying to entice tourists to visit their country, promoting it everywhere, but they should first look at their main airline. I wouldn’t go back to Panama if I had to fly with them again.",Positive,Negative
Copa Airlines,airline,LM Correa,2025-01-02,I paid for business and they changed to economy. They gave me 400 dollars but it doesn’t pay for business ticket. They simply don’t care about customers. I have sent a complaint but they even care to answer! Worse airline!,Positive,Negative
Copa Airlines,airline,Edward Ramkissoon,2024-12-14,"Today I flew with Copa Airlines from my home POS to PTY. I typically pay for seating with extra leg room as I experience lower back pains, and the lack of leg space exacerbates this, so and this was no exception. As the flight finished boarding all of its passengers I noticed there were many empty seats, both in coach and business, as such I asked one of the attendants if there was a possibility to be upgraded to business, more some comfortable seat for my back. The attendant then asked me if I had status with Copa to which I said I have not flown with them in a bit, and my miles had expired. He proceeded to tell me to fly more and maybe next time. Now, I understand I did not pay for business, but if I politely ask considering many empty seats, and being that I also paid for my seat, I would think that the airline staff would wanting me to fly more would accommodate and upgrade, but the fact that I was told to fly more, in my opinion is a reason to not fly with them going forward.",Negative,Positive
Corendon Airlines,airline,Agnieszka Golec,2024-09-18,This airline gives a new meaning to 'cheap' in cheap airlines. If you are lucky and you are processed without anything out of ordinary you may be lucky but the minute something goes wrong there is no willingness or effort to assist you. My cabin luggage was taken out of the plane by another passenger by mistake. They realized it before leaving the airport (Gatwick) and left my bag somewhere at lost luggage. All advice I can get from Corendon now is to go to the airport and find it. Anyone who knows how big Gatwick is would understand how useless and patronising this sounds. So no customer service at all. Would never use this airline again.,Negative,Positive
